,ts_code,symbol,name,industry,COL_LASTPRICE,COL_PCT_CHG,COL_RECENT_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
23,603535.SH,603535,嘉诚国际,仓储物流,33.22,10.0,3.0,49.96,上海大筝资产管理有限公司-大筝稳健增长1号私募基金,1.0
24,300551.SZ,300551,古鳌科技,IT设备,34.99,14.0111,2.0,50.42,"中国工商银行股份有限公司-金鹰核心资源混合型证券投资基金
深圳德威资本投资管理有限公司-德威资本优盛私募基金
深圳德威资本投资管理有限公司——德威资本优盛私募基金
中国工商银行股份有限公司——金鹰核心资源混合型证券投资基金",4.0
25,600419.SH,600419,天润乳业,乳制品,18.5,9.9881,2.0,49.69,"招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
全国社保基金六零四组合
十二师国资公司-中信建投-20国资EB担保及信托财产专户
中国工商银行股份有限公司-泰康策略优选灵活配置混合型证券投资基金
全国社保基金四零四组合
广东潮金投资基金管理有限公司-潮金产融1号
中国工商银行-华安中小盘成长混合型证券投资基金",7.0
26,600366.SH,600366,宁波韵升,电器仪表,7.37,10.0,2.0,72.9,"招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",2.0
27,603906.SH,603906,龙蟠科技,化工原料,31.69,9.9965,2.0,95.38,"上海汐泰投资管理有限公司-小棉袄私募证券投资基金
海通资管-民生-海通海汇系列-星石1号集合资产管理计划",2.0
28,600823.SH,600823,世茂股份,全国地产,5.56,10.099,2.0,208.56,"香港中央结算有限公司(陆股通)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
易方达基金-农业银行-易方达中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",13.0
29,300829.SZ,300829,金丹科技,食品,94.8,12.1893,2.0,26.83,"嘉实基金-国新投资有限公司-嘉实基金-国新2号单一资产管理计划
中国建设银行股份有限公司-广发科技创新混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中国工商银行-中海能源策略混合型证券投资基金
中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国银行股份有限公司-嘉实瑞和两年持有期混合型证券投资基金",6.0
30,605008.SH,605008,长鸿高科,塑料,16.7,10.0132,2.0,7.68,,0.0
31,000025.SZ,000025,特力A,汽车服务,25.72,10.0086,2.0,101.02,"中信银行股份有限公司-建信中证500指数增强型证券投资基金
基本养老保险基金一三零一组合
香港中央结算有限公司(陆股通)
创金合信基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
汇添富基金管理股份有限公司-社保基金一五零二组合",6.0
32,002430.SZ,002430,杭氧股份,化工机械,21.52,10.0204,2.0,207.4,"香港中央结算有限公司(陆股通)
中国华融资产管理股份有限公司
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
基本养老保险基金一二零一组合
中央汇金资产管理有限责任公司
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国农业银行股份有限公司-博时裕隆灵活配置混合型证券投资基金
全国社保基金一一四组合",8.0
33,000913.SZ,000913,钱江摩托,摩托车,21.2,10.0156,2.0,96.15,"广发期货有限公司-广发期慧1期资产管理计划
宝城期货-宝城精选三号结构化资产管理计划
华融国际信托有限责任公司-华融.汇盈32号证券投资单一资金信托",3.0
34,300083.SZ,300083,创世纪,元器件,11.96,15.0,2.0,156.32,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,1.0
35,002424.SZ,002424,贵州百灵,中成药,10.79,9.9898,2.0,83.91,"紫金信托有限责任公司
香港中央结算有限公司(陆股通)
华创证券有限责任公司支持民企发展14号单一资产管理计划
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展14号单一资产管理计划
华创证券-工商银行-华创证券有限责任公司支持民企发展1号集合资产管理计划
申万宏源证券-证券行业支持民企发展之申万宏源2号单一资产管理计划",8.0
36,002164.SZ,002164,宁波东力,电气设备,6.25,10.0352,2.0,27.26,富国基金-中国人寿保险股份有限公司-分红险-富国基金国寿股份成长股票型组合单一资产管理计划,1.0
37,300094.SZ,300094,国联水产,渔业,5.45,9.879,2.0,47.69,"广东省农业供给侧结构性改革基金管理有限公司-广东省农业供给侧结构性改革基金合伙企业(有限合伙)
中国华融资产管理股份有限公司
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划",3.0
38,002066.SZ,002066,瑞泰科技,其他建材,12.23,9.982,1.0,28.25,中央汇金资产管理有限责任公司,1.0
39,601231.SH,601231,环旭电子,元器件,25.86,9.9957,1.0,564.08,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-银华中证5G通信主题交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金",5.0
40,600396.SH,600396,金山股份,火力发电,3.14,10.1754,1.0,46.24,,0.0
41,688022.SH,688022,瀚川智能,专用机械,42.89,11.2293,1.0,24.99,,0.0
42,002957.SZ,002957,科瑞技术,专用机械,27.92,10.0079,1.0,42.97,"招商基金管理有限公司-社保基金一五零三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",2.0
43,002861.SZ,002861,瀛通通讯,通信设备,30.31,10.0181,1.0,20.71,,0.0
44,600729.SH,600729,重庆百货,百货,34.51,10.0096,1.0,140.26,"香港中央结算有限公司(陆股通)
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
中国工商银行股份有限公司-诺安价值增长混合型证券投资基金
博时基金管理有限公司-社保基金四一九组合
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
国泰基金管理有限公司-社保基金四二一组合",8.0
45,002537.SZ,002537,海联金汇,汽车整车,8.05,9.9727,1.0,99.65,西部利得基金-民生银行-云南国际信托-晟昱6号集合资金信托计划,1.0
46,600983.SH,600983,惠而浦,家用电器,6.33,10.087,1.0,33.73,"浙江耀康资产管理有限公司-耀康必升1号私募证券投资基金
中央汇金资产管理有限责任公司",2.0
47,603025.SH,603025,大豪科技,IT设备,9.02,10.0,1.0,82.83,"先锋基金-匀丰灵活配置-定制1号私募投资基金-先锋基金匀丰1号单一资产管理计划
先锋基金-匀丰灵活配置-定制2号私募投资基金-先锋基金匀丰2号单一资产管理计划
先锋基金-匀丰灵活配置-定制9号私募证券投资基金-先锋基金博鳌伟霖单一资产管理计划
先锋基金-匀丰灵活配置-定制8号私募证券投资基金-先锋基金云海1号单一资产管理计划",4.0
48,000823.SZ,000823,超声电子,元器件,13.84,10.0159,1.0,74.31,"香港中央结算有限公司(陆股通)
浙江义乌市檀真投资管理合伙企业(有限合伙)-正心谷价值中国精选私募证券投资基金
中央汇金资产管理有限责任公司
浙江义乌市檀真投资管理合伙企业(有限合伙)-正心谷(檀真)科技中国多策略私募证券投资基金
浙江义乌市檀真投资管理合伙企业(有限合伙)-正心谷(檀真)科技中国战略核心私募证券投资基金
全国社保基金一零八组合",6.0
49,002454.SZ,002454,松芝股份,汽车配件,6.42,9.9315,1.0,40.09,"招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
50,603079.SH,603079,圣达生物,食品,34.85,10.0063,1.0,59.66,,0.0
51,600300.SH,600300,维维股份,软饮料,4.4,10.0,1.0,73.57,中央汇金资产管理有限责任公司,1.0
52,000735.SZ,000735,罗牛山,农业综合,12.57,9.9738,1.0,144.67,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
53,603595.SH,603595,东尼电子,元器件,35.2,10.0,1.0,51.8,中国农业银行-华夏平稳增长混合型证券投资基金,1.0
54,002367.SZ,002367,康力电梯,运输设备,11.75,10.0187,1.0,61.61,"香港中央结算有限公司(陆股通)
全国社保基金五零四组合
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中国工商银行-富国中证红利指数增强型证券投资基金
全国社保基金六零三组合
易方达基金-工商银行-易方达基金臻选2号资产管理计划
芜湖长元股权投资基金(有限合伙)
中国建设银行股份有限公司-大成中证红利指数证券投资基金",9.0
55,002179.SZ,002179,中航光电,元器件,47.88,9.9931,1.0,509.89,"中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
全国社保基金一一五组合",7.0
56,300461.SZ,300461,田中精机,专用机械,22.14,20.0,1.0,15.47,"上海逐熹投资管理有限公司-逐熹5号私募投资基金
上海逐熹投资管理有限公司-逐熹2号证券投资基金
上海逐熹投资管理有限公司-逐熹3号私募投资基金",3.0
57,600257.SH,600257,大湖股份,渔业,5.23,10.1053,1.0,25.17,,0.0
58,300470.SZ,300470,中密控股,机械基件,44.74,9.8723,1.0,80.41,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
全国社保基金一一四组合",5.0
59,300866.SZ,300866,N安克,元器件,146.86,121.441,1.0,52.26,,0.0
60,300526.SZ,300526,中潜股份,专用机械,91.36,20.0053,1.0,186.6,"北京泽盈投资有限公司-顺势1号私募证券投资基金
北京泽盈投资有限公司-顺势2号私募证券投资基金",2.0
61,300433.SZ,300433,蓝思科技,元器件,35.42,10.2054,1.0,1547.56,"深圳展博投资管理有限公司-展博多策略2号基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-银华核心价值优选混合型证券投资基金
交通银行股份有限公司-南方成长先锋混合型证券投资基金
中国工商银行股份有限公司-财通价值动量混合型证券投资基金
中国建设银行股份有限公司-南方信息创新混合型证券投资基金
全国社保基金六零一组合
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
中国工商银行股份有限公司-财通成长优选混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
全国社保基金一一四组合
基本养老保险基金八零四组合",12.0
62,300168.SZ,300168,万达信息,软件服务,28.69,10.6867,1.0,338.29,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
交通银行-融通行业景气证券投资基金",2.0
63,300136.SZ,300136,信维通信,通信设备,64.6,10.5596,1.0,524.29,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-南方成长先锋混合型证券投资基金
全国社保基金一零一组合
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
兴全基金-兴业银行-兴全-有机增长1号特定多客户资产管理计划
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金",11.0
64,300860.SZ,300860,N锋尚,文教休闲,197.5,43.0952,1.0,33.76,,0.0
65,300861.SZ,300861,N美畅,矿物制品,70.06,60.1005,1.0,26.33,,0.0
66,300862.SZ,300862,N蓝盾,电器仪表,64.68,90.5155,1.0,20.26,,0.0
67,000048.SZ,000048,京基智农,饲料,34.1,10.0,1.0,137.23,,0.0
68,300864.SZ,300864,N南大,环境保护,166.02,131.516,1.0,18.89,,0.0
69,300865.SZ,300865,N大宏立,专用机械,66.0,226.733,1.0,14.97,,0.0
70,300867.SZ,300867,N圣元,环境保护,45.78,136.712,1.0,27.17,,0.0
71,300106.SZ,300106,西部牧业,农业综合,9.34,12.6659,1.0,19.74,"中海信托股份有限公司-中海-浦江之星165号集合资金信托
中海信托股份有限公司-中海-浦江之星177号集合资金信托",2.0
72,300868.SZ,300868,N杰美特,通信设备,75.27,82.4285,1.0,22.84,,0.0
73,300869.SZ,300869,N康泰,医疗保健,118.0,1061.42,1.0,45.48,,0.0
74,300870.SZ,300870,N欧陆通,元器件,85.0,130.915,1.0,20.4,,0.0
75,300871.SZ,300871,N回盛,生物制药,61.85,84.0226,1.0,16.25,,0.0
76,300872.SZ,300872,N天阳,软件服务,76.53,258.622,1.0,40.79,,0.0
77,300873.SZ,300873,N海晨,仓储物流,57.99,88.7695,1.0,18.33,,0.0
78,300875.SZ,300875,N捷强,专用机械,145.0,173.07,1.0,27.84,,0.0
79,300876.SZ,300876,N蒙泰,化纤,60.55,201.394,1.0,13.78,,0.0
80,300877.SZ,300877,N金春,纺织,58.8,92.5344,1.0,16.73,,0.0
81,300878.SZ,300878,N维康,中成药,81.04,96.0329,1.0,15.46,,0.0
82,300863.SZ,300863,N卡倍亿,汽车配件,158.45,743.268,1.0,20.75,,0.0
