,ts_code,name,industry,biggest_jump,last_daily_p_change,circ_mv
2327,600240.SH,华业资本,全国地产,-0.275,0.007,390245.4864
1211,002755.SZ,东方新星,建筑施工,-0.274,-0.004,229991.13
187,000610.SZ,西安旅游,旅游服务,-0.272,0.047,176425.158
1126,002665.SZ,首航节能,电气设备,-0.272,-0.003,694987.6669
521,002058.SZ,威尔泰,电器仪表,-0.272,0.017,169269.0318
2694,600689.SH,上海三毛,纺织,-0.271,0.013,154182.7969
1286,002836.SZ,新宏泽,广告包装,-0.27,-0.022,67585.232
1068,002607.SZ,亚夏汽车,汽车服务,-0.269,0.01,506478.9526
2692,600687.SH,刚泰控股,黄金,-0.268,0.023,517698.9259
244,000691.SZ,亚太实业,区域地产,-0.268,0.0,120551.8145
3348,603555.SH,贵人鸟,服饰,-0.267,-0.011,395390.7479
517,002054.SZ,德美化工,化工原料,-0.267,0.036,196369.6606
210,000638.SZ,万方发展,批发业,-0.267,0.013,175120.4
1382,002940.SZ,昂利康,化学制药,-0.266,-0.011,86917.5
1170,002711.SZ,欧浦智网,仓储物流,-0.266,-0.028,441070.1308
2557,600532.SH,宏达矿业,普钢,-0.266,0.0,233777.7712
126,000532.SZ,华金资本,元器件,-0.264,-0.003,357222.7838
3454,603773.SH,沃格光电,元器件,-0.263,0.004,102257.796
2500,600463.SH,空港股份,园区开发,-0.262,-0.018,176148.0
799,002337.SZ,赛象科技,化工机械,-0.261,-0.005,225048.0956
805,002343.SZ,慈文传媒,影视音像,-0.26,0.002,398157.506
818,002356.SZ,赫美集团,其他商业,-0.258,-0.004,389954.3944
1030,002569.SZ,步森股份,服饰,-0.258,-0.013,138229.118
640,002177.SZ,御银股份,电脑设备,-0.257,-0.003,216558.5097
127,000533.SZ,万家乐,电气设备,-0.256,0.015,225332.8896
8,000010.SZ,美丽生态,建筑施工,-0.256,-0.003,183804.3145
1129,002668.SZ,奥马电器,家用电器,-0.252,0.03,341545.3031
129,000536.SZ,华映科技,元器件,-0.251,0.011,376628.5898
2919,600981.SH,汇鸿集团,商贸代理,-0.251,-0.005,283570.6462
2369,600290.SH,华仪电气,电气设备,-0.25,0.085,248162.2029
1381,002939.SZ,长城证券,证券,-0.249,-0.007,310961.2171
2168,600062.SH,华润双鹤,化学制药,-0.247,0.013,994476.5365
2924,600986.SH,科达股份,互联网,-0.247,-0.002,558341.2237
220,000662.SZ,天夏智慧,软件服务,-0.245,-0.002,230173.5131
763,002301.SZ,齐心集团,文教休闲,-0.244,-0.01,522610.7969
2335,600250.SH,南纺股份,商贸代理,-0.244,-0.012,177204.3351
1045,002584.SZ,西陇科学,化工原料,-0.243,0.0,224551.3027
566,002103.SZ,广博股份,文教休闲,-0.242,-0.013,171063.4197
720,002258.SZ,利尔化学,农药化肥,-0.242,0.021,721620.9739
2794,600796.SH,钱江生化,农药化肥,-0.241,0.005,165771.1792
3146,603032.SH,德新交运,公路,-0.241,0.103,220875.336
2299,600210.SH,紫江企业,广告包装,-0.24,0.0,558158.9061
1116,002655.SZ,共达电声,元器件,-0.239,-0.003,241200.0
2191,600086.SH,东方金钰,服饰,-0.238,0.093,531593.043
1322,002875.SZ,安奈儿,服饰,-0.237,0.014,57887.1085
673,002210.SZ,飞马国际,仓储物流,-0.236,0.0,653645.5797
2562,600538.SH,国发股份,医药商业,-0.236,0.029,197370.5036
3072,601811.SH,新华文轩,出版业,-0.236,-0.006,190334.2225
2348,600267.SH,海正药业,化学制药,-0.235,-0.086,933669.2912
2221,600119.SH,长江投资,仓储物流,-0.234,-0.027,250531.0
535,002072.SZ,凯瑞德,互联网,-0.233,-0.006,118230.7124
230,000673.SZ,当代东方,影视音像,-0.232,0.028,402321.1613
475,002012.SZ,凯恩股份,造纸,-0.231,-0.028,194728.6772
353,000852.SZ,石化机械,化工机械,-0.231,-0.005,480918.7828
2243,600146.SH,商赢环球,服饰,-0.231,0.0,150800.0
437,000971.SZ,高升控股,互联网,-0.231,0.017,218440.582
2781,600781.SH,辅仁药业,中成药,-0.23,0.0,232291.4661
1032,002571.SZ,德力股份,玻璃,-0.228,0.004,121788.0456
3136,603021.SH,山东华鹏,玻璃,-0.227,-0.012,183034.0069
214,000652.SZ,泰达股份,批发业,-0.222,-0.003,468771.9675
926,002464.SZ,众应互联,互联网,-0.222,-0.01,263650.5799
69,000159.SZ,国际实业,石油贸易,-0.222,0.014,209295.5929
1307,002859.SZ,洁美科技,元器件,-0.222,-0.027,327013.6928
2854,600864.SH,哈投股份,证券,-0.22,-0.004,710242.8089
2700,600695.SH,绿庭投资,多元金融,-0.22,0.011,195693.4592
879,002417.SZ,深南股份,通信设备,-0.22,-0.001,163696.2242
313,000793.SZ,华闻传媒,出版业,-0.22,0.013,614523.8781
1367,002923.SZ,润都股份,化学制药,-0.219,0.021,71250.0
2316,600229.SH,城市传媒,出版业,-0.219,0.003,487956.727
269,000722.SZ,湖南发展,水力发电,-0.218,0.02,286849.8183
3325,603477.SH,振静股份,纺织,-0.218,-0.033,89438.0
1335,002888.SZ,惠威科技,元器件,-0.216,-0.005,66919.2084
2159,600053.SH,九鼎投资,多元金融,-0.216,0.01,902198.4048
1216,002760.SZ,凤形股份,机械基件,-0.216,-0.014,108167.753
647,002184.SZ,海得控制,软件服务,-0.215,0.007,133557.4871
2170,600064.SH,南京高科,园区开发,-0.215,0.023,941799.1487
3385,603617.SH,君禾股份,专用机械,-0.215,-0.006,51438.53
1235,002780.SZ,三夫户外,其他商业,-0.215,0.005,79311.6583
701,002238.SZ,天威视讯,影视音像,-0.215,-0.011,406835.7588
979,002517.SZ,恺英网络,互联网,-0.214,0.013,395438.4205
117,000521.SZ,长虹美菱,家用电器,-0.214,0.006,251195.1743
3450,603758.SH,秦安股份,汽车配件,-0.213,-0.003,80900.3213
2738,600735.SH,新华锦,商贸代理,-0.213,0.016,210179.6935
604,002141.SZ,贤丰控股,元器件,-0.213,-0.024,287110.208
1240,002786.SZ,银宝山新,专用机械,-0.211,-0.017,87220.98
2457,600393.SH,粤泰股份,全国地产,-0.211,-0.004,225310.8659
606,002143.SZ,印纪传媒,影视音像,-0.211,-0.012,312693.769
1080,002619.SZ,艾格拉斯,互联网,-0.21,-0.003,519580.9992
1379,002937.SZ,兴瑞科技,元器件,-0.21,-0.014,100878.0
1313,002865.SZ,钧达股份,汽车配件,-0.21,0.005,75933.3
951,002489.SZ,浙江永强,家居用品,-0.209,-0.007,516237.0513
2283,600191.SH,华资实业,食品,-0.209,0.019,210945.42
3010,601319.SH,中国人保,保险,-0.209,-0.011,618878.88
206,000633.SZ,合金投资,综合类,-0.209,-0.009,176763.8252
3223,603187.SH,海容冷链,机械基件,-0.209,-0.019,101500.0
575,002112.SZ,三变科技,电气设备,-0.208,-0.016,120942.0851
839,002377.SZ,国创高新,石油加工,-0.208,0.005,211349.0604
2819,600824.SH,益民集团,百货,-0.208,-0.003,369963.5026
672,002209.SZ,达意隆,轻工机械,-0.208,0.016,108699.0675
2423,600355.SH,精伦电子,元器件,-0.208,0.003,170754.9524
156,000567.SZ,海德股份,多元金融,-0.207,-0.007,169755.3562
2739,600736.SH,苏州高新,园区开发,-0.207,0.0,629757.2201
2234,600133.SH,东湖高新,园区开发,-0.207,0.007,346776.7964
183,000606.SZ,顺利办,互联网,-0.206,-0.015,353554.9616
971,002509.SZ,天广中茂,专用机械,-0.206,0.012,488934.6839
2236,600136.SH,当代明诚,影视音像,-0.206,0.001,314355.3368
939,002477.SZ,雏鹰农牧,农业综合,-0.206,0.0,311366.9031
697,002234.SZ,民和股份,农业综合,-0.206,0.007,217915.8553
497,002034.SZ,旺能环境,环境保护,-0.205,-0.011,260995.2494
3387,603619.SH,中曼石油,石油开采,-0.204,-0.038,256259.0458
483,002020.SZ,京新药业,化学制药,-0.204,0.0,505231.7706
3165,603066.SH,音飞储存,仓储物流,-0.204,0.0,129579.6678
2687,600682.SH,南京新百,百货,-0.203,-0.014,906910.6476
920,002458.SZ,益生股份,农业综合,-0.202,-0.003,268658.6492
3522,603906.SH,龙蟠科技,化工原料,-0.202,-0.002,85672.7539
795,002333.SZ,罗普斯金,铝,-0.202,-0.002,297771.4081
351,000850.SZ,华茂股份,纺织,-0.201,-0.009,310372.8389
3219,603180.SH,金牌厨柜,家居用品,-0.201,0.009,109485.9201
2412,600339.SH,中油工程,石油加工,-0.201,0.003,610007.0002
3459,603787.SH,新日股份,摩托车,-0.2,-0.027,73512.93
3317,603399.SH,吉翔股份,小金属,-0.198,-0.032,457245.5841
1180,002722.SZ,金轮股份,纺织机械,-0.198,-0.017,164494.4356
3455,603776.SH,永安行,公共交通,-0.198,0.012,172704.5948
821,002359.SZ,北讯集团,通信设备,-0.198,0.006,612478.1401
1221,002766.SZ,索菱股份,汽车配件,-0.197,0.003,148986.7862
185,000608.SZ,阳光股份,区域地产,-0.197,0.006,367402.9109
164,000582.SZ,北部湾港,港口,-0.197,-0.005,197118.2203
2846,600856.SH,中天能源,供气供热,-0.197,0.028,589762.283
1223,002768.SZ,国恩股份,塑料,-0.196,0.015,578640.0
2629,600614.SH,鹏起科技,综合类,-0.196,0.003,515417.2914
1084,002623.SZ,亚玛顿,玻璃,-0.196,-0.002,253402.9165
2313,600226.SH,瀚叶股份,农药化肥,-0.195,0.006,617789.3919
518,002055.SZ,得润电子,元器件,-0.195,-0.007,431425.8234
2397,600322.SH,天房发展,区域地产,-0.195,-0.014,379255.1
710,002247.SZ,聚力文化,软件服务,-0.195,0.0,268787.1196
2898,600936.SH,广西广电,影视音像,-0.195,-0.013,459257.596
914,002452.SZ,长高集团,电气设备,-0.194,-0.019,153289.7463
1148,002687.SZ,乔治白,服饰,-0.194,-0.008,198041.64
830,002368.SZ,太极股份,软件服务,-0.193,0.004,916656.3552
816,002354.SZ,天神娱乐,互联网,-0.193,0.012,366194.9266
3293,603355.SH,莱克电气,家用电器,-0.193,0.018,898240.0
2835,600843.SH,上工申贝,纺织机械,-0.193,-0.001,215993.9077
3188,603108.SH,润达医疗,医药商业,-0.193,-0.005,394426.9143
2650,600639.SH,浦东金桥,园区开发,-0.192,-0.022,975221.4983
1061,002600.SZ,领益智造,元器件,-0.192,0.004,394764.3996
167,000586.SZ,汇源通信,通信设备,-0.191,0.009,151270.08
2667,600658.SH,电子城,园区开发,-0.191,0.004,615221.7748
3184,603101.SH,汇嘉时代,百货,-0.191,0.005,107280.0
3421,603690.SH,至纯科技,专用机械,-0.191,-0.016,150062.528
934,002472.SZ,双环传动,机械基件,-0.19,-0.021,341689.8523
2531,600503.SH,华丽家族,区域地产,-0.19,-0.015,512732.8
1342,002896.SZ,中大力德,机械基件,-0.19,0.001,106277.75
698,002235.SZ,安妮股份,互联网,-0.19,-0.004,283200.4591
1078,002617.SZ,露笑科技,电气设备,-0.19,0.025,472023.1693
3253,603269.SH,海鸥股份,机械基件,-0.19,0.021,55418.9226
1374,002931.SZ,锋龙股份,汽车配件,-0.19,-0.018,76214.6
3162,603059.SH,倍加洁,家居用品,-0.19,-0.008,65440.0
2239,600139.SH,西部资源,汽车整车,-0.19,-0.006,211143.0721
1131,002670.SZ,国盛金控,证券,-0.19,0.008,632697.3556
2771,600770.SH,综艺股份,综合类,-0.189,-0.004,647400.0
2643,600630.SH,龙头股份,纺织,-0.189,-0.004,308024.6578
888,002426.SZ,胜利精密,元器件,-0.189,-0.004,526498.9615
489,002026.SZ,山东威达,机械基件,-0.189,0.005,209886.7136
558,002095.SZ,生意宝,互联网,-0.188,-0.007,527181.8006
173,000593.SZ,大通燃气,供气供热,-0.188,-0.009,204528.2166
1161,002700.SZ,新疆浩源,供气供热,-0.188,0.009,347575.2768
585,002122.SZ,*ST天马,机械基件,-0.188,0.028,220270.6209
2224,600122.SH,宏图高科,其他商业,-0.188,0.012,475958.6939
798,002336.SZ,人人乐,超市连锁,-0.188,-0.003,220173.25
323,000806.SZ,银河生物,生物制药,-0.188,0.007,308015.7007
212,000650.SZ,仁和药业,中成药,-0.188,-0.008,750224.9821
334,000820.SZ,神雾节能,环境保护,-0.187,0.003,180648.5458
2230,600129.SH,太极集团,中成药,-0.187,0.0,384204.6
434,000968.SZ,蓝焰控股,煤炭开采,-0.187,0.009,572314.158
2550,600525.SH,长园集团,电气设备,-0.186,0.0,750820.7124
3171,603079.SH,圣达生物,食品,-0.186,0.006,59148.7272
121,000526.SZ,紫光学大,文教休闲,-0.186,0.035,191428.2629
1277,002826.SZ,易明医药,中成药,-0.186,-0.001,136952.7307
2451,600387.SH,海越能源,石油贸易,-0.186,-0.021,339039.09
3413,603678.SH,火炬电子,元器件,-0.186,0.027,700084.0985
2477,600422.SH,昆药集团,中成药,-0.186,0.003,475943.413
2755,600753.SH,东方银星,批发业,-0.186,0.005,194176.0
454,000993.SZ,闽东电力,水力发电,-0.185,-0.012,179413.0
2813,600818.SH,中路股份,文教休闲,-0.185,0.005,261277.7852
2635,600620.SH,天宸股份,综合类,-0.185,-0.034,385225.8604
641,002178.SZ,延华智能,建筑施工,-0.184,-0.008,279735.1286
1050,002589.SZ,瑞康医药,医药商业,-0.184,-0.004,843866.4914
3286,603335.SH,迪生力,汽车配件,-0.184,-0.014,95898.946
108,000509.SZ,华塑控股,其他建材,-0.184,-0.01,249294.9216
957,002495.SZ,佳隆股份,食品,-0.184,-0.018,223713.2046
168,000587.SZ,金洲慈航,批发业,-0.183,0.024,314170.0692
1153,002692.SZ,睿康股份,电气设备,-0.183,0.016,273992.0337
1354,002909.SZ,集泰股份,化工原料,-0.183,0.04,93730.0851
165,000584.SZ,哈工智能,化纤,-0.183,0.025,396127.4421
627,002164.SZ,宁波东力,电气设备,-0.182,-0.01,128903.4183
409,000931.SZ,中关村,生物制药,-0.182,0.011,494973.837
3487,603839.SH,安正时尚,服饰,-0.181,0.029,115221.5282
723,002261.SZ,拓维信息,互联网,-0.181,-0.019,410190.2156
708,002245.SZ,澳洋顺昌,仓储物流,-0.18,-0.014,374906.0209
539,002076.SZ,雪莱特,家用电器,-0.18,-0.042,162115.8677
977,002515.SZ,金字火腿,食品,-0.18,0.005,355061.2831
638,002175.SZ,东方网络,电器仪表,-0.18,-0.012,174589.3023
452,000989.SZ,九芝堂,中成药,-0.18,0.002,432760.9035
2314,600227.SH,圣济堂,农药化肥,-0.18,-0.017,362411.6459
186,000609.SZ,中迪投资,区域地产,-0.179,-0.009,158265.4482
39,000048.SZ,*ST康达,饲料,-0.179,0.006,754212.6665
2684,600679.SH,上海凤凰,文教休闲,-0.179,-0.001,251814.0501
576,002113.SZ,天润数娱,互联网,-0.179,-0.029,350143.8527
1265,002813.SZ,路畅科技,汽车配件,-0.179,0.001,73200.0
1312,002864.SZ,盘龙药业,中成药,-0.179,-0.004,159980.768
3401,603658.SH,安图生物,医疗保健,-0.179,0.008,699073.536
838,002376.SZ,新北洋,电脑设备,-0.179,0.011,897311.7379
671,002208.SZ,合肥城建,区域地产,-0.179,-0.027,319272.748
1202,002745.SZ,木林森,半导体,-0.179,0.007,637881.4544
894,002432.SZ,九安医疗,医疗保健,-0.179,-0.009,235013.6151
2296,600207.SH,安彩高科,元器件,-0.177,-0.013,316710.0
1185,002727.SZ,一心堂,医药商业,-0.177,0.002,599539.3881
14,000018.SZ,神州长城,装修装饰,-0.177,-0.012,239935.9158
2332,600247.SH,*ST成城,商贸代理,-0.177,0.04,174949.632
889,002427.SZ,*ST尤夫,化纤,-0.176,0.009,534670.4834
2586,600568.SH,中珠医疗,区域地产,-0.176,0.0,394366.9686
1352,002907.SZ,华森制药,化学制药,-0.176,0.007,157080.2
668,002205.SZ,国统股份,其他建材,-0.176,-0.019,140195.4857
3551,603978.SH,深圳新星,铝,-0.175,-0.007,156125.5657
2733,600730.SH,中国高科,综合类,-0.175,-0.002,279834.913
1353,002908.SZ,德生科技,元器件,-0.175,0.001,155530.5836
1079,002618.SZ,丹邦科技,元器件,-0.175,-0.025,773663.04
283,000739.SZ,普洛药业,化学制药,-0.175,-0.004,865852.1691
3467,603801.SH,志邦家居,家居用品,-0.175,0.015,209810.888
2319,600232.SH,金鹰股份,纺织,-0.174,-0.004,187465.3316
594,002131.SZ,利欧股份,互联网,-0.174,0.013,590129.2761
819,002357.SZ,富临运业,公路,-0.174,-0.01,181050.4126
1282,002831.SZ,裕同科技,广告包装,-0.174,-0.005,477765.7247
1207,002750.SZ,龙津药业,中成药,-0.173,0.002,224865.1925
226,000669.SZ,金鸿控股,供气供热,-0.173,0.004,453547.0186
774,002312.SZ,三泰控股,电脑设备,-0.173,0.0,315503.9315
581,002118.SZ,紫鑫药业,中成药,-0.173,-0.004,456227.9588
1248,002795.SZ,永和智控,机械基件,-0.173,0.019,95880.0
2272,600179.SH,安通控股,仓储物流,-0.172,0.016,435171.0724
3418,603686.SH,龙马环卫,专用机械,-0.172,0.007,336978.0439
2601,600584.SH,长电科技,半导体,-0.172,-0.007,976867.6668
2266,600172.SH,黄河旋风,矿物制品,-0.172,0.0,392935.7336
413,000936.SZ,华西股份,化纤,-0.172,-0.007,538307.7805
2138,600020.SH,中原高速,路桥,-0.172,0.021,862990.7835
1195,002737.SZ,葵花药业,中成药,-0.172,0.009,804624.5075
2475,600420.SH,现代制药,化学制药,-0.172,0.006,522523.858
2761,600759.SH,洲际油气,石油开采,-0.171,0.008,589386.0287
1138,002677.SZ,浙江美大,家用电器,-0.171,-0.003,294813.8479
468,002005.SZ,德豪润达,家用电器,-0.171,-0.012,389357.4784
3224,603188.SH,亚邦股份,染料涂料,-0.171,-0.003,444096.0
634,002171.SZ,楚江新材,铜,-0.17,-0.018,497313.4262
3303,603368.SH,柳药股份,医药商业,-0.17,-0.008,528459.75
28,000034.SZ,神州数码,综合类,-0.17,0.019,483259.4096
2887,600898.SH,国美通讯,通信设备,-0.17,-0.001,207574.58
345,000835.SZ,长城动漫,影视音像,-0.17,-0.022,144783.81
794,002332.SZ,仙琚制药,生物制药,-0.17,-0.015,586685.4155
549,002086.SZ,东方海洋,渔业,-0.17,-0.004,211649.654
2258,600163.SH,中闽能源,新型电力,-0.169,0.01,314831.5475
260,000712.SZ,锦龙股份,证券,-0.169,-0.012,849094.0013
280,000736.SZ,中交地产,全国地产,-0.169,-0.015,350391.59
1324,002877.SZ,智能自控,电器仪表,-0.169,-0.012,78343.616
3161,603058.SH,永吉股份,广告包装,-0.169,0.014,242890.29
3168,603076.SH,乐惠国际,专用机械,-0.168,0.002,67418.3387
3332,603505.SH,金石资源,矿物制品,-0.168,0.014,151470.7522
964,002502.SZ,骅威文化,影视音像,-0.168,-0.011,268472.6415
1145,002684.SZ,猛狮科技,电气设备,-0.168,0.003,236782.0369
184,000607.SZ,华媒控股,广告包装,-0.168,0.005,377835.2068
3342,603527.SH,众源新材,铜,-0.168,-0.006,116666.5259
211,000639.SZ,西王食品,食品,-0.167,-0.029,359093.9797
3211,603165.SH,荣晟环保,造纸,-0.167,0.01,69898.752
1091,002630.SZ,华西能源,专用机械,-0.167,0.01,299862.1791
3448,603738.SH,泰晶科技,元器件,-0.167,0.002,72515.7546
3370,603598.SH,引力传媒,影视音像,-0.167,0.0,230362.094
573,002110.SZ,三钢闽光,普钢,-0.167,-0.011,829485.6407
2279,600187.SH,国中水务,水务,-0.167,-0.019,385740.4204
2432,600366.SH,宁波韵升,电器仪表,-0.167,0.01,511886.1584
892,002430.SZ,杭氧股份,化工机械,-0.166,-0.017,899467.9999
963,002501.SZ,利源精制,铝,-0.166,-0.003,311405.4613
3284,603331.SH,百达精工,专用机械,-0.166,0.004,47115.4973
2662,600652.SH,游久游戏,互联网,-0.166,0.015,333914.1027
3225,603189.SH,网达软件,软件服务,-0.166,0.012,124743.3
2902,600960.SH,渤海汽车,汽车配件,-0.166,-0.01,259809.1107
2953,601028.SH,玉龙股份,钢加工,-0.166,0.006,378984.4678
3190,603111.SH,康尼机电,运输设备,-0.165,0.01,305690.6655
346,000836.SZ,富通鑫茂,通信设备,-0.165,-0.016,459210.2518
636,002173.SZ,创新医疗,医疗保健,-0.165,0.0,161336.7625
3110,601990.SH,南京证券,证券,-0.165,-0.003,251368.28
2816,600821.SH,津劝业,百货,-0.165,0.002,176497.7274
192,000616.SZ,海航投资,全国地产,-0.165,-0.007,383297.4659
859,002397.SZ,梦洁股份,纺织,-0.165,0.005,183446.3116
3404,603661.SH,恒林股份,家居用品,-0.164,0.004,88780.0
915,002453.SZ,华软科技,化工原料,-0.164,0.006,285680.7083
1137,002676.SZ,顺威股份,塑料,-0.164,0.003,231108.7117
2836,600844.SH,丹化科技,化工原料,-0.164,0.003,285487.53
2360,600280.SH,中央商场,百货,-0.163,-0.009,396175.5308
689,002226.SZ,江南化工,化工原料,-0.163,-0.011,482029.4917
341,000829.SZ,天音控股,其他商业,-0.163,-0.023,519805.0632
482,002019.SZ,亿帆医药,化学制药,-0.163,-0.015,930351.0754
146,000555.SZ,神州信息,软件服务,-0.163,0.025,895647.9291
991,002530.SZ,金财互联,专用机械,-0.163,-0.003,291856.815
2450,600386.SH,北巴传媒,公共交通,-0.163,-0.006,282240.0
474,002011.SZ,盾安环境,工程机械,-0.162,-0.021,401202.2959
995,002534.SZ,杭锅股份,专用机械,-0.162,-0.005,410707.7293
988,002527.SZ,新时达,电器仪表,-0.162,-0.012,237737.6291
3361,603583.SH,捷昌驱动,电气设备,-0.162,-0.01,122491.2
3206,603157.SH,拉夏贝尔,服饰,-0.162,-0.03,134576.1939
162,000576.SZ,广东甘化,造纸,-0.161,0.013,294891.984
423,000955.SZ,欣龙控股,纺织,-0.161,-0.007,226662.7163
3356,603569.SH,长久物流,仓储物流,-0.161,-0.017,90461.9769
227,000670.SZ,盈方微,元器件,-0.161,-0.006,203270.0057
1042,002581.SZ,未名医药,生物制药,-0.161,0.012,278949.6563
1375,002932.SZ,明德生物,医疗保健,-0.161,-0.005,76289.9333
2342,600259.SH,广晟有色,小金属,-0.16,-0.009,609173.0293
3302,603367.SH,辰欣药业,化学制药,-0.16,0.016,465465.9164
416,000939.SZ,*ST凯迪,新型电力,-0.16,0.017,367574.6562
941,002479.SZ,富春环保,火力发电,-0.16,-0.009,351456.7195
1114,002653.SZ,海思科,化学制药,-0.16,-0.008,504500.1138
1009,002548.SZ,金新农,饲料,-0.16,-0.007,226740.5325
2310,600222.SH,太龙药业,中成药,-0.16,0.006,205210.1918
748,002286.SZ,保龄宝,食品,-0.16,0.0,187651.168
557,002094.SZ,青岛金王,日用化工,-0.16,-0.026,319213.8705
990,002529.SZ,海源复材,专用机械,-0.159,-0.006,144600.0
1358,002913.SZ,奥士康,元器件,-0.159,0.008,148481.599
2830,600836.SH,界龙实业,广告包装,-0.159,-0.01,255822.6858
2657,600647.SH,同达创业,综合类,-0.159,0.004,165024.2503
2434,600368.SH,五洲交通,路桥,-0.159,0.013,356825.3656
7,000009.SZ,中国宝安,综合类,-0.159,-0.002,983582.1266
1333,002886.SZ,沃特股份,塑料,-0.159,-0.027,85823.5925
1291,002841.SZ,视源股份,元器件,-0.158,-0.004,374030.2602
2330,600243.SH,青海华鼎,机床制造,-0.158,-0.012,100898.1
3388,603626.SH,科森科技,专用机械,-0.158,0.004,126327.2789
2394,600319.SH,亚星化学,化工原料,-0.158,0.015,144857.646
302,000779.SZ,三毛派神,纺织,-0.157,0.014,166678.2719
703,002240.SZ,威华股份,家居用品,-0.157,-0.008,388093.4715
770,002308.SZ,威创股份,电脑设备,-0.156,-0.004,447284.9349
961,002499.SZ,科林环保,环境保护,-0.156,-0.018,148163.5932
2784,600784.SH,鲁银投资,普钢,-0.156,-0.031,303975.1476
882,002420.SZ,毅昌股份,塑料,-0.156,-0.006,137492.8221
1128,002667.SZ,鞍重股份,工程机械,-0.156,-0.036,104433.5224
2955,601058.SH,赛轮轮胎,汽车配件,-0.156,0.004,534487.3709
460,001696.SZ,宗申动力,摩托车,-0.156,-0.018,394796.6163
191,000615.SZ,京汉股份,全国地产,-0.156,-0.02,344451.1526
1260,002808.SZ,恒久科技,元器件,-0.156,-0.004,107234.4775
12,000016.SZ,深康佳A,家用电器,-0.155,-0.014,555607.8564
1253,002800.SZ,天顺股份,仓储物流,-0.155,0.009,60690.8388
104,000504.SZ,南华生物,环境保护,-0.155,-0.01,401079.1025
293,000760.SZ,斯太尔,汽车配件,-0.155,0.019,242798.8234
2250,600155.SH,华创阳安,证券,-0.155,-0.021,886798.3637
3491,603856.SH,东宏股份,塑料,-0.155,-0.017,128640.603
2607,600590.SH,泰豪科技,电气设备,-0.155,-0.002,456386.6269
2377,600300.SH,维维股份,软饮料,-0.155,0.011,474848.0
3094,601918.SH,新集能源,煤炭开采,-0.155,-0.003,792705.7908
2754,600751.SH,海航科技,水运,-0.155,-0.003,756517.5813
3429,603707.SH,健友股份,化学制药,-0.155,-0.004,552985.6886
176,000597.SZ,东北制药,化学制药,-0.154,0.01,501781.0213
2970,601116.SH,三江购物,超市连锁,-0.154,0.034,467854.2732
2472,600416.SH,湘电股份,电气设备,-0.154,-0.023,493607.3027
1289,002839.SZ,张家港行,银行,-0.154,-0.004,476723.6218
2715,600712.SH,南宁百货,百货,-0.154,-0.003,200658.8842
530,002067.SZ,景兴纸业,造纸,-0.154,-0.014,349006.2882
231,000676.SZ,智度股份,互联网,-0.154,0.014,305960.8677
3417,603685.SH,晨丰科技,电气设备,-0.154,-0.01,63913.2
