code,name,pe,p_change_01,p_change_12,past_average_turnover,stop_mark,sort_key
300517,海波重科,60.98,9.156,-17.777,2.78,,-162.766
002341,新纶科技,73.27,11.853,-13.648,2.527,,-161.77
300632,光莆股份,38.83,8.925,-18.075,5.193,,-161.319
300609,汇纳科技,71.38,7.911,-20.309,3.097,,-160.664
000558,莱茵体育,336.15,8.741,-18.179,1.937,,-158.903
002395,双象股份,188.43,12.447,-12.589,0.513,,-156.695
300483,沃施股份,351.92,8.05,-19.436,0.61,,-156.46
600895,张江高科,42.95,12.04,-12.899,1.373,,-155.304
300078,思创医惠,55.99,9.88,-15.66,5.653,,-154.721
300729,乐歌股份,41.35,8.921,-17.32,9.6,,-154.512
002230,科大讯飞,379.87,10.668,-14.271,3.933,,-152.243
002675,东诚药业,40.53,8.695,-17.443,1.33,,-151.667
000791,甘肃电投,23.49,11.031,-13.689,3.077,,-151.003
002467,二六三,67.47,10.022,-14.964,3.873,,-149.969
002276,万马股份,79.15,11.283,-13.236,2.613,,-149.342
002011,盾安环境,84.25,7.222,-20.509,1.477,,-148.116
000929,兰州黄河,56.68,4.943,-29.879,1.343,,-147.692
600053,九鼎投资,59.23,11.613,-12.71,0.917,,-147.601
002481,双塔食品,62.74,7.923,-18.59,1.673,,-147.289
000554,泰山石油,1577.44,7.524,-19.562,3.707,,-147.184
600644,乐山电力,25.15,10.803,-13.515,1.193,,-146.003
300265,通光线缆,28.49,7.618,-19.062,0.613,,-145.214
002510,天汽模,45.9,9.41,-15.417,4.16,,-145.074
601500,通用股份,43.82,8.125,-17.81,4.89,,-144.706
300246,宝莱特,36.94,9.431,-15.307,2.947,,-144.36
002816,和科达,124.38,6.067,-23.788,2.277,,-144.322
300366,创意信息,59.86,11.646,-12.339,3.87,,-143.7
300321,同大股份,79.17,4.946,-28.87,1.453,,-142.791
002290,中科新材,48.79,8.802,-16.175,1.713,,-142.372
600152,维科精华,56.13,6.313,-22.42,1.017,,-141.537
300541,先进数通,111.28,6.032,-23.208,3.093,,-139.991
000546,金圆股份,33.49,11.57,-12.043,0.893,,-139.338
300163,先锋新材,287.41,8.721,-15.878,3.983,,-138.472
000023,深天地Ａ,59.4,9.53,-14.439,2.577,,-137.604
002296,辉煌科技,53.55,10.672,-12.862,4.723,,-137.263
000592,平潭发展,622.13,6.676,-20.52,1.1,,-136.992
002790,瑞尔特,24.77,9.265,-14.749,4.407,,-136.649
300322,硕贝德,102.89,6.873,-19.813,2.677,,-136.175
300350,华鹏飞,33.22,5.518,-24.618,2.697,,-135.842
000045,深纺织Ａ,99.79,7.609,-17.849,1.333,,-135.813
300591,万里马,83.51,8.373,-16.053,5.997,,-134.412
000856,冀东装备,6682.4,8.25,-16.034,6.993,,-132.28
300563,神宇股份,46.65,5.827,-22.697,2.697,,-132.255
000819,岳阳兴长,360.16,5.69,-23.199,1.017,,-132.002
002667,鞍重股份,57.45,5.993,-21.904,1.95,,-131.271
000971,高升控股,38.4,5.5,-23.762,1.913,,-130.691
600523,贵航股份,23.52,10.342,-12.595,3.3,,-130.257
002492,恒基达鑫,40.11,5.747,-22.65,2.467,,-130.17
600830,香溢融通,36.97,4.457,-28.74,1.72,,-128.094
000707,双环科技,48.11,4.384,-29.145,0.903,,-127.772
300453,三鑫医疗,49.82,5.377,-23.582,1.993,,-126.8
002845,同兴达,30.63,6.373,-19.889,4.533,,-126.753
002825,纳尔股份,66.32,7.4,-17.079,4.573,,-126.385
300710,万隆光电,43.04,6.249,-20.212,8.15,,-126.305
300670,大烨智能,50.91,8.91,-14.154,6.463,,-126.112
002117,东港股份,26.25,4.366,-28.812,1.093,,-125.793
000523,广州浪奇,133.13,8.999,-13.907,0.577,,-125.149
300689,澄天伟业,45.99,6.436,-19.286,15.437,,-124.125
600543,莫高股份,90.74,6.419,-19.323,0.617,,-124.034
000935,四川双马,114.9,8.725,-14.156,2.887,,-123.511
000404,华意压缩,25.54,9.314,-13.255,1.427,,-123.457
002389,南洋科技,87.51,7.537,-16.282,1.007,,-122.717
002284,亚太股份,58.82,8.877,-13.767,2.31,,-122.21
002708,光洋股份,108.97,6.589,-18.374,1.163,,-121.066
002571,*ST德力,56.8,6.541,-18.474,1.947,,-120.838
600626,申达股份,30.67,7.584,-15.921,1.103,,-120.745
300611,美力科技,50.06,6.141,-19.557,4.16,,-120.1
600874,创业环保,34.79,9.123,-13.091,2.797,,-119.429
000797,中国武夷,70.32,6.214,-18.834,0.95,,-117.034
600783,鲁信创投,32.4,10.593,-11.037,2.073,,-116.915
600099,林海股份,587.2,6.868,-16.967,2.317,,-116.529
300452,山河药辅,45.24,5.169,-22.537,2.7,,-116.494
000933,神火股份,13.15,4.995,-23.293,2.843,,-116.349
300162,雷曼股份,83.44,9.977,-11.634,1.677,,-116.072
002105,信隆健康,38.4,8.709,-13.259,0.987,,-115.473
300542,新晨科技,225.88,4.582,-25.119,14.933,,-115.095
002111,威海广泰,22.75,6.47,-17.763,0.58,,-114.927
002086,东方海洋,50.48,6.14,-18.686,3.257,,-114.732
000661,长春高新,44.84,7.748,-14.663,0.833,,-113.609
000520,长航凤凰,77.81,5.724,-19.8,1.417,,-113.335
300130,新国都,103.91,8.713,-12.943,0.997,,-112.772
300675,建科院,1199.96,6.459,-17.332,18.527,,-111.947
000561,烽火电子,552.87,6.287,-17.634,0.91,,-110.865
300125,易世达,1589.52,10.52,-10.53,0.613,,-110.776
600105,永鼎股份,24.96,6.7,-16.501,2.187,,-110.557
000416,民生控股,86.88,4.66,-23.631,0.97,,-110.12
601116,三江购物,64.55,9.292,-11.791,2.67,,-109.562
000032,深桑达Ａ,64.99,7.454,-14.684,2.003,,-109.455
600645,中源协和,2266.99,6.522,-16.772,2.377,,-109.387
300669,沪宁股份,43.24,7.013,-15.567,4.637,,-109.171
600062,华润双鹤,24.82,9.61,-11.339,0.847,,-108.968
002339,积成电子,78.38,6.023,-18.08,2.623,,-108.896
000701,厦门信达,27.5,5.818,-18.706,1.553,,-108.832
002917,金奥博,45.92,7.352,-14.791,16.9,,-108.743
300333,兆日科技,81.53,7.253,-14.905,2.673,,-108.106
002261,拓维信息,38.42,6.557,-16.427,1.577,,-107.712
002810,山东赫达,41.49,5.145,-20.787,2.67,,-106.949
002800,天顺股份,40.71,6.014,-17.582,1.64,,-105.738
002779,中坚科技,59.7,5.157,-20.453,1.583,,-105.476
002909,集泰股份,45.04,3.996,-26.382,8.957,,-105.422
600533,栖霞建设,46.69,5.413,-19.433,1.517,,-105.191
600883,博闻科技,34.7,6.643,-15.783,1.293,,-104.846
002918,蒙娜丽莎,23.52,4.921,-21.305,7.097,,-104.842
000679,大连友谊,308.42,6.577,-15.898,0.83,,-104.561
300183,东软载波,32.32,6.441,-16.192,3.6,,-104.293
300220,金运激光,91.64,3.379,-30.829,1.617,,-104.171
002369,卓翼科技,328.88,3.753,-27.747,5.263,,-104.134
000597,东北制药,44.84,5.659,-18.33,0.817,,-103.729
002160,常铝股份,32.41,4.758,-21.79,1.963,,-103.677
600272,开开实业,86.19,6.346,-16.326,0.817,,-103.605
600137,浪莎股份,80.12,8.027,-12.797,2.92,,-102.722
300421,力星股份,34.36,6.589,-15.489,0.823,,-102.057
601326,秦港股份,28.69,8.694,-11.712,3.303,,-101.824
002615,哈尔斯,21.98,3.701,-27.199,0.7,,-100.663
300440,运达科技,32.58,5.416,-18.503,2.497,,-100.212
002317,众生药业,21.83,7.011,-14.281,0.877,,-100.124
300500,启迪设计,75.63,4.415,-22.623,5.187,,-99.881
002356,赫美集团,58.6,8.42,-11.667,0.667,,-98.236
002162,悦心健康,197.64,5.421,-17.969,1.03,,-97.41
000972,*ST中基,29.03,9.267,-10.478,1.06,,-97.1
000739,普洛药业,26.64,6.42,-15.111,0.537,,-97.013
002858,力盛赛车,407.99,5.258,-18.398,3.22,,-96.737
000851,高鸿股份,91.52,7.787,-12.412,2.27,,-96.652
300558,贝达药业,87.67,8.213,-11.627,1.227,,-95.493
002577,雷柏科技,203.26,6.741,-14.138,1.667,,-95.304
300223,北京君正,503.51,4.248,-22.264,5.16,,-94.577
600197,伊力特,27.35,6.204,-15.244,1.087,,-94.574
300414,中光防雷,83.02,4.803,-19.498,1.343,,-93.649
600737,中粮糖业,23.27,7.764,-12.039,1.483,,-93.471
300538,同益股份,127.94,6.386,-14.614,1.743,,-93.325
600288,大恒科技,516.56,6.273,-14.799,1.757,,-92.834
000009,中国宝安,56.9,6.172,-15.02,1.293,,-92.703
002903,宇环数控,44.41,7.441,-12.416,16.48,,-92.387
000858,五 粮 液,31.42,4.701,-19.651,0.717,,-92.379
300052,中青宝,151.75,6.771,-13.571,4.59,,-91.889
600630,龙头股份,30.36,8.566,-10.672,3.97,,-91.416
300112,万讯自控,50.2,9.334,-9.765,2.84,,-91.147
000885,同力水泥,10.15,7.304,-12.46,3.557,,-91.008
002495,佳隆股份,110.83,5.178,-17.548,0.67,,-90.864
002670,国盛金控,54.94,4.29,-21.157,1.813,,-90.764
300436,广生堂,100.5,6.387,-14.205,1.48,,-90.727
002452,长高集团,32.76,8.577,-10.559,1.26,,-90.565
300458,全志科技,955.05,3.946,-22.775,2.887,,-89.87
002315,焦点科技,59.49,7.474,-12.006,2.143,,-89.733
000543,皖能电力,67.17,9.138,-9.815,1.467,,-89.689
000600,建投能源,40.22,5.043,-17.615,1.897,,-88.832
002835,同为股份,65.78,4.768,-18.599,2.75,,-88.68
000925,众合科技,118.56,3.558,-24.89,0.637,,-88.559
600466,蓝光发展,30.04,4.885,-18.107,2.75,,-88.453
002201,九鼎新材,465.83,7.132,-12.287,1.017,,-87.631
002446,盛路通信,43.08,4.069,-21.514,1.397,,-87.54
300299,富春股份,46.04,8.985,-9.716,3.1,,-87.298
000952,广济药业,32.56,6.965,-12.488,1.713,,-86.979
300533,冰川网络,51.96,5.416,-16.009,2.287,,-86.705
002553,南方轴承,34.47,7.496,-11.541,2.45,,-86.511
002766,索菱股份,41.68,5.648,-15.293,2.907,,-86.375
002489,浙江永强,44.38,3.637,-23.617,0.53,,-85.895
300702,天宇股份,28.73,3.488,-24.619,3.023,,-85.871
601777,力帆股份,39.54,5.595,-15.337,0.673,,-85.811
300499,高澜股份,56.34,3.818,-22.472,1.267,,-85.798
002639,雪人股份,379.85,8.217,-10.437,2.587,,-85.761
600332,白云山,22.11,5.824,-14.671,0.703,,-85.444
300592,华凯创意,37.76,4.666,-18.241,2.023,,-85.113
600295,鄂尔多斯,27.66,5.113,-16.612,1.937,,-84.937
002265,西仪股份,162.68,6.273,-13.466,2.063,,-84.472
300256,星星科技,54.12,3.814,-22.098,2.713,,-84.282
300254,仟源医药,60.65,5.786,-14.557,1.403,,-84.227
002805,丰元股份,62.05,4.26,-19.505,2.897,,-83.091
600335,国机汽车,12.62,7.163,-11.582,1.343,,-82.962
000910,大亚圣象,18.51,5.176,-16.028,0.557,,-82.961
000923,河北宣工,37.06,7.084,-11.692,2.08,,-82.826
600392,盛和资源,44.56,4.718,-17.483,6.143,,-82.485
002846,英联股份,60.01,4.111,-20.029,8.56,,-82.339
000519,中兵红箭,347.91,7.719,-10.631,4.92,,-82.061
600797,浙大网新,47.21,8.359,-9.778,3.217,,-81.734
300604,长川科技,112.48,5.807,-13.974,7.597,,-81.147
600303,曙光股份,10.87,5.369,-15.099,1.473,,-81.067
300412,迦南科技,41.7,5.397,-14.976,0.613,,-80.825
300025,华星创业,78.32,4.908,-16.463,2.233,,-80.8
000514,渝 开 发,68.3,7.04,-11.443,0.767,,-80.559
600284,浦东建设,17.02,6.704,-11.986,0.6,,-80.354
300340,科恒股份,31.71,5.344,-14.961,7.147,,-79.952
601958,金钼股份,468.07,7.553,-10.581,0.787,,-79.918
600769,祥龙电业,340.81,4.009,-19.889,1.05,,-79.735
002792,通宇通讯,39.08,3.796,-20.974,2.523,,-79.617
600600,青岛啤酒,21.82,7.813,-10.137,0.923,,-79.2
300703,创源文化,41.29,3.72,-21.235,6.163,,-78.994
002104,恒宝股份,33.15,3.872,-20.356,1.723,,-78.818
300481,濮阳惠成,48.74,6.186,-12.725,3.04,,-78.717
600248,延长化建,28.74,4.701,-16.697,1.007,,-78.493
300657,弘信电子,60.38,3.693,-21.248,6.74,,-78.469
300522,世名科技,34.32,4.479,-17.389,2.147,,-77.885
300590,移为通信,40.01,5.168,-15.025,3.633,,-77.649
002494,华斯股份,144.43,3.964,-19.437,1.37,,-77.048
600391,航发科技,206.76,7.32,-10.519,2.49,,-76.999
600446,金证股份,353.48,6.707,-11.454,1.243,,-76.822
600232,金鹰股份,92.08,4.014,-19.118,0.577,,-76.74
300712,永福股份,37.91,3.759,-20.375,7.157,,-76.59
002830,名雕股份,94.58,3.991,-19.188,5.713,,-76.579
000903,云内动力,26.52,6.192,-12.297,1.377,,-76.143
600839,四川长虹,68.16,6.122,-12.429,0.983,,-76.09
300114,中航电测,45.87,8.419,-9.035,1.523,,-76.066
600495,晋西车轴,254.74,4.076,-18.586,1.113,,-75.757
002703,浙江世宝,102.07,4.256,-17.777,1.203,,-75.659
002880,卫光生物,38.2,5.029,-14.977,2.783,,-75.319
300521,爱司凯,48.58,4.055,-18.559,1.623,,-75.257
000917,电广传媒,82.99,7.911,-9.451,3.36,,-74.767
002916,深南电路,45.54,3.019,-24.752,12.063,,-74.726
300042,朗科科技,68.88,3.384,-21.978,0.657,,-74.374
002106,莱宝高科,45.64,3.356,-22.069,1.063,,-74.064
000993,闽东电力,25.44,6.899,-10.694,2.01,,-73.778
300035,中科电气,62.34,4.637,-15.587,2.803,,-72.277
600854,春兰股份,36.12,5.059,-14.285,0.86,,-72.268
300472,新元科技,338.96,4.737,-15.24,0.843,,-72.192
300010,立思辰,106.5,4.313,-16.713,1.9,,-72.083
300535,达威股份,32.13,3.649,-19.645,2.66,,-71.685
000985,大庆华科,44.03,3.576,-20.027,0.997,,-71.617
600986,科达股份,23.8,7.462,-9.557,0.783,,-71.314
002281,光迅科技,52.98,4.568,-15.58,2.05,,-71.169
002758,华通医药,41.4,4.144,-17.139,1.19,,-71.024
002205,国统股份,510.88,5.27,-13.475,1.85,,-71.013
002706,良信电器,24.06,4.588,-15.459,1.307,,-70.926
600218,全柴动力,26.31,4.95,-14.267,1.097,,-70.622
601002,晋亿实业,38.21,3.454,-20.437,2.017,,-70.589
600595,中孚实业,47.84,3.672,-19.203,0.783,,-70.513
300540,深冷股份,118.24,4.077,-17.261,1.06,,-70.373
600779,水井坊,69.27,7.086,-9.928,0.983,,-70.35
300653,正海生物,52.41,7.818,-8.922,7.067,,-69.752
600196,复星医药,32.96,6.176,-11.259,0.843,,-69.536
002313,日海通讯,97.98,7.073,-9.826,1.46,,-69.499
300494,盛天网络,44.67,4.929,-13.994,4.193,,-68.976
300360,炬华科技,24.34,4.741,-14.517,1.01,,-68.825
300192,科斯伍德,99.13,1.843,-37.24,1.807,,-68.633
300283,温州宏丰,419.41,4.963,-13.77,1.217,,-68.341
300119,瑞普生物,31.01,4.275,-15.939,0.81,,-68.139
300543,朗科智能,33.75,2.612,-25.972,5.537,,-67.839
002771,真视通,46.57,3.461,-19.581,3.22,,-67.77
002393,力生制药,41.28,6.128,-11.033,0.597,,-67.61
002554,惠博普,43.09,3.473,-19.461,1.65,,-67.588
000524,岭南控股,37.81,5.445,-12.344,1.0,,-67.213
002080,中材科技,23.21,5.798,-11.585,2.483,,-67.17
600371,万向德农,48.93,5.769,-11.642,1.2,,-67.163
600976,健民集团,35.18,4.842,-13.849,0.503,,-67.057
600730,中国高科,29.6,4.864,-13.786,1.057,,-67.055
002183,怡 亚 通,23.77,5.632,-11.892,1.003,,-66.976
600119,长江投资,109.31,3.539,-18.912,1.603,,-66.93
600768,宁波富邦,14.3,4.603,-14.53,1.173,,-66.882
002620,瑞和股份,24.95,6.485,-10.295,0.873,,-66.763
300295,三六五网,31.64,4.869,-13.692,3.09,,-66.666
300007,汉威科技,41.07,5.756,-11.555,3.093,,-66.511
002040,南 京 港,45.65,4.933,-13.404,1.853,,-66.122
000908,景峰医药,35.89,4.29,-15.401,0.57,,-66.07
300122,智飞生物,131.18,5.229,-12.595,1.0,,-65.859
300515,三德科技,76.31,4.071,-16.165,1.683,,-65.808
002227,奥 特 迅,1730.87,6.464,-10.135,1.147,,-65.513
300375,鹏翎股份,26.21,3.583,-18.269,1.06,,-65.458
300419,浩丰科技,50.98,3.343,-19.513,3.65,,-65.232
300126,锐奇股份,765.21,4.233,-15.4,1.53,,-65.188
300438,鹏辉能源,28.18,4.349,-14.972,1.367,,-65.113
300709,精研科技,33.12,2.646,-24.571,5.13,,-65.015
300043,星辉娱乐,21.57,4.051,-16.024,1.693,,-64.913
300637,扬帆新材,37.81,6.924,-9.362,4.333,,-64.822
300579,数字认证,56.17,5.839,-11.081,3.923,,-64.702
600838,上海九百,37.35,5.027,-12.776,1.983,,-64.225
600619,海立股份,36.4,7.252,-8.852,0.877,,-64.195
002590,万安科技,44.14,4.327,-14.821,1.603,,-64.13
002715,登云股份,209.36,1.949,-32.678,1.563,,-63.689
002875,安奈儿,38.87,3.481,-18.264,4.637,,-63.577
300242,明家联合,23.39,5.303,-11.947,1.257,,-63.355
002533,金杯电工,22.96,4.009,-15.803,0.933,,-63.354
300615,欣天科技,68.63,2.421,-26.122,3.8,,-63.241
000421,南京公用,26.51,4.514,-14.005,0.583,,-63.219
300484,蓝海华腾,26.58,4.119,-15.319,1.993,,-63.099
002618,丹邦科技,260.4,3.407,-18.502,0.65,,-63.036
600662,强生控股,85.81,4.567,-13.787,0.767,,-62.965
600185,格力地产,20.81,4.455,-14.105,0.507,,-62.838
002479,富春环保,21.76,4.631,-13.568,2.607,,-62.833
300505,川金诺,42.87,4.906,-12.74,3.6,,-62.502
002245,澳洋顺昌,26.38,6.494,-9.545,1.59,,-61.985
002755,东方新星,259.45,5.489,-11.245,1.12,,-61.724
002172,澳洋科技,17.69,4.374,-14.107,0.62,,-61.704
600135,乐凯胶片,38.46,3.459,-17.681,1.17,,-61.159
600113,浙江东日,30.54,3.136,-19.485,1.15,,-61.105
300023,宝德股份,26.98,3.201,-19.024,1.507,,-60.896
600550,保变电气,132.44,5.902,-10.315,0.62,,-60.879
300227,光韵达,45.2,5.461,-11.139,2.353,,-60.83
000544,中原环保,25.17,5.469,-11.118,0.597,,-60.804
300263,隆华节能,81.85,2.812,-21.554,1.28,,-60.61
600345,长江通信,20.39,3.079,-19.657,1.613,,-60.524
300465,高伟达,317.21,7.565,-7.996,10.297,,-60.49
600651,飞乐音响,13.19,6.185,-9.76,0.873,,-60.366
002292,奥飞娱乐,40.24,3.729,-16.154,0.983,,-60.238
300237,美晨生态,24.62,4.472,-13.445,0.51,,-60.126
002813,路畅科技,219.39,3.783,-15.858,11.453,,-59.991
600418,江淮汽车,53.43,4.025,-14.898,1.083,,-59.964
300339,润和软件,50.55,5.593,-10.644,1.443,,-59.532
002826,易明医药,70.51,2.655,-22.401,1.867,,-59.475
002526,山东矿机,73.61,4.262,-13.912,0.763,,-59.293
002347,泰尔股份,171.59,3.173,-18.643,0.813,,-59.154
300539,横河模具,55.61,3.933,-15.018,2.837,,-59.066
002233,塔牌集团,19.1,5.764,-10.194,2.647,,-58.758
300552,万集科技,157.69,4.045,-14.448,1.807,,-58.442
002648,卫星石化,19.29,5.092,-11.477,1.05,,-58.441
300619,金银河,51.61,3.314,-17.613,8.433,,-58.369
300501,海顺新材,33.4,4.186,-13.934,1.867,,-58.328
002224,三 力 士,31.18,3.958,-14.683,1.643,,-58.115
002379,宏创控股,120.05,3.865,-15.034,1.21,,-58.106
300713,英可瑞,41.44,2.717,-21.333,7.11,,-57.962
000973,佛塑科技,61.83,3.887,-14.872,1.27,,-57.807
300095,华伍股份,49.73,3.986,-14.42,1.033,,-57.478
600383,金地集团,18.67,2.543,-22.595,0.647,,-57.459
300065,海兰信,61.38,7.06,-8.135,3.273,,-57.433
002331,皖通科技,45.19,3.594,-15.971,1.787,,-57.4
600291,西水股份,6.84,3.367,-17.044,1.277,,-57.387
300334,津膜科技,3018.04,2.163,-26.523,2.297,,-57.369
002762,金发拉比,42.74,4.887,-11.739,2.837,,-57.368
600796,钱江生化,36.35,5.071,-11.306,0.793,,-57.333
300605,恒锋信息,53.87,4.054,-13.937,1.73,,-56.501
001896,豫能控股,47.89,4.631,-12.193,0.757,,-56.466
600621,华鑫股份,90.57,5.332,-10.546,3.333,,-56.231
300054,鼎龙股份,34.67,4.404,-12.762,1.273,,-56.204
600125,铁龙物流,32.84,3.652,-15.357,3.29,,-56.084
600980,北矿科技,53.0,5.273,-10.621,2.423,,-56.005
300456,耐威科技,181.97,2.16,-25.86,1.567,,-55.858
300249,依米康,66.24,4.51,-12.254,1.303,,-55.266
002431,棕榈股份,47.24,3.65,-15.115,1.79,,-55.17
600775,南京熊猫,98.41,4.532,-12.142,0.587,,-55.028
002364,中恒电气,49.54,3.633,-15.046,0.883,,-54.662
000507,珠海港,50.44,4.951,-10.967,2.227,,-54.298
002752,昇兴股份,76.39,2.133,-25.401,1.05,,-54.18
002673,西部证券,38.03,2.793,-19.24,0.673,,-53.737
600298,安琪酵母,33.26,6.889,-7.782,0.79,,-53.61
600693,东百集团,35.92,2.932,-18.267,0.907,,-53.559
