code,name,p_change_range0,p_change_range1,normalizing_std,mark,stop_mark
000058,深 赛 格,-1.911,3.178,0.023,-6.073158,
002741,光华科技,-2.123,3.114,0.017,-6.611022,
600298,安琪酵母,-2.471,3.079,0.027,-7.608209,
002899,英派斯,-3.354,3.034,0.019,-10.176036,
002218,拓日新能,-5.619,3.018,0.021,-16.958142,
000001,平安银行,-3.716,2.954,0.018,-10.977064,
300387,富邦股份,-1.854,2.953,0.028,-5.474862,
000875,吉电股份,-3.126,2.893,0.012,-9.043517999999999,
300576,容大感光,-0.821,2.808,0.028,-2.3053679999999996,
002146,荣盛发展,-5.115,2.775,0.022,-14.194125,
600362,江西铜业,-2.175,2.759,0.012,-6.000824999999999,
002465,海格通信,-3.917,2.739,0.022,-10.728663,
600478,科力远,-3.326,2.736,0.02,-9.099936000000001,
002500,山西证券,-2.594,2.659,0.022,-6.8974459999999995,
002627,宜昌交运,-3.802,2.627,0.024,-9.987853999999999,
600279,重庆港九,-1.767,2.625,0.02,-4.638375,
002685,华东重机,-6.269,2.617,0.019,-16.405973,
600602,云赛智联,-2.931,2.613,0.02,-7.658703,
600497,驰宏锌锗,-4.382,2.599,0.02,-11.388818,
000633,合金投资,-1.068,2.56,0.02,-2.73408,
601233,桐昆股份,-4.316,2.555,0.026,-11.02738,
600070,浙江富润,-2.288,2.553,0.014,-5.841264,
601188,龙江交通,-1.73,2.539,0.013,-4.39247,
002586,围海股份,-0.823,2.532,0.01,-2.083836,
300517,海波重科,-0.047,2.523,0.022,-0.118581,
600782,新钢股份,-4.054,2.495,0.023,-10.114730000000002,
601088,中国神华,-1.85,2.483,0.023,-4.5935500000000005,
002483,润邦股份,-3.44,2.474,0.014,-8.51056,
600348,阳泉煤业,-2.119,2.471,0.018,-5.236049,
002171,楚江新材,-1.683,2.436,0.021,-4.099788,
000928,中钢国际,-6.057,2.422,0.026,-14.670054000000002,
000150,宜华健康,-1.109,2.416,0.007,-2.679344,
601872,招商轮船,-2.08,2.393,0.017,-4.97744,
002498,汉缆股份,-2.99,2.384,0.011,-7.12816,
000983,西山煤电,-2.031,2.351,0.015,-4.774881000000001,
002529,海源机械,-1.054,2.343,0.009,-2.469522,
601028,玉龙股份,-6.347,2.338,0.02,-14.839286000000001,
601208,东材科技,-2.27,2.331,0.019,-5.29137,
601168,西部矿业,-2.803,2.296,0.013,-6.435687999999999,
600239,云南城投,-3.368,2.288,0.016,-7.705983999999999,
600804,鹏博士,-3.423,2.269,0.015,-7.766787000000001,
002725,跃岭股份,-2.615,2.254,0.024,-5.89421,
002326,永太科技,-3.844,2.247,0.02,-8.637467999999998,
300651,金陵体育,-2.8,2.238,0.014,-6.2664,
601229,上海银行,-0.53,2.237,0.013,-1.18561,
000809,*ST新城,-3.283,2.234,0.017,-7.334222,
600051,宁波联合,-9.761,2.211,0.028,-21.581570999999997,
002128,露天煤业,-1.833,2.202,0.013,-4.0362659999999995,
600681,百川能源,-1.674,2.191,0.009,-3.6677339999999994,
002547,春兴精工,-1.127,2.186,0.01,-2.463622,
600552,凯盛科技,-4.023,2.178,0.027,-8.762094,
600609,金杯汽车,-2.711,2.168,0.014,-5.877448,
000521,美菱电器,-2.817,2.16,0.015,-6.084720000000001,
002216,三全食品,-3.257,2.131,0.012,-6.9406669999999995,
000878,云南铜业,-3.481,2.13,0.014,-7.414529999999999,
000728,国元证券,-4.644,2.103,0.021,-9.766332000000002,
300271,华宇软件,-2.163,2.049,0.027,-4.4319869999999995,
600623,华谊集团,-2.73,2.044,0.027,-5.58012,
002151,北斗星通,-4.548,2.013,0.024,-9.155123999999999,
002315,焦点科技,-3.248,1.977,0.015,-6.421296000000001,
002063,远光软件,-0.002,1.924,0.024,-0.003848,
600039,四川路桥,-1.068,1.914,0.007,-2.044152,
300256,星星科技,-2.147,1.911,0.025,-4.102917,
600815,*ST厦工,-2.347,1.91,0.007,-4.4827699999999995,
601211,国泰君安,-2.419,1.894,0.014,-4.581586,
000688,建新矿业,-1.543,1.872,0.019,-2.888496,
002626,金达威,-1.21,1.856,0.021,-2.24576,
300070,碧水源,-0.455,1.852,0.021,-0.8426600000000001,
300018,中元股份,-0.45,1.849,0.02,-0.83205,
300687,赛意信息,-3.432,1.843,0.028,-6.325176,
002097,山河智能,-2.63,1.842,0.018,-4.84446,
002815,崇达技术,-0.28,1.779,0.02,-0.49812,
601006,大秦铁路,-0.599,1.735,0.017,-1.039265,
000938,紫光股份,-0.369,1.712,0.028,-0.631728,
002560,通达股份,-0.421,1.711,0.006,-0.720331,
600395,盘江股份,-0.809,1.678,0.009,-1.357502,
000006,深振业Ａ,-4.959,1.666,0.019,-8.261693999999999,
300625,三雄极光,-1.969,1.663,0.021,-3.2744470000000003,
000726,鲁 泰Ａ,-1.336,1.652,0.008,-2.207072,
600829,人民同泰,-3.537,1.643,0.026,-5.811291,
000673,当代东方,-1.853,1.641,0.007,-3.040773,
601101,昊华能源,-3.351,1.625,0.014,-5.445375,
600190,锦州港,-2.092,1.612,0.011,-3.372304,
300117,嘉寓股份,-5.018,1.591,0.024,-7.983637999999999,
600722,金牛化工,-6.462,1.579,0.023,-10.203498,
600872,中炬高新,-1.032,1.548,0.02,-1.597536,
002859,洁美科技,-2.593,1.536,0.019,-3.982848,
600640,号百控股,-2.006,1.53,0.015,-3.06918,
600729,重庆百货,-2.465,1.514,0.016,-3.73201,
002411,必康股份,-0.11,1.45,0.008,-0.1595,
002359,北讯集团,-1.58,1.427,0.014,-2.2546600000000003,
300190,维尔利,-1.139,1.419,0.02,-1.616241,
300118,东方日升,-3.584,1.415,0.016,-5.07136,
002849,威星智能,-5.905,1.407,0.028,-8.308335000000001,
000657,中钨高新,-2.228,1.399,0.029,-3.1169720000000005,
002230,科大讯飞,-4.455,1.385,0.02,-6.170175,
000628,高新发展,-1.254,1.38,0.017,-1.7305199999999998,
002288,超华科技,-0.372,1.35,0.011,-0.5022,
601005,重庆钢铁,-0.449,1.347,0.015,-0.604803,
600370,三房巷,-4.591,1.346,0.016,-6.179486000000001,
002682,龙洲股份,-1.332,1.345,0.017,-1.7915400000000001,
601699,潞安环能,-2.673,1.342,0.02,-3.5871660000000003,
000830,鲁西化工,-5.217,1.335,0.028,-6.964694999999999,
002735,王子新材,-1.266,1.312,0.007,-1.660992,
300349,金卡智能,-4.549,1.311,0.022,-5.963739,
600267,海正药业,-2.576,1.306,0.018,-3.364256,
000581,威孚高科,-2.188,1.301,0.011,-2.846588,
600231,凌钢股份,-3.558,1.288,0.016,-4.582704,
600529,山东药玻,-4.461,1.278,0.016,-5.701158,
600881,亚泰集团,-7.274,1.259,0.019,-9.157966,
601015,陕西黑猫,-2.33,1.255,0.019,-2.92415,
002444,巨星科技,-3.065,1.25,0.024,-3.83125,
300510,金冠电气,-0.964,1.248,0.009,-1.203072,
000568,泸州老窖,-4.058,1.246,0.021,-5.056268,
002884,凌霄泵业,-6.853,1.24,0.026,-8.49772,
600737,中粮糖业,-0.679,1.233,0.009,-0.8372070000000001,
002408,齐翔腾达,-2.918,1.228,0.028,-3.583304,
002282,博深工具,-0.931,1.18,0.019,-1.09858,
002712,思美传媒,-0.919,1.175,0.007,-1.079825,
600550,保变电气,-4.655,1.168,0.014,-5.43704,
601388,怡球资源,-3.715,1.15,0.021,-4.27225,
002599,盛通股份,-1.463,1.149,0.017,-1.6809870000000002,
002585,双星新材,-3.993,1.129,0.014,-4.508097,
600593,大连圣亚,-3.14,1.125,0.014,-3.5325,
002106,莱宝高科,-0.245,1.118,0.02,-0.27391000000000004,
002278,神开股份,-3.665,1.068,0.021,-3.9142200000000003,
000683,远兴能源,-0.71,1.066,0.011,-0.75686,
300485,赛升药业,-0.56,1.004,0.025,-0.5622400000000001,
000599,青岛双星,-2.154,0.997,0.012,-2.147538,
300506,名家汇,-1.408,0.989,0.015,-1.392512,
600839,四川长虹,-1.312,0.984,0.009,-1.291008,
601666,平煤股份,-3.116,0.982,0.017,-3.059912,
300162,雷曼股份,-2.195,0.972,0.026,-2.13354,
600500,中化国际,-2.05,0.97,0.013,-1.9884999999999997,
002073,软控股份,-0.139,0.964,0.017,-0.133996,
300079,数码科技,-1.883,0.955,0.025,-1.798265,
002176,江特电机,-2.91,0.942,0.016,-2.7412199999999998,
002582,好想你,-2.377,0.936,0.01,-2.224872,
601886,江河集团,-1.623,0.931,0.01,-1.5110130000000002,
002418,康盛股份,-1.02,0.92,0.014,-0.9384,
002374,丽鹏股份,-3.879,0.919,0.025,-3.564801,
600585,海螺水泥,-1.226,0.918,0.023,-1.1254680000000001,
002487,大金重工,-4.037,0.897,0.016,-3.621189,
600329,中新药业,-0.202,0.883,0.012,-0.17836600000000002,
600603,广汇物流,-1.55,0.86,0.016,-1.333,
000528,柳 工,-0.852,0.851,0.027,-0.7250519999999999,
000876,新 希 望,-0.42,0.841,0.006,-0.35322,
600803,新奥股份,-2.511,0.839,0.019,-2.106729,
601880,大连港,-2.402,0.826,0.008,-1.984052,
300296,利亚德,-4.317,0.823,0.027,-3.552891,
002305,南国置业,-3.266,0.817,0.009,-2.668322,
002412,汉森制药,-1.907,0.806,0.006,-1.537042,
600017,日照港,-2.082,0.803,0.007,-1.671846,
601117,中国化学,-2.766,0.786,0.017,-2.174076,
601113,华鼎股份,-0.07,0.78,0.002,-0.05460000000000001,
600843,上工申贝,-2.317,0.769,0.016,-1.7817730000000003,
300001,特锐德,-4.932,0.763,0.023,-3.7631160000000006,
000425,徐工机械,-0.988,0.741,0.01,-0.732108,
600589,广东榕泰,-0.543,0.738,0.016,-0.40073400000000003,
300480,光力科技,-1.955,0.733,0.025,-1.433015,
600333,长春燃气,-3.768,0.732,0.016,-2.7581759999999997,
600327,大东方,-1.026,0.731,0.01,-0.750006,
002009,天奇股份,-1.573,0.729,0.028,-1.146717,
601811,新华文轩,-2.597,0.717,0.017,-1.8620489999999998,
002255,海陆重工,-1.556,0.715,0.02,-1.11254,
600326,西藏天路,-0.361,0.713,0.022,-0.257393,
600587,新华医疗,-0.71,0.713,0.016,-0.50623,
601800,中国交建,-0.68,0.691,0.009,-0.46988,
002245,澳洋顺昌,-2.258,0.676,0.017,-1.5264080000000002,
600787,中储股份,-5.797,0.651,0.022,-3.773847,
600218,全柴动力,-4.472,0.644,0.015,-2.8799680000000003,
002768,国恩股份,-2.265,0.642,0.009,-1.4541300000000001,
000060,中金岭南,-2.498,0.639,0.012,-1.5962220000000003,
600008,首创股份,-1.21,0.634,0.006,-0.7671399999999999,
300338,开元股份,-3.183,0.63,0.02,-2.00529,
000922,*ST佳电,-3.01,0.629,0.015,-1.89329,
000520,长航凤凰,-3.92,0.623,0.013,-2.44216,
000553,沙隆达Ａ,-1.458,0.607,0.013,-0.885006,
600383,金地集团,-2.515,0.604,0.015,-1.51906,
002182,云海金属,-2.97,0.588,0.013,-1.74636,
300041,回天新材,-3.84,0.58,0.015,-2.2272,
002886,沃特股份,-1.586,0.543,0.026,-0.8611980000000001,
600270,外运发展,-2.221,0.521,0.008,-1.157141,
600160,巨化股份,-2.808,0.511,0.023,-1.434888,
600690,青岛海尔,-2.466,0.51,0.019,-1.2576600000000002,
000407,胜利股份,-1.041,0.508,0.028,-0.528828,
000967,盈峰环境,-0.618,0.503,0.008,-0.310854,
600533,栖霞建设,-0.671,0.496,0.026,-0.332816,
600868,梅雁吉祥,-0.701,0.486,0.018,-0.340686,
002110,三钢闽光,-3.293,0.45,0.024,-1.4818500000000001,
300376,易事特,-2.635,0.425,0.008,-1.119875,
600365,通葡股份,-0.69,0.419,0.004,-0.28911,
600030,中信证券,-2.549,0.409,0.017,-1.042541,
002114,罗平锌电,-3.983,0.388,0.016,-1.545404,
601929,吉视传媒,-1.805,0.372,0.017,-0.67146,
601919,中远海控,-0.351,0.368,0.014,-0.12916799999999998,
000420,吉林化纤,-3.914,0.348,0.013,-1.362072,
600405,动力源,-6.032,0.332,0.021,-2.002624,
600060,海信电器,-2.167,0.331,0.008,-0.7172769999999999,
000610,西安旅游,-3.523,0.322,0.013,-1.134406,
300595,欧普康视,-1.015,0.317,0.028,-0.32175499999999996,
300176,鸿特精密,-2.211,0.316,0.012,-0.698676,
002242,九阳股份,-1.802,0.303,0.011,-0.546006,
600028,中国石化,-2.74,0.303,0.013,-0.8302200000000001,
000552,靖远煤电,-1.726,0.3,0.012,-0.5177999999999999,
300478,杭州高新,-1.278,0.287,0.014,-0.366786,
600482,中国动力,-2.168,0.284,0.018,-0.615712,
600606,绿地控股,-0.829,0.27,0.01,-0.22383,
600168,武汉控股,-0.393,0.256,0.019,-0.100608,
600141,兴发集团,-1.52,0.252,0.025,-0.38304,
600900,长江电力,-1.299,0.249,0.006,-0.323451,
600595,中孚实业,-1.956,0.241,0.023,-0.471396,
000157,中联重科,-0.48,0.241,0.003,-0.11567999999999999,
002046,轴研科技,-2.028,0.241,0.011,-0.488748,
002466,天齐锂业,-3.833,0.236,0.021,-0.904588,
002743,富煌钢构,-4.566,0.226,0.018,-1.031916,
600388,龙净环保,-0.629,0.203,0.01,-0.12768700000000002,
600508,上海能源,-0.564,0.203,0.008,-0.114492,
002064,华峰氨纶,-2.717,0.192,0.01,-0.521664,
601001,大同煤业,-2.228,0.189,0.012,-0.421092,
300498,温氏股份,-2.682,0.18,0.012,-0.48275999999999997,
002565,顺灏股份,-2.281,0.177,0.012,-0.403737,
601788,光大证券,-1.039,0.162,0.015,-0.168318,
002240,威华股份,-2.79,0.145,0.021,-0.40454999999999997,
002724,海洋王,-3.007,0.129,0.02,-0.38790300000000005,
600996,贵广网络,-2.279,0.111,0.01,-0.252969,
002508,老板电器,-4.538,0.062,0.018,-0.281356,
600600,青岛啤酒,-5.631,0.04,0.019,-0.22524000000000002,
601016,节能风电,-2.287,0.016,0.007,-0.036592,
600825,新华传媒,-3.136,0.008,0.014,-0.025088000000000003,
300342,天银机电,-1.57,0.008,0.011,-0.01256,
600307,酒钢宏兴,-1.714,0.006,0.011,-0.010284,
300205,天喻信息,-0.919,0.006,0.022,-0.005514000000000001,
002133,广宇集团,-0.662,0.004,0.015,-0.002648,
600112,*ST天成,-0.209,0.003,0.019,-0.000627,
