,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
272,000727.SZ,华东科技,元器件,4.0,6.0,7.995,9.9688,1034521.1998
258,000711.SZ,京蓝科技,软件服务,4.0,4.0,10.002,10.0,357525.6476
436,000971.SZ,高升控股,互联网,4.0,5.0,8.289,9.98,325957.8509
586,002124.SZ,天邦股份,饲料,4.0,5.0,8.816,10.0135,1721107.0619
646,002184.SZ,海得控制,软件服务,3.0,4.0,8.403,9.9777,200675.8987
3079,601789.SH,宁波建工,建筑施工,3.0,6.0,5.221,10.0,483159.6
2966,601066.SH,中信建投,证券,3.0,5.0,9.156,9.9894,1246400.0
2225,600113.SH,浙江东日,区域地产,3.0,1.0,9.965,9.9648,298846.8
1432,300043.SZ,星辉娱乐,文教休闲,3.0,10.0,4.326,10.0971,511834.006
2615,600589.SH,广东榕泰,塑料,3.0,4.0,7.678,10.0694,419439.2563
3019,601311.SH,骆驼股份,电气设备,3.0,5.0,6.456,9.9835,1130914.2301
2867,600868.SH,梅雁吉祥,水力发电,3.0,4.0,8.089,10.0703,892129.8791
1854,300469.SZ,信息发展,软件服务,3.0,6.0,5.215,10.0,275598.3333
583,002121.SZ,科陆电子,电器仪表,3.0,4.0,8.628,10.0,647516.4138
2486,600422.SH,昆药集团,中成药,3.0,10.0,3.953,10.0,751106.0621
1764,300379.SZ,东方通,软件服务,3.0,4.0,8.785,10.004,534868.8028
351,000851.SZ,高鸿股份,软件服务,3.0,3.0,10.033,9.9723,680324.8668
1694,300307.SZ,慈星股份,纺织机械,3.0,6.0,5.451,9.9415,596503.8998
846,002385.SZ,大北农,饲料,3.0,5.0,6.758,9.919,1452751.0069
19,000025.SZ,特力A,汽车服务,3.0,4.0,7.802,10.0029,1036663.8832
3190,603083.SH,剑桥科技,通信设备,3.0,4.0,8.16,9.9937,193986.5805
2206,600093.SH,易见股份,仓储物流,3.0,4.0,9.472,10.0375,1648875.3775
3435,603679.SH,华体科技,电气设备,3.0,4.0,8.897,9.9969,142376.0183
3410,603629.SH,利通电子,元器件,3.0,5.0,6.251,10.0043,126450.0
1743,300356.SZ,光一科技,电气设备,2.0,4.0,6.558,9.9773,357709.1038
322,000806.SZ,银河生物,生物制药,2.0,4.0,6.464,9.9808,400210.8765
1784,300399.SZ,京天利,互联网,2.0,5.0,5.463,10.0311,189688.1971
1923,300539.SZ,横河模具,塑料,2.0,2.0,10.043,10.0362,74071.6292
313,000795.SZ,英洛华,矿物制品,2.0,4.0,6.047,10.0616,475095.2408
2750,600738.SH,兰州民百,百货,2.0,5.0,4.767,9.9609,474336.9055
1831,300446.SZ,乐凯新材,化工原料,2.0,4.0,6.162,9.9908,284139.3768
1680,300293.SZ,蓝英装备,专用机械,2.0,6.0,5.227,10.0478,310500.0
3411,603630.SH,拉芳家化,日用化工,2.0,4.0,5.482,10.0293,151890.8822
1501,300113.SZ,顺网科技,互联网,2.0,5.0,5.754,10.0,887180.8569
2863,600864.SH,哈投股份,证券,2.0,5.0,5.229,9.9548,1150593.3503
1504,300116.SZ,坚瑞沃能,电气设备,2.0,3.0,6.769,9.9099,315766.0113
1513,300125.SZ,易世达,电气设备,2.0,6.0,7.603,10.0178,434546.5265
3328,603383.SH,顶点软件,软件服务,2.0,11.0,7.451,10.0,499701.4546
2954,601010.SH,文峰股份,超市连锁,2.0,6.0,4.175,10.0,752136.0
218,000661.SZ,长春高新,生物制药,2.0,2.0,10.001,10.0022,4227415.0986
3466,603729.SH,龙韵股份,广告包装,2.0,6.0,4.58,10.0,199183.292
2977,601108.SH,财通证券,证券,2.0,5.0,5.862,10.0081,3280322.0765
3057,601615.SH,明阳智能,机械基件,2.0,5.0,4.987,10.0293,414677.7
2187,600072.SH,中船科技,船舶,2.0,5.0,6.168,10.0279,711922.8425
3206,603111.SH,康尼机电,运输设备,2.0,3.0,7.446,10.0694,468134.9805
626,002164.SZ,宁波东力,电气设备,2.0,4.0,6.719,9.9057,205013.6277
605,002143.SZ,印纪传媒,影视音像,2.0,4.0,7.764,10.0467,458812.3527
593,002131.SZ,利欧股份,互联网,2.0,5.0,5.045,10.1449,909010.8124
587,002125.SZ,湘潭电化,化工原料,2.0,4.0,5.708,10.0437,348364.7849
3097,601878.SH,浙商证券,证券,2.0,5.0,5.089,10.0343,1550516.0732
3091,601860.SH,紫金银行,银行,2.0,4.0,8.302,9.972,431984.889
898,002437.SZ,誉衡药业,化学制药,2.0,4.0,6.084,9.9502,957847.8108
3058,601616.SH,广电电气,电气设备,2.0,4.0,5.824,10.0427,481821.125
1380,002939.SZ,长城证券,证券,2.0,5.0,5.279,10.0315,541233.8948
3277,603289.SH,泰瑞机器,专用机械,2.0,10.0,5.088,10.0247,181800.8263
3049,601598.SH,中国外运,仓储物流,2.0,5.0,6.762,10.0787,944794.4245
400,000922.SZ,佳电股份,电气设备,2.0,6.0,4.354,10.0225,474140.9519
1231,002777.SZ,久远银海,软件服务,2.0,5.0,4.912,9.988,586720.0
1128,002668.SZ,奥马电器,家用电器,2.0,5.0,9.105,10.0291,495306.1197
1149,002689.SZ,远大智能,运输设备,2.0,5.0,5.844,9.9834,687982.3564
2262,600157.SH,永泰能源,煤炭开采,2.0,3.0,6.786,10.1266,3243132.5801
2599,600572.SH,康恩贝,中成药,2.0,2.0,10.009,10.0552,2649936.0336
2991,601162.SH,天风证券,证券,2.0,5.0,6.121,10.0,643874.0
358,000862.SZ,银星能源,新型电力,2.0,6.0,5.924,9.9631,448209.4837
2582,600552.SH,凯盛科技,玻璃,1.0,6.0,4.161,10.0763,550760.3662
2396,600311.SH,荣华实业,黄金,1.0,2.0,6.43,10.0251,292198.4
2620,600595.SH,中孚实业,铝,1.0,5.0,5.084,9.9668,576449.8734
2571,600538.SH,国发股份,医药商业,1.0,4.0,4.602,9.9638,281891.5193
2638,600614.SH,鹏起科技,综合类,1.0,1.0,9.969,9.9693,1083736.6508
2538,600501.SH,航天晨光,汽车配件,1.0,5.0,4.035,9.9878,380419.0908
2433,600356.SH,恒丰纸业,造纸,1.0,4.0,4.541,9.9483,254220.4027
2614,600588.SH,用友网络,软件服务,1.0,5.0,4.249,9.9941,7116250.9648
2439,600363.SH,联创光电,元器件,1.0,4.0,4.172,10.0,497580.9135
2488,600425.SH,青松建化,水泥,1.0,10.0,5.707,9.9415,777637.6085
2569,600536.SH,中国软件,软件服务,1.0,4.0,8.974,10.0,2001990.1415
2626,600601.SH,方正科技,电脑设备,1.0,4.0,5.842,10.0,869176.9168
10,000012.SZ,南玻A,玻璃,1.0,6.0,3.393,9.9265,1061511.2328
2671,600652.SH,游久游戏,互联网,1.0,5.0,4.2,10.0,412188.2315
2730,600718.SH,东软集团,软件服务,1.0,4.0,6.77,10.021,1950521.3632
3471,603739.SH,蔚蓝生物,农业综合,1.0,2.0,7.1,9.9946,157026.687
3447,603700.SH,宁波水表,电器仪表,1.0,5.0,3.155,9.9908,140724.0
3344,603466.SH,风语筑,文教休闲,1.0,4.0,2.582,9.9945,175296.0
3339,603421.SH,鼎信通讯,通信设备,1.0,1.0,10.021,10.0206,148061.6231
3333,603389.SH,亚振家居,家居用品,1.0,5.0,2.896,9.9634,75740.88
3303,603332.SH,苏州龙杰,化纤,1.0,2.0,6.136,9.9927,133539.885
3294,603320.SH,迪贝电气,机械基件,1.0,4.0,3.413,10.0104,68575.0
3290,603315.SH,福鞍股份,机械基件,1.0,1.0,10.036,10.0358,337624.633
3255,603222.SH,济民制药,化学制药,1.0,2.0,6.774,10.0118,597760.0
3254,603220.SH,贝通信,通信设备,1.0,1.0,10.003,10.0026,352874.76
3199,603100.SH,川仪股份,电器仪表,1.0,3.0,5.48,9.9718,302332.7957
3153,603022.SH,新通联,广告包装,1.0,4.0,4.066,9.9652,189800.0
3143,603011.SH,合锻智能,机床制造,1.0,6.0,2.738,10.087,282443.8366
3045,601577.SH,长沙银行,银行,1.0,2.0,6.662,10.0429,438643.192
3038,601515.SH,东风股份,广告包装,1.0,4.0,5.111,10.0298,1232096.0
3022,601326.SH,秦港股份,港口,1.0,10.0,2.522,10.1064,684443.3455
3018,601298.SH,青岛港,港口,1.0,2.0,8.142,9.9884,430294.072
2395,600310.SH,桂东电力,水力发电,1.0,5.0,3.802,9.9404,457759.575
2967,601068.SH,中铝国际,建筑施工,1.0,6.0,5.344,10.0,253887.9203
2958,601016.SH,节能风电,新型电力,1.0,6.0,2.983,10.0649,1408734.84
2941,600996.SH,贵广网络,影视音像,1.0,1.0,10.023,10.023,284577.8782
2906,600929.SH,湖南盐业,食品,1.0,3.0,3.918,9.9794,160350.0
2899,600903.SH,贵州燃气,供气供热,1.0,2.0,5.928,10.0,1116796.3488
2865,600866.SH,星湖科技,食品,1.0,4.0,4.611,9.9274,293008.6331
2855,600856.SH,中天能源,供气供热,1.0,4.0,3.188,9.9773,651559.6976
2840,600837.SH,海通证券,证券,1.0,2.0,6.665,10.0297,11984446.2776
2748,600736.SH,苏州高新,园区开发,1.0,1.0,10.06,10.0601,843897.7008
2986,601137.SH,博威合金,铜,1.0,5.0,3.541,9.9542,541935.3567
1775,300390.SZ,天华超净,元器件,1.0,4.0,4.099,10.0432,190458.5071
2381,600293.SH,三峡新材,玻璃,1.0,7.0,2.456,10.0823,276463.3365
750,002289.SZ,宇顺电子,元器件,1.0,3.0,4.466,9.9462,212136.241
777,002316.SZ,亚联发展,软件服务,1.0,5.0,3.335,10.0467,276395.6517
789,002328.SZ,新朋股份,汽车配件,1.0,1.0,9.972,9.9719,254555.8134
820,002359.SZ,北讯集团,通信设备,1.0,5.0,5.973,10.0437,892164.6896
835,002374.SZ,丽鹏股份,建筑施工,1.0,4.0,4.481,9.9125,302081.2982
839,002378.SZ,章源钨业,小金属,1.0,2.0,5.603,10.0291,698875.9503
935,002474.SZ,榕基软件,软件服务,1.0,4.0,4.821,10.0,443454.7834
938,002477.SZ,雏鹰农牧,农业综合,1.0,5.0,3.908,10.0775,559672.155
942,002481.SZ,双塔食品,食品,1.0,5.0,3.439,9.9448,440636.8047
966,002505.SZ,大康农业,农业综合,1.0,5.0,3.79,10.1382,1311003.9558
978,002517.SZ,恺英网络,互联网,1.0,4.0,6.148,10.0,639285.5114
1010,002550.SZ,千红制药,生物制药,1.0,4.0,4.282,10.041,485313.7108
1027,002567.SZ,唐人神,饲料,1.0,5.0,4.953,10.0,799607.5729
1051,002591.SZ,恒大高新,化工原料,1.0,4.0,4.064,9.9875,160246.1217
1070,002610.SZ,爱康科技,电气设备,1.0,4.0,4.478,10.0917,1013476.5074
1125,002665.SZ,首航节能,电气设备,1.0,4.0,5.03,10.0295,841657.1421
1167,002708.SZ,光洋股份,汽车配件,1.0,1.0,10.01,10.0102,400965.0634
1169,002711.SZ,欧浦智网,仓储物流,1.0,4.0,6.289,10.0671,516682.1532
759,002298.SZ,中电兴发,软件服务,1.0,7.0,2.847,9.987,439715.192
700,002238.SZ,天威视讯,影视音像,1.0,5.0,6.439,10.0,631552.3236
2361,600271.SH,航天信息,电脑设备,1.0,1.0,10.018,10.0179,5678946.9615
696,002234.SZ,民和股份,农业综合,1.0,5.0,5.331,10.0036,586461.2666
40,000050.SZ,深天马A,元器件,1.0,1.0,10.012,10.0116,3439530.881
67,000158.SZ,常山北明,纺织,1.0,3.0,6.028,10.0,1125561.4857
122,000529.SZ,广弘控股,食品,1.0,4.0,3.253,9.9844,401768.4858
148,000559.SZ,万向钱潮,汽车配件,1.0,5.0,3.875,10.0149,2026317.9393
167,000587.SZ,金洲慈航,批发业,1.0,4.0,5.248,9.9415,456092.4556
183,000607.SZ,华媒控股,广告包装,1.0,4.0,4.787,10.0569,513218.782
195,000622.SZ,恒立实业,汽车配件,1.0,5.0,5.022,10.0,378876.366
202,000630.SZ,铜陵有色,铜,1.0,6.0,3.138,10.1563,2696077.6851
205,000633.SZ,合金投资,综合类,1.0,4.0,5.655,10.08,264953.1846
220,000663.SZ,永安林业,林业,1.0,4.0,3.813,9.9398,162683.1944
411,000935.SZ,四川双马,水泥,1.0,5.0,2.766,10.0169,1492525.851
454,000996.SZ,中国中期,汽车服务,1.0,3.0,4.454,9.9777,509565.0
461,001965.SZ,招商公路,路桥,1.0,4.0,3.143,10.0218,560381.1926
535,002073.SZ,软控股份,软件服务,1.0,4.0,6.587,9.9668,542139.2068
555,002093.SZ,国脉科技,电信运营,1.0,4.0,6.641,9.9589,1042982.6186
662,002200.SZ,云投生态,环境保护,1.0,6.0,3.815,10.0279,103978.3022
691,002229.SZ,鸿博股份,广告包装,1.0,4.0,4.113,9.9881,380824.2788
1193,002736.SZ,国信证券,证券,1.0,5.0,4.065,10.0079,11357000.0
1207,002751.SZ,易尚展示,家居用品,1.0,6.0,3.646,9.9852,259110.6463
1219,002765.SZ,蓝黛传动,汽车配件,1.0,1.0,9.959,9.9591,205444.3625
1264,002813.SZ,路畅科技,汽车配件,1.0,4.0,4.137,9.9964,92760.0
1816,300431.SZ,暴风集团,互联网,1.0,4.0,5.575,10.0095,289226.2711
1840,300455.SZ,康拓红外,运输设备,1.0,4.0,4.058,9.9476,420362.943
2037,300659.SZ,中孚信息,软件服务,1.0,1.0,10.003,10.0034,207875.6768
2052,300674.SZ,宇信科技,软件服务,1.0,5.0,4.318,9.9919,163400.84
2066,300688.SZ,创业黑马,综合类,1.0,5.0,3.768,9.9978,185324.1089
2121,300748.SZ,金力永磁,元器件,1.0,2.0,7.679,10.0105,130748.8
2127,300755.SZ,华致酒行,其他商业,1.0,2.0,5.597,10.0162,197110.9111
2148,600020.SH,中原高速,路桥,1.0,5.0,4.281,10.0952,1298980.9189
2202,600088.SH,中视传媒,影视音像,1.0,5.0,4.324,9.9838,538892.172
2219,600107.SH,美尔雅,服饰,1.0,3.0,4.411,9.9509,322200.0
2234,600122.SH,宏图高科,其他商业,1.0,4.0,5.085,10.0437,583762.2084
2239,600128.SH,弘业股份,商贸代理,1.0,1.0,10.0,10.0,279587.5775
2249,600139.SH,西部资源,汽车整车,1.0,4.0,4.449,10.1176,309764.7577
2272,600168.SH,武汉控股,水务,1.0,6.0,2.694,9.9855,539272.9659
2301,600200.SH,江苏吴中,综合类,1.0,4.0,5.159,9.949,616568.649
2344,600249.SH,两面针,日用化工,1.0,6.0,2.895,9.9138,280500.0
2352,600259.SH,广晟有色,小金属,1.0,5.0,4.104,10.0176,817560.5329
1753,300367.SZ,东方网力,电脑设备,1.0,5.0,5.074,10.0395,833352.2439
1739,300352.SZ,北信源,软件服务,1.0,6.0,4.279,10.0511,706443.1838
1732,300345.SZ,红宇新材,钢加工,1.0,9.0,4.078,9.9391,199801.4415
1469,300081.SZ,恒信东方,文教休闲,1.0,6.0,3.392,10.0461,376902.3157
1309,002862.SZ,实丰文化,文教休闲,1.0,6.0,3.09,9.9842,86842.92
1378,002937.SZ,兴瑞科技,元器件,1.0,5.0,4.437,9.9876,162610.0
1386,002946.SZ,新乳业,乳制品,1.0,5.0,3.537,9.9904,196438.8252
1388,002948.SZ,青岛银行,银行,1.0,2.0,7.818,10.0242,410839.8202
1414,300025.SZ,华星创业,通信设备,1.0,1.0,10.0,10.0,256970.8436
1439,300050.SZ,世纪鼎利,软件服务,1.0,4.0,5.65,9.8592,287957.4727
1464,300076.SZ,GQY视讯,电脑设备,1.0,1.0,9.982,9.9822,235615.4942
1497,300109.SZ,新开源,化工原料,1.0,1.0,10.017,10.0166,254153.7229
1726,300339.SZ,润和软件,软件服务,1.0,1.0,9.992,9.9925,1052611.5114
1503,300115.SZ,长盈精密,元器件,1.0,4.0,4.671,10.0081,1234316.1741
1527,300139.SZ,晓程科技,元器件,1.0,4.0,4.548,9.9553,208799.6208
1548,300160.SZ,秀强股份,玻璃,1.0,4.0,3.39,10.0457,285803.0679
1589,300202.SZ,聚龙股份,专用机械,1.0,3.0,5.586,10.0,375689.1138
1642,300255.SZ,常山药业,生物制药,1.0,4.0,6.158,10.0885,401925.7613
1678,300291.SZ,华录百纳,影视音像,1.0,5.0,4.227,10.084,392754.2512
1718,300331.SZ,苏大维格,元器件,1.0,5.0,3.74,10.0,231292.39
3482,603787.SH,新日股份,摩托车,1.0,5.0,2.733,10.0,87336.48
