,ts_code,symbol,name,industry,COL_CONTINUOUS_POSITIVE_COUNT,COL_ALL_POSITIVE,COL_CONTINUOUS_POSITIVE_AVERAGE_CHG,COL_MAX_RETRACEMENT,COL_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
18,601633.SH,601633,长城汽车,汽车整车,5.0,False,31.22,11.37,22.4865817397755,1636.53,"香港中央结算有限公司(陆股通)
全国社保基金一一一组合
中国银行股份有限公司-嘉实3年封闭运作战略配售灵活配置混合型证券投资基金(LOF)
保定创新长城资产管理有限公司
中央汇金资产管理有限责任公司",5.0
19,300892.SZ,300892,品渥食品,乳制品,3.0,True,38.63,19.26,21.3853098677251,18.41,,0.0
20,003017.SZ,003017,大洋生物,化工原料,2.0,True,35.64,16.87,20.370988389033588,8.75,,0.0
21,601187.SH,601187,厦门银行,银行,2.0,True,33.51,16.67,20.225648663947076,30.22,,0.0
22,003002.SZ,003002,壶化股份,化工原料,3.0,True,33.0,17.4,19.884048485339914,7.47,,0.0
23,002594.SZ,002594,比亚迪,汽车整车,3.0,False,27.32,13.43,17.765713506391155,1969.06,"建信基金-农业银行-华鑫信托-华鑫信托·华融金融小镇-九智1号集合资金信托计划
先进制造产业投资基金(有限合伙)
香港中央结算有限公司(陆股通)
国寿安保基金-渤海银行-华鑫信托-华鑫信托·华融金融小镇-九智2号集合资金信托计划",4.0
24,605116.SH,605116,奥锐特,化学制药,3.0,True,36.0,28.88,16.566213001154544,7.23,,0.0
25,601919.SH,601919,中远海控,水运,6.0,False,21.9,9.49,14.205756130423268,815.52,中国国有企业结构调整基金股份有限公司,1.0
26,300274.SZ,300274,阳光电源,电气设备,8.0,False,23.31,13.56,13.181089196619986,682.93,"全国社保基金一一八组合
全国社保基金四一三组合
香港中央结算有限公司(陆股通)
安徽安元投资基金有限公司
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
中央汇金资产管理有限责任公司",7.0
27,300581.SZ,300581,晨曦航空,航空,5.0,False,30.1,21.61,12.520897786210837,77.94,,0.0
28,605099.SH,605099,共创草坪,文教休闲,3.0,True,27.58,18.09,12.177891443542007,11.67,,0.0
29,601168.SH,601168,西部矿业,铜,3.0,False,22.24,12.5,11.46608309690265,305.74,"中国对外经济贸易信托有限公司-新股C1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
海通资管-民生-海通海汇系列-星石1号集合资产管理计划",4.0
30,002709.SZ,002709,天赐材料,化工原料,8.0,False,19.6,14.49,9.58984564996777,344.79,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
全国社保基金一零八组合
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金",6.0
31,603063.SH,603063,禾望电气,电气设备,5.0,False,18.46,14.46,9.179501911986481,72.74,,0.0
32,003013.SZ,003013,地铁设计,建筑工程,2.0,True,26.89,21.52,9.112168149635114,7.97,,0.0
33,002245.SZ,002245,蔚蓝锂芯,仓储物流,7.0,False,16.76,9.13,7.83495199181544,91.84,华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划,1.0
34,603486.SH,603486,科沃斯,家用电器,8.0,False,16.8,14.6,7.393530986194514,125.93,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国国家安全主题混合型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国工商银行-上投摩根内需动力股票型证券投资基金",6.0
35,605058.SH,605058,澳弘电子,元器件,2.0,True,25.03,23.69,6.649396084243848,9.34,,0.0
36,300124.SZ,300124,汇川技术,电器仪表,8.0,False,15.01,11.37,6.606447320024465,1202.94,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
招商银行股份有限公司-泓德丰润三年持有期混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",4.0
37,002096.SZ,002096,南岭民爆,化工原料,7.0,False,15.93,15.23,6.496330448826268,44.13,"华菱津杉(天津)产业投资基金合伙企业(有限合伙)
华菱津杉(天津)产业投资基金合伙企业(有限合伙
中央汇金资产管理有限责任公司",3.0
38,003005.SZ,003005,竞业达,软件服务,3.0,True,19.92,22.08,5.999127897315404,14.71,,0.0
39,300825.SZ,300825,阿尔特,汽车服务,9.0,True,21.04,24.98,5.964503726570091,21.17,,0.0
40,000039.SZ,000039,中集集团,轻工机械,6.0,False,13.68,13.76,5.956871769846571,220.32,"香港中央结算有限公司(陆股通)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中央汇金资产管理有限责任公司",7.0
41,002747.SZ,002747,埃斯顿,机械基件,6.0,False,16.2,13.79,5.934778593386368,205.51,"派雷斯特-申万宏源承销保荐-19派雷EB01担保及信托财产专户
香港中央结算有限公司(陆股通)",2.0
42,300769.SZ,300769,德方纳米,化工原料,3.0,False,24.07,21.55,5.491951722758041,71.35,"深圳市利宇资产管理有限责任公司-利宇致远1号私募证券投资基金
全国社保基金一一八组合
中国工商银行股份有限公司-光大保德信中国制造2025灵活配置混合型证券投资基金
中国工商银行股份有限公司-嘉实周期优选混合型证券投资基金
中国建设银行-上投摩根成长先锋股票型证券投资基金
招商银行股份有限公司-富国沪港深价值精选灵活配置混合型证券投资基金
中国建设银行股份有限公司-上投摩根转型动力灵活配置混合型证券投资基金
全国社保基金四一六组合
中国工商银行股份有限公司-上投摩根智慧互联股票型证券投资基金
中国工商银行股份有限公司-汇添富红利增长混合型证券投资基金",10.0
43,003012.SZ,003012,东鹏控股,陶瓷,2.0,True,19.71,22.09,5.242613667920826,20.65,,0.0
44,300713.SZ,300713,英可瑞,电气设备,5.0,False,22.16,29.91,5.143267413363615,22.45,中国农业银行股份有限公司-中邮核心优势灵活配置混合型证券投资基金,1.0
45,000625.SZ,000625,长安汽车,汽车整车,7.0,False,15.75,18.6,4.24873851422996,921.72,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国工商银行-易方达价值成长混合型证券投资基金",3.0
46,000301.SZ,000301,东方盛虹,化纤,8.0,False,11.15,13.46,3.8892776687187363,126.96,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",2.0
47,605336.SH,605336,帅丰电器,家用电器,2.0,True,17.95,22.38,3.6947025688815245,10.84,,0.0
48,002648.SZ,002648,卫星石化,化工原料,6.0,False,12.4,12.39,3.424237233627109,272.63,"中国工商银行-嘉实策略增长混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
中国建设银行股份有限公司-前海开源再融资主题精选股票型证券投资基金
中国农业银行股份有限公司-交银施罗德瑞思三年封闭运作混合型证券投资基金
长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金",6.0
49,600660.SH,600660,福耀玻璃,汽车配件,6.0,False,12.73,11.89,3.0366787234359296,796.39,"汇添富基金管理股份有限公司-社保基金1103组合
河仁慈善基金会
香港中央结算有限公司(陆股通)",3.0
50,002415.SZ,002415,海康威视,电器仪表,6.0,False,9.15,8.79,2.874599919594002,3723.88,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
51,603332.SH,603332,苏州龙杰,化纤,5.0,False,10.81,12.29,2.762648372105929,10.59,"国投汇金资产管理(深圳)有限公司-国投汇金稳健三期私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
52,002571.SZ,002571,德力股份,玻璃,4.0,False,15.04,17.45,2.6037698475434246,27.64,深圳市前海钻盾资产管理有限公司-钻盾-长江二号混合策略私募证券投资基金,1.0
53,600121.SH,600121,郑州煤电,煤炭开采,6.0,False,16.45,21.88,2.507358866804739,50.69,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
54,002372.SZ,002372,伟星新材,其他建材,5.0,False,10.37,9.54,2.3762870235326057,271.57,"香港中央结算有限公司(陆股通)
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
首域投资管理(英国)有限公司-首域中国A股基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划",6.0
55,603678.SH,603678,火炬电子,元器件,8.0,False,10.88,14.56,2.3537756247995865,251.5,"中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
全国社保基金四一三组合
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
汇添富基金管理股份有限公司-社保基金四二三组合",7.0
56,603896.SH,603896,寿仙谷,中成药,7.0,False,8.82,9.41,2.2459993073998294,63.96,,0.0
57,600809.SH,600809,山西汾酒,白酒,9.0,False,12.32,14.76,2.1950682944275925,2597.54,"中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中央汇金资产管理有限责任公司
全国社保基金一一四组合",7.0
58,603223.SH,603223,恒通股份,供气供热,10.0,False,14.11,19.61,2.1711473645317856,55.71,"山东一圈一带产业投资基金有限公司-山高-圈带私募基金
深圳能敬投资控股有限公司-能敬安颐二号私募证券投资基金",2.0
59,002144.SZ,002144,宏达高科,纺织,5.0,False,7.9,7.4,1.5276355966949808,18.11,"杭州泉衡投资管理有限公司-泉衡祥瑞一号私募基金
中央汇金资产管理有限责任公司",2.0
60,002027.SZ,002027,分众传媒,影视音像,8.0,False,10.52,12.9,1.339499120929697,1401.74,"中国工商银行股份有限公司-东方红沪港深灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金",3.0
61,300623.SZ,300623,捷捷微电,半导体,4.0,False,17.16,16.11,1.215631472608869,167.94,"中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国创新科技混合型证券投资基金
香港中央结算有限公司(陆股通)
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金",4.0
62,600104.SH,600104,上汽集团,汽车整车,5.0,False,9.54,14.08,1.1891426431953713,2784.17,"中海信托股份有限公司-中原股权价值1号单一资金信托
华融汇通资产管理有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",4.0
63,002483.SZ,002483,润邦股份,工程机械,5.0,False,9.19,7.85,1.0274360145965031,37.05,中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金,1.0
64,601088.SH,601088,中国神华,煤炭开采,5.0,False,6.6,13.39,0.7606025137963867,2925.51,"香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中国工商银行-上证50交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",7.0
65,600019.SH,600019,宝钢股份,普钢,5.0,False,6.52,9.89,0.3138686141754851,1302.77,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
66,603615.SH,603615,茶花股份,家居用品,5.0,False,9.78,13.99,0.14562472719046332,29.24,,0.0
67,002568.SZ,002568,百润股份,红黄酒,5.0,False,11.22,18.53,0.04354338494916021,335.87,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
招商银行股份有限公司-东方红睿泽三年定期开放灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红睿玺三年定期开放灵活配置混合型证券投资基金",5.0
68,603833.SH,603833,欧派家居,家居用品,4.0,False,9.32,8.27,-0.004348241015883492,760.36,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
挪威中央银行-自有资金
中国银行-华夏回报证券投资基金",6.0
69,601058.SH,601058,赛轮轮胎,汽车配件,5.0,False,10.26,13.18,-0.022308338718384314,136.56,"招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF)
全国社保基金四一二组合
香港中央结算有限公司(陆股通)",3.0
70,601100.SH,601100,恒立液压,工程机械,16.0,False,9.97,18.51,-0.16897441718825285,1328.6,"北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
交通银行-融通行业景气证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
全国社保基金一零一组合
全国社保基金一零八组合
天达资产管理有限公司-天达环球策略基金-全中国股票基金(交易所)
中国银行-华夏大盘精选证券投资基金",9.0
71,601966.SH,601966,玲珑轮胎,汽车配件,6.0,False,8.77,10.97,-0.2529746420026658,453.74,"中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
全国社保基金四一八组合
香港中央结算有限公司(陆股通)
全国社保基金一零一组合
招商银行股份有限公司-富兰克林国海基本面优选混合型证券投资基金",6.0
72,601908.SH,601908,京运通,新型电力,8.0,False,9.89,16.18,-0.3462102777274343,162.83,"安徽省铁路发展基金股份有限公司
中央汇金资产管理有限责任公司
安徽中安资本投资基金有限公司
上海甄投资产管理有限公司-甄投创鑫28号私募证券投资基金",4.0
73,600031.SH,600031,三一重工,工程机械,6.0,False,9.13,8.43,-0.4207201542414163,2740.2,"全国社保基金一零四组合
香港中央结算有限公司(陆股通)
全国社保基金一零二组合
全国社保基金一一二组合
中央汇金资产管理有限责任公司",5.0
74,300402.SZ,300402,宝色股份,专用机械,5.0,False,20.14,26.4,-0.5342261099020096,39.96,中央汇金资产管理有限责任公司,1.0
75,605003.SH,605003,众望布艺,纺织,3.0,True,8.91,9.12,-0.623284130456514,7.22,,0.0
76,000001.SZ,000001,平安银行,银行,5.0,False,9.22,19.78,-0.7678328021611946,3689.03,"交通银行-易方达50指数证券投资基金
全国社保基金一一七组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",4.0
77,300207.SZ,300207,欣旺达,元器件,6.0,False,12.68,12.62,-0.8407591423182653,400.9,"北信瑞丰基金-招商银行-北信瑞丰基金-爱奇新能源资产管理计划
香港中央结算有限公司(陆股通)
北信瑞丰基金-招商银行-北信瑞丰基金丰悦45号资产管理计划
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
招商银行股份有限公司-兴全合泰混合型证券投资基金
广发基金管理有限公司-社保基金四二零组合
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
全国社保基金一零八组合",10.0
78,000932.SZ,000932,华菱钢铁,普钢,5.0,False,7.43,10.39,-0.8534664050352976,203.91,"华菱集团-华泰联合证券-华菱EB担保及信托财产专户
全国社保基金四零三组合
香港中央结算有限公司(陆股通)
全国社保基金四一二组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华菱集团-华泰联合-华菱EB担保及信托财产专户",6.0
79,601225.SH,601225,陕西煤业,煤炭开采,6.0,False,6.68,8.71,-0.8958640402378779,923.0,"黄河矿业-天风证券-20黄河EB担保及信托财产专户
香港中央结算有限公司(陆股通)
汇添富基金-兴业银行-三峡资本控股有限责任公司",3.0
80,600006.SH,600006,东风汽车,汽车整车,7.0,False,7.46,14.8,-1.1415515780413776,147.0,"中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",6.0
81,603222.SH,603222,济民制药,化学制药,4.0,False,4.43,5.79,-1.6377652673713106,120.35,"深圳前海正帆投资管理有限公司-正帆敏行3号私募证券投资基金
深圳前海正帆投资管理有限公司-正帆敏行4号私募证券投资基金",2.0
82,003001.SZ,003001,中岩大地,建筑工程,2.0,True,14.24,23.82,-1.8044910581260343,8.45,,0.0
83,600741.SH,600741,华域汽车,汽车配件,6.0,False,8.93,15.68,-1.8530883346707034,909.56,"招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF)
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零一组合
全国社保基金一一六组合
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)
基本养老保险基金八零二组合
中国工商银行股份有限公司-东方红沪港深灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司",10.0
84,605128.SH,605128,上海沿浦,汽车配件,3.0,True,9.96,24.26,-1.985038142507759,5.82,,0.0
85,603826.SH,603826,坤彩科技,染料涂料,4.0,False,10.41,14.08,-2.0088750407418834,182.52,"中国建设银行股份有限公司-宝盈先进制造灵活配置混合型证券投资基金
瀚川投资管理(珠海)有限公司-瀚川一号私募投资基金
广东粤财信托有限公司-粤财信托·物朴2号定增基金集合资金信托计划
长安国际信托股份有限公司-长安信托-定增长信汇智集合资金信托计划",4.0
86,300301.SZ,300301,长方集团,半导体,5.0,False,19.78,44.58,-2.1878017813034285,31.01,,0.0
87,300450.SZ,300450,先导智能,专用机械,4.0,False,9.69,12.08,-2.260685632950629,648.46,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
中国建设银行股份有限公司-华夏优势增长混合型证券投资基金
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
全国社保基金一零八组合
全国社保基金一零七组合",7.0
88,600761.SH,600761,安徽合力,工程机械,6.0,False,8.59,16.08,-2.3071952340309885,106.73,"上海宽远资产管理有限公司-宽远价值进取证券投资基金
基本养老保险基金一零零三组合
首域投资管理(英国)有限公司-首域中国A股基金
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
全国社保基金一一三组合
中央汇金资产管理有限责任公司",7.0
89,300711.SZ,300711,广哈通信,通信设备,5.0,False,15.91,32.33,-2.3140850795856527,38.03,,0.0
90,002149.SZ,002149,西部材料,小金属,5.0,False,8.73,15.15,-2.4529094933326916,53.47,中央汇金资产管理有限责任公司,1.0
91,000983.SZ,000983,西山煤电,煤炭开采,5.0,False,8.12,15.82,-2.587798929822474,219.58,"全国社保基金一一七组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",4.0
92,603306.SH,603306,华懋科技,汽车配件,5.0,False,8.45,17.21,-2.598258117003771,69.17,"厦门国际信托有限公司
西安航天新能源产业基金投资有限公司
陕西省国际信托股份有限公司-陕国投·金沙6号单一资金信托",3.0
93,600066.SH,600066,宇通客车,汽车整车,6.0,False,6.31,12.52,-2.6601050630909007,371.06,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达中小盘混合型证券投资基金
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
易方达基金管理有限公司-社保基金1104组合",5.0
94,601601.SH,601601,中国太保,保险,5.0,False,7.47,15.69,-3.1406999492844627,2364.43,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
95,300430.SZ,300430,诚益通,电器仪表,6.0,False,9.19,17.04,-3.207222487522065,23.12,陕西省国际信托股份有限公司-陕国投·诚益通员工持股1号集合资金信托计划,1.0
96,002819.SZ,002819,东方中科,电器仪表,4.0,False,10.75,24.09,-3.2231735015925747,50.82,,0.0
97,600985.SH,600985,淮北矿业,煤炭开采,5.0,False,8.0,14.11,-3.272045587446944,68.59,"香港中央结算有限公司(陆股通)
中国信达资产管理股份有限公司",2.0
98,002984.SZ,002984,森麒麟,汽车配件,3.0,True,10.51,22.34,-3.4633751230048344,16.8,,0.0
99,601598.SH,601598,中国外运,仓储物流,5.0,False,8.11,22.74,-3.7980800971261397,58.12,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
100,300708.SZ,300708,聚灿光电,半导体,8.0,False,14.91,38.99,-3.910960708188789,50.16,"交通银行股份有限公司-泰达宏利价值优化型成长类行业混合型证券投资基金
中国工商银行股份有限公司-南方大数据100指数证券投资基金
中国工商银行股份有限公司-嘉实企业变革股票型证券投资基金",3.0
101,300488.SZ,300488,恒锋工具,机械基件,5.0,False,8.45,21.97,-3.9242475295825647,23.9,正方(杭州)投资管理有限公司-正方星耀一号私募证券投资基金,1.0
102,603026.SH,603026,石大胜华,化工原料,6.0,False,12.34,24.64,-4.090226832602129,93.27,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
中国银行股份有限公司-华商龙头优势混合型证券投资基金
全国社保基金一一三组合",6.0
103,300258.SZ,300258,精锻科技,汽车配件,7.0,False,8.2,20.0,-4.438579171014543,64.5,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中欧基金-民生银行-上海海通证券资产管理有限公司
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中央汇金资产管理有限责任公司",5.0
104,000552.SZ,000552,靖远煤电,煤炭开采,6.0,False,6.17,14.77,-4.5910128906282575,62.12,"平安大华基金-平安银行-中融国际信托-财富骐骥定增5号集合资金信托计划
诺安基金-兴业证券-中国光大银行股份有限公司",2.0
105,000581.SZ,000581,威孚高科,汽车配件,6.0,False,4.78,14.12,-4.722611694250698,193.37,"全国社保基金一零三组合
全国社保基金四零三组合
全国社保基金四一三组合
香港中央结算有限公司(陆股通)
基本养老保险基金一零零三组合
全国社保基金一零七组合
中央汇金资产管理有限责任公司",7.0
106,002042.SZ,002042,华孚时尚,纺织,4.0,False,7.67,12.74,-5.04986629527631,71.2,"富荣基金-深圳市前海富银城投基金管理有限公司-富荣卓越1号单一资产管理计划
泰达宏利基金-招商银行-长安国际信托-长安信托·华孚色纺定增单一资金信托
金元顺安基金-兴业银行-上海爱建信托-爱建信托欣欣7号定向增发事务管理类单一资金信托
上海景熙资产管理有限公司-景熙-长阳9号私募证券投资基金
金鹰基金-工商银行-万向信托-万向信托-星辰39号事务管理类单一资金信托
富安达基金-南京银行-厦门国际信托-财富共赢16号投资单一资金信托",6.0
107,300656.SZ,300656,民德电子,IT设备,6.0,False,10.23,28.28,-5.054994598871333,22.14,,0.0
108,601858.SH,601858,中国科传,出版业,6.0,False,4.03,13.25,-5.14444589708465,75.33,"全国社会保障基金理事会转持一户
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
香港中央结算有限公司(陆股通)
国泰基金管理有限公司-社保基金四二一组合",4.0
109,300742.SZ,300742,越博动力,汽车配件,6.0,False,9.13,28.07,-5.711073838278118,11.61,"上海歌石股权投资基金合伙企业(有限合伙)
上海汉王歌石股权投资基金合伙企业(有限合伙)
招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金
伊犁苏新投资基金合伙企业(有限合伙)",4.0
110,600172.SH,600172,黄河旋风,矿物制品,5.0,False,6.42,24.64,-5.743527537485553,38.44,中原金象投资管理有限公司-中原金象河南民营上市公司发展支持1号私募股权投资基金,1.0
111,300540.SZ,300540,深冷股份,专用机械,6.0,False,11.2,25.07,-5.994213332155634,16.83,,0.0
112,603218.SH,603218,日月股份,工程机械,5.0,False,7.0,15.99,-6.33467043329305,224.99,"中国建设银行股份有限公司-华安核心优选混合型证券投资基金
基本养老保险基金一二零六组合
全国社保基金四一二组合",3.0
113,600509.SH,600509,天富能源,火力发电,5.0,False,4.91,16.23,-6.46377866667209,53.66,"博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司",3.0
