,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE,concept
37,300279.SZ,300279,和晶科技,元器件,1.0,10.0162,6.81,"阿里巴巴概念股, 教育, 物联网, 智慧城市, 腾讯概念股, 独角兽, 强势人气股, "
38,300090.SZ,300090,盛运环保,环境保护,1.0,9.9617,2.87,"固废处理, 环保, 低价股, 股权转让, "
39,300216.SZ,300216,千山药机,医疗保健,1.0,10.0592,3.72,"智能制造, 基因测序, 医疗器械, 机器视觉, "
40,002261.SZ,002261,拓维信息,互联网,1.0,9.9834,6.61,"教育, 华为产业链, 回购, 大数据, 云计算, 人工智能, 彩票, 独角兽, 游戏, 手游, "
41,000544.SZ,000544,中原环保,环境保护,1.0,9.9398,7.3,"水务, PPP, 环保, 污水处理, 国资入股, "
42,000637.SZ,000637,茂化实华,石油加工,1.0,9.9369,6.97,"油气改革, 石油化工, 燃料电池, "
43,000792.SZ,000792,盐湖股份,化工原料,1.0,9.9561,7.51,"PVC, 有色-镁, 社保重仓, 有色金属, 化肥, 锂电池, 新能源汽车, "
44,000815.SZ,000815,美利云,造纸,1.0,10.0233,9.44,"大数据, 云计算, 造纸, 宁夏, "
45,000957.SZ,000957,中通客车,汽车整车,1.0,10.0104,10.55,"新能源整车, 汽车整车, 山东国企改革, 燃料电池, 新能源汽车, "
46,000977.SZ,000977,浪潮信息,电脑设备,1.0,9.9923,28.62,"MSCI, 美团概念股, 山东国企改革, 数字中国, 云计算, 国产操作系统, 智慧安防, "
47,002089.SZ,002089,新海宜,通信设备,1.0,9.9303,6.31,"5G, 光通信, 锂电池, 量子通信, 新能源汽车, LED, 创投, "
48,002093.SZ,002093,国脉科技,电信运营,1.0,9.9901,11.12,"5G, 教育, 物联网, 数字中国, 云计算, "
49,002140.SZ,002140,东华科技,建筑施工,1.0,10.0402,10.96,"高股息, 固废处理, 国家队重仓, 央企改革, 供应链金融, 雄安-公共服务, 环保, 雄安新区, "
50,002157.SZ,002157,正邦科技,饲料,1.0,10.0239,23.05,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
51,002158.SZ,002158,汉钟精机,工程机械,1.0,10.0181,12.19,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
52,002215.SZ,002215,诺普信,农药化肥,1.0,10.0,11.11,"农药, 回购, 供应链金融, "
53,002255.SZ,002255,海陆重工,专用机械,1.0,10.1031,5.34,"核电, 业绩预增, 光伏, "
54,002347.SZ,002347,泰尔股份,机械基件,1.0,9.9458,6.08,"回购, 锂电池, 新能源汽车, 透明工厂, "
55,300179.SZ,300179,四方达,矿物制品,1.0,9.9251,5.87,"富勒烯, "
56,002387.SZ,002387,维信诺,元器件,1.0,9.9686,14.01,"OLED, 定增破发, 小米概念股, 资产重组, "
57,002467.SZ,002467,二六三,电信运营,1.0,9.9773,9.7,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
58,002547.SZ,002547,春兴精工,通信设备,1.0,10.0,13.97,"5G, 特斯拉, 华为产业链, 3D玻璃, "
59,002549.SZ,002549,凯美特气,环境保护,1.0,10.0536,8.21,"业绩预增, 碳交易, "
60,002560.SZ,002560,通达股份,电气设备,1.0,10.0,7.26,"特高压, 大飞机, 有色金属, 军工, 军民融合, 有色-钛, "
61,002564.SZ,002564,天沃科技,化工机械,1.0,10.0,7.04,"回购, 风电, 军工, 军民融合, 煤化工, 股权转让, 国资入股, "
62,002566.SZ,002566,益盛药业,中成药,1.0,10.0264,8.34,"保健品, 食品, 医药, 中药, "
63,002611.SZ,002611,东方精工,轻工机械,1.0,9.9624,5.85,"北汽新能源, 社保重仓, 宁德时代概念股, 定增破发, 锂电池, 燃料电池, 新能源汽车, 包装印刷, "
64,002631.SZ,002631,德尔未来,家居用品,1.0,9.981,11.57,"石墨烯, 家具家居, "
65,002733.SZ,002733,雄韬股份,电气设备,1.0,9.9898,32.26,"回购, 业绩预增, 储能, 锂电池, 燃料电池, 新能源汽车, 强势人气股, "
66,002870.SZ,002870,香山股份,电器仪表,1.0,10.0042,25.95,"OLED, 物联网, 强势人气股, "
67,300022.SZ,300022,吉峰科技,农用机械,1.0,9.9684,6.95,"乡村振兴, 农机, "
68,000536.SZ,000536,华映科技,元器件,1.0,9.9099,3.66,"OLED, 破净股, 债转股-AMC, 3D玻璃, 强势人气股, "
69,603906.SH,603906,龙蟠科技,化工原料,1.0,10.0176,12.52,"社保重仓, 石油化工, "
