,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
1993,300615.SZ,欣天科技,元器件,1.0,1.0,9.99,9.9895,84349.44
2002,300624.SZ,万兴科技,软件服务,1.0,4.0,4.756,10.004,269431.5045
3298,603330.SH,上海天洋,塑料,1.0,2.0,5.544,10.0201,68878.8584
2193,600080.SH,金花股份,中成药,1.0,1.0,9.938,9.9379,216149.4774
3037,601519.SH,大智慧,软件服务,1.0,4.0,7.598,9.9548,966022.2
2782,600775.SH,南京熊猫,通信设备,1.0,1.0,9.965,9.9652,637574.764
3035,601515.SH,东风股份,广告包装,1.0,4.0,6.537,10.0552,1107552.0
2314,600218.SH,全柴动力,农用机械,1.0,6.0,7.226,10.0,454306.16
2832,600830.SH,香溢融通,多元金融,1.0,1.0,9.944,9.9437,266233.1297
2398,600316.SH,洪都航空,航空,1.0,4.0,3.707,10.0349,904281.3996
2496,600446.SH,金证股份,软件服务,1.0,1.0,10.0,10.0,1332714.776
2818,600816.SH,安信信托,多元金融,1.0,5.0,6.906,10.0901,2854903.0888
2563,600531.SH,豫光金铅,铅锌,1.0,5.0,2.961,10.101,475345.7884
2584,600558.SH,大西洋,钢加工,1.0,4.0,3.934,9.9723,356349.1179
2597,600572.SH,康恩贝,中成药,1.0,2.0,5.213,9.9349,1795890.3842
30,000037.SZ,深南电A,火力发电,1.0,7.0,2.645,9.9812,197914.103
1887,300503.SZ,昊志机电,机械基件,1.0,1.0,10.053,10.0529,106699.2254
995,002535.SZ,林州重机,工程机械,1.0,1.0,10.082,10.0817,238552.2337
53,000070.SZ,特发信息,通信设备,1.0,1.0,9.963,9.9631,715565.5018
166,000586.SZ,汇源通信,通信设备,1.0,2.0,5.45,10.0469,226711.68
272,000727.SZ,华东科技,元器件,1.0,1.0,10.0,10.0,580269.6815
363,000876.SZ,新希望,饲料,1.0,2.0,6.208,10.0,4087740.7823
375,000890.SZ,法尔胜,钢加工,1.0,10.0,3.364,10.0707,236505.6598
502,002040.SZ,南京港,港口,1.0,1.0,9.97,9.9701,338343.8668
580,002118.SZ,紫鑫药业,中成药,1.0,4.0,6.692,10.0162,698182.5616
619,002157.SZ,正邦科技,饲料,1.0,2.0,9.113,10.011,2162488.932
700,002238.SZ,天威视讯,影视音像,1.0,2.0,7.625,10.0424,480300.7896
938,002477.SZ,雏鹰农牧,农业综合,1.0,1.0,9.896,9.8958,415812.763
944,002483.SZ,润邦股份,工程机械,1.0,2.0,5.038,10.0756,293327.5738
984,002523.SZ,天桥起重,工程机械,1.0,1.0,10.063,10.0629,472574.0968
1007,002547.SZ,春兴精工,通信设备,1.0,2.0,5.601,10.0567,619796.1308
1876,300492.SZ,山鼎设计,建筑施工,1.0,12.0,2.405,10.0218,74102.1219
1050,002590.SZ,万安科技,汽车配件,1.0,2.0,5.16,10.0291,328898.2169
1096,002636.SZ,金安国纪,元器件,1.0,1.0,10.012,10.0122,221997.1305
1174,002716.SZ,金贵银业,小金属,1.0,10.0,3.169,10.0709,420867.8028
1216,002761.SZ,多喜爱,纺织,1.0,2.0,7.442,10.007,316807.1604
1317,002870.SZ,香山股份,电器仪表,1.0,1.0,9.991,9.9907,95405.36
1387,002947.SZ,恒铭达,元器件,1.0,1.0,9.994,9.9939,163160.2541
1411,300023.SZ,宝德股份,专用机械,1.0,1.0,10.081,10.0813,97764.7874
1547,300160.SZ,秀强股份,玻璃,1.0,4.0,3.677,10.0529,246668.208
1587,300201.SZ,海伦哲,专用机械,1.0,1.0,10.067,10.0671,429951.5351
1597,300211.SZ,亿通科技,通信设备,1.0,2.0,5.603,10.0746,109565.4072
51,000068.SZ,华控赛格,元器件,1.0,1.0,10.044,10.0437,507362.4179
1851,300467.SZ,迅游科技,互联网,1.0,1.0,10.0,10.0,306109.2558
3467,603738.SH,泰晶科技,元器件,1.0,4.0,4.404,9.9857,90616.6801
