,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_FLOAT_HOLDERS
17,601929.SH,601929,吉视传媒,影视音像,2.34,True,中央汇金资产管理有限责任公司
18,600219.SH,600219,南山铝业,铝,2.35,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划"
19,601991.SH,601991,大唐发电,火力发电,2.36,True,"中央汇金资产管理有限责任公司
中信信托有限责任公司-中信民生财富2期指定型结构化证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
20,601016.SH,601016,节能风电,新型电力,2.37,True,"华安基金-兴业银行-广西铁路发展投资基金(有限合伙)
全国社会保障基金理事会转持二户
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
全国社会保障基金理事会
华宝信托有限责任公司"
21,600187.SH,600187,国中水务,水务,2.39,True,"中央汇金资产管理有限责任公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方11号私募投资基金"
22,600231.SH,600231,凌钢股份,普钢,2.43,True,"宁波宁聚资产管理中心(有限合伙)-宁聚量化精选证券投资基金
宁波宁聚资产管理中心(有限合伙)-宁聚满天星2期对冲基金
宁波宁聚资产管理中心(有限合伙)-宁聚量化稳盈优享私募证券投资基金"
23,601000.SH,601000,唐山港,港口,2.45,True,"云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
24,002259.SZ,002259,*ST升达,供气供热,2.52,True,"华宝信托有限责任公司-华宝宝升宏达集合资金信托计划
诺安资产-工商银行-诺安资管舜耕天禾2号资产管理计划"
25,000552.SZ,000552,靖远煤电,煤炭开采,2.57,True,"平安大华基金-平安银行-中融国际信托-财富骐骥定增5号集合资金信托计划
诺安基金-兴业证券-中国光大银行股份有限公司"
26,601333.SH,601333,广深铁路,铁路,2.58,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
27,002526.SZ,002526,山东矿机,工程机械,2.62,True,
28,300111.SZ,300111,向日葵,半导体,2.64,True,
29,002523.SZ,002523,天桥起重,工程机械,2.68,True,中央汇金资产管理有限责任公司
30,600106.SH,600106,重庆路桥,路桥,2.68,True,"重庆国际信托股份有限公司
重庆国际信托股份有限公司-兴国1号集合资金信托计划
重庆宸西股权投资基金管理有限公司"
31,600968.SH,600968,海油发展,石油开采,2.69,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金
中国建设银行-上证180交易型开放式指数证券投资基金
中国工商银行股份有限公司-华夏沪深300交易型开放式指数证券投资基金"
32,600159.SH,600159,大龙地产,区域地产,2.72,True,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
33,600017.SH,600017,日照港,港口,2.73,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
山钢金控资产管理(深圳)有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
34,000517.SZ,000517,荣安地产,区域地产,2.79,True,香港中央结算有限公司(陆股通)
35,601188.SH,601188,龙江交通,路桥,2.79,True,中央汇金资产管理有限责任公司
36,600397.SH,600397,安源煤业,煤炭开采,2.81,True,"中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金"
37,000838.SZ,000838,财信发展,区域地产,2.83,True,华润深国投信托有限公司-黄河9号信托计划
38,601326.SH,601326,秦港股份,港口,2.85,True,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
39,600322.SH,600322,天房发展,区域地产,2.85,True,"上海嘉恳资产管理有限公司-嘉恳水滴9号私募证券投资基金
上海理石投资管理有限公司-理石烜鼎赢新套利4号私募证券投资基金
重庆国际信托股份有限公司-重庆信托-渝信创新优势玖号集合资金信托
重庆国际信托股份有限公司-渝信创新优势拾叁号集合资金信托
重庆国际信托股份有限公司-兴国2号集合资金信托"
40,000898.SZ,000898,鞍钢股份,普钢,2.85,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金"
41,000571.SZ,000571,*ST大洲,综合类,2.88,True,富立财富投资管理有限公司-富立澜沧江十四号私募投资基金
42,600256.SH,600256,广汇能源,石油开采,2.92,True,"中央汇金资产管理有限责任公司
华龙证券-浦发银行-华龙证券金智汇31号集合资产管理计划
香港中央结算有限公司(陆股通)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
43,600808.SH,600808,马钢股份,普钢,2.93,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
福建滚雪球投资管理有限公司-嘉耀滚雪球1号证券投资基金
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
44,601618.SH,601618,中国中冶,建筑工程,2.95,True,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
45,000751.SZ,000751,锌业股份,铅锌,2.96,True,中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
46,601216.SH,601216,君正集团,化工原料,2.96,True,"中信信诚资产-招商银行-诚融聚荷1号资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
47,601015.SH,601015,陕西黑猫,焦炭加工,3.01,True,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金
48,000753.SZ,000753,漳州发展,汽车服务,3.01,True,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
49,601218.SH,601218,吉鑫科技,机械基件,3.01,True,
50,601212.SH,601212,白银有色,铜,3.03,True,"全国社保基金四一三组合
广州市玄元投资管理有限公司-玄元科新10号私募证券投资基金
中国东方资产管理股份有限公司
瑞源(上海)股权投资基金合伙企业(有限合伙)
中国信达资产管理股份有限公司
平安银行股份有限公司-中证800交易型开放式指数证券投资基金"
51,000667.SZ,000667,美好置业,全国地产,3.04,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
上海世祖资产管理有限公司-世祖元朔一号私募投资基金"
52,601588.SH,601588,北辰实业,区域地产,3.05,True,"香港中央结算有限公司(陆股通)
基本养老保险基金一二零四组合"
53,600481.SH,600481,双良节能,环境保护,3.09,True,中央汇金资产管理有限责任公司
54,600578.SH,600578,京能电力,火力发电,3.11,True,"中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会"
55,000812.SZ,000812,陕西金叶,广告包装,3.12,True,北京厚毅资本管理有限公司-厚毅辰酉二号私募证券投资基金
56,000573.SZ,000573,粤宏远A,区域地产,3.17,True,中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
57,000631.SZ,000631,顺发恒业,区域地产,3.17,True,"中国民生银行股份有限公司-华商领先企业混合型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华商未来主题混合型证券投资基金
中国建设银行股份有限公司-华商双驱优选灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华商未来主题混合型证券投资基金
中央汇金资产管理有限责任公司
中国民生银行股份有限公司-华商领先企业混合型证券投资基金"
58,002431.SZ,002431,棕榈股份,建筑工程,3.17,True,中央汇金资产管理有限责任公司
59,002060.SZ,002060,粤水电,建筑工程,3.18,True,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
60,600567.SH,600567,山鹰纸业,造纸,3.19,True,"新华信托股份有限公司-新华信托华睿系列·金沙2号证券投资集合资金信托计划
山鹰国际控股股份公司-创享激励基金合伙人第一期持股计划
香港中央结算有限公司(陆股通)"
61,600798.SH,600798,宁波海运,水运,3.19,True,
62,601599.SH,601599,鹿港文化,影视音像,3.19,True,
63,600839.SH,600839,四川长虹,家用电器,3.2,True,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
64,600077.SH,600077,宋都股份,全国地产,3.21,True,云南国际信托有限公司-苍穹1号单一资金信托
65,600708.SH,600708,光明地产,全国地产,3.22,True,"上海信达汇融股权投资基金管理有限公司-宁波沁融股权投资合伙企业(有限合伙)
邦信资产管理有限公司
广西铁路发展投资基金(有限合伙)
华宝信托有限责任公司"
66,003816.SZ,003816,中国广核,新型电力,3.23,True,
67,600433.SH,600433,冠豪高新,造纸,3.24,True,中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
68,600582.SH,600582,天地科技,工程机械,3.26,True,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金"
69,600868.SH,600868,梅雁吉祥,水力发电,3.28,True,广东能润资产管理有限公司
70,601600.SH,601600,中国铝业,铝,3.29,True,"中国信达资产管理股份有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
71,002067.SZ,002067,景兴纸业,造纸,3.29,True,
72,601106.SH,601106,中国一重,工程机械,3.3,True,"中国华融资产管理股份有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划"
73,600393.SH,600393,粤泰股份,全国地产,3.31,True,"锐懿资产-宁波银行-山东信托-山东信托恒赢19号集合资金信托计划
万家共赢-宁波银行-山东信托-山东信托恒赢18号集合资金信托计划
云南国际信托有限公司-粤泰股份第二期员工持股计划集合资金信托计划"
74,601010.SH,601010,文峰股份,超市连锁,3.32,True,中央汇金资产管理有限责任公司
75,600537.SH,600537,亿晶光电,半导体,3.32,True,中央汇金资产管理有限责任公司
76,000791.SZ,000791,甘肃电投,水力发电,3.33,True,
77,600190.SH,600190,锦州港,港口,3.35,True,辽宁联合资产管理有限公司
78,600979.SH,600979,广安爱众,水力发电,3.35,True,北京风炎投资管理有限公司-风炎投资.安瑞1号私募基金
79,600170.SH,600170,上海建工,建筑工程,3.36,True,"国盛集团-国际金融-15国盛EB担保及信托财产专户
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划"
80,600881.SH,600881,亚泰集团,水泥,3.36,True,华安基金-兴业银行-北京世纪融商信息技术有限公司
81,601228.SH,601228,广州港,港口,3.39,True,"全国社会保障基金理事会转持一户
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
82,002133.SZ,002133,广宇集团,全国地产,3.41,True,
83,601992.SH,601992,金隅集团,水泥,3.43,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
84,600581.SH,600581,八一钢铁,普钢,3.43,True,中央汇金资产管理有限责任公司
85,002285.SZ,002285,世联行,房产服务,3.44,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
86,000861.SZ,000861,海印股份,房产服务,3.45,True,香港中央结算有限公司(陆股通)
87,000415.SZ,000415,渤海租赁,多元金融,3.47,True,"天津燕山股权投资基金有限公司
香港中央结算有限公司(陆股通)"
88,600428.SH,600428,中远海特,水运,3.47,True,"前海开源基金-包商银行-前海开源定增11号资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划"
89,600208.SH,600208,新湖中宝,全国地产,3.48,True,"华澳国际信托有限公司-华澳·臻智56号-新湖中宝员工持股计划集合资金信托计划
香港中央结算有限公司(陆股通)"
90,000937.SZ,000937,冀中能源,煤炭开采,3.48,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
91,600751.SH,600751,海航科技,水运,3.48,True,"上银基金-浦发银行-上银基金财富15号资产管理计划
方正富邦基金-华夏银行-天海定增2号资产管理计划
上银瑞金资产-上海银行-慧富9号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
92,300459.SZ,300459,金科文化,互联网,3.48,True,"中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金
中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金"
93,001896.SZ,001896,豫能控股,火力发电,3.51,True,"信诚基金-工商银行-中国对外经济贸易信托有限公司
信诚基金-中信证券-广州金控资本管理有限公司"
94,000761.SZ,000761,本钢板材,普钢,3.51,True,"建信基金-工商银行-华润深国投-华润信托·兴晟5号集合资金信托计划
北信瑞丰基金-招商银行-北信瑞丰基金丰庆229号资产管理计划
国寿安保基金-工商银行-国寿安保-华鑫信托定增10号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
95,002206.SZ,002206,海利得,化纤,3.52,True,"基本养老保险基金一零零三组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
西藏山南硅谷天堂昌吉投资管理有限公司-硅谷天堂恒昌私募基金
上海齐银股权投资基金管理有限公司-上海同煤齐银投资管理中心(有限合伙)
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金"
96,000591.SZ,000591,太阳能,新型电力,3.52,True,"长安基金-民生银行-长安悦享定增25号分级资产管理计划
申万宏源证券-四川三新创业投资有限责任公司-证券行业支持民企发展系列之申万宏源三新创投单一资产管理计划"
97,002337.SZ,002337,赛象科技,化工机械,3.52,True,中央汇金资产管理有限责任公司
98,000718.SZ,000718,苏宁环球,区域地产,3.55,True,"安徽省铁路发展基金股份有限公司
香港中央结算有限公司(陆股通)"
99,600794.SH,600794,保税科技,仓储物流,3.57,True,
100,002578.SZ,002578,闽发铝业,铝,3.6,True,国通信托有限责任公司-国通信托·紫金12号集合资金信托计划
101,600082.SH,600082,海泰发展,园区开发,3.62,True,
102,600163.SH,600163,中闽能源,新型电力,3.63,True,"海峡产业投资基金(福建)有限合伙企业
海峡产业投资基金(福建)有限合伙企业"
103,000825.SZ,000825,太钢不锈,特种钢,3.66,True,"中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
104,002593.SZ,002593,日上集团,汽车配件,3.66,True,
105,603778.SH,603778,乾景园林,建筑工程,3.69,True,天风天成资管-招商证券-天风天成科瑞集合资产管理计划
106,601339.SH,601339,百隆东方,纺织,3.7,True,香港中央结算有限公司(陆股通)
107,601008.SH,601008,连云港,港口,3.7,True,"广东邦得资产管理有限公司-邦得价值一号私募证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
108,300337.SZ,300337,银邦股份,铝,3.73,True,
109,000404.SZ,000404,长虹华意,专用机械,3.75,True,中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
110,601288.SH,601288,农业银行,银行,3.76,True,"中央汇金投资有限责任公司
全国社会保障基金理事会
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
111,000407.SZ,000407,胜利股份,供气供热,3.77,True,"平安资产-工商银行-平安资产鑫享7号保险资产管理产品
平安资产-工商银行-鑫享3号资产管理产品"
112,600269.SH,600269,赣粤高速,路桥,3.78,True,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
香港中央结算有限公司(陆股通)"
113,300091.SZ,300091,金通灵,机械基件,3.78,True,"上海滚石投资管理有限公司-滚石3号运能能源股权投资基金
鹏华资产-浦发银行-上海爱建信托-爱建信托-浦发金通定增2号集合资金信托计划"
114,600665.SH,600665,天地源,全国地产,3.78,True,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
115,000965.SZ,000965,天保基建,区域地产,3.78,True,"长江证券资管-天津市万博咨询有限公司-长江资管万博红日1号单一资产管理计划
中信建投证券-天津市万博咨询有限公司-中信建投万博咨询单一资产管理计划
国投大成投资基金(北京)有限公司"
116,000778.SZ,000778,新兴铸管,钢加工,3.78,True,"香港中央结算有限公司(陆股通)
全国社保基金四一三组合
安徽高新毅达皖江产业发展创业投资基金(有限合伙)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
117,600261.SH,600261,阳光照明,家用电器,3.79,True,"香港中央结算有限公司(陆股通)
广发基金-农业银行-广发中证金融资产管理计划
中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划"
118,002218.SZ,002218,拓日新能,半导体,3.79,True,中央汇金资产管理有限责任公司
119,000560.SZ,000560,我爱我家,房产服务,3.8,True,
120,002108.SZ,002108,沧州明珠,塑料,3.8,True,"中央汇金资产管理有限责任公司
深圳福星资本管理有限公司-福星高照1号私募投资基金
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划"
121,600791.SH,600791,京能置业,全国地产,3.83,True,哈尔滨市道里区慈善基金会
122,600023.SH,600023,浙能电力,火力发电,3.84,True,"中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
123,002482.SZ,002482,广田集团,装修装饰,3.84,True,"中央汇金资产管理有限责任公司
陕西省国际信托股份有限公司-陕国投·广田集团第一期员工持股集合资金信托计划
昆仑信托有限责任公司-昆仑四十一号证券投资集合资金信托计划"
124,000883.SZ,000883,湖北能源,火力发电,3.85,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
125,601598.SH,601598,中国外运,仓储物流,3.85,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
126,300067.SZ,300067,安诺其,染料涂料,3.86,True,"鹏华资产-浦发银行-粤财信托-粤财信托-菁英163期单一资金信托计划
中央汇金资产管理有限责任公司"
127,601988.SH,601988,中国银行,银行,3.87,True,"中央汇金投资有限责任公司
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
128,600067.SH,600067,冠城大通,全国地产,3.88,True,"陕西省国际信托股份有限公司-陕国投·冠城大通第二期员工持股证券投资集合资金信托计划
中央汇金资产管理有限责任公司"
129,000540.SZ,000540,中天金融,多元金融,3.89,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
130,600279.SH,600279,重庆港九,港口,3.89,True,
131,603117.SH,603117,万林物流,仓储物流,3.9,True,红土创新基金-银河证券-深圳市创新投资集团有限公司
132,002249.SZ,002249,大洋电机,电气设备,3.91,True,中山金控资产管理有限公司-中山市民营上市公司发展专项基金有限责任公司
133,600684.SH,600684,珠江实业,全国地产,3.93,True,香港中央结算有限公司(陆股通)
134,002681.SZ,002681,*ST奋达,家用电器,3.93,True,"金元顺安基金-浙商银行-华润信托-华润信托·增利42号单一资金信托
建信基金-杭州银行-华润深国投信托-华润信托·增利33号单一资金信托
中央汇金资产管理有限责任公司
广州市玄元投资管理有限公司-玄元六度元宝5号私募投资基金
香港中央结算有限公司(陆股通)"
135,300117.SZ,300117,嘉寓股份,装修装饰,3.94,True,中央汇金资产管理有限责任公司
136,000548.SZ,000548,湖南投资,路桥,3.95,True,
137,601018.SH,601018,宁波港,港口,3.97,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划"
138,600025.SH,600025,华能水电,水力发电,3.98,True,"香港中央结算有限公司(陆股通)
摩根士丹利投资管理公司-摩根士丹利中国A股基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
139,600959.SH,600959,江苏有线,影视音像,3.99,True,江苏紫金文化产业二期创业投资基金(有限合伙)
140,002936.SZ,002936,郑州银行,银行,4.02,True,
141,000862.SZ,000862,银星能源,新型电力,4.04,True,中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
142,600497.SH,600497,驰宏锌锗,铅锌,4.05,True,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金"
143,000056.SZ,000056,皇庭国际,房产服务,4.06,True,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
144,002002.SZ,002002,鸿达兴业,化工原料,4.08,True,"安徽中安资本管理有限公司-中安鼎汇定增私募投资基金
华融证券-招商证券-华融股票宝19号集合资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
145,000875.SZ,000875,吉电股份,火力发电,4.08,True,"华安基金-兴业银行-广西铁路发展投资基金(有限合伙)
平安基金-包商银行-上海国际集团资产管理有限公司
香港中央结算有限公司(陆股通)"
146,000900.SZ,000900,现代投资,路桥,4.09,True,"中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划"
147,000698.SZ,000698,沈阳化工,化工原料,4.1,True,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司"
148,300304.SZ,300304,云意电气,汽车配件,4.12,True,中央汇金资产管理有限责任公司
