,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE
34,000830.SZ,000830,鲁西化工,农药化肥,2.0,9.9889,19.82
35,603086.SH,603086,先达股份,农药化肥,2.0,9.9975,44.45
36,002825.SZ,002825,纳尔股份,化工原料,2.0,10.0,20.9
37,002099.SZ,002099,海翔药业,化学制药,2.0,10.0363,9.1
38,000990.SZ,000990,诚志股份,化工原料,2.0,10.0105,31.54
39,603085.SH,603085,天成自控,汽车配件,2.0,10.0465,11.83
40,300325.SZ,300325,德威新材,塑料,2.0,10.0746,5.9
41,600141.SH,600141,兴发集团,化工原料,1.0,10.008,13.74
42,600230.SH,600230,沧州大化,农药化肥,1.0,10.0041,26.94
43,300758.SZ,300758,七彩化学,染料涂料,1.0,9.9924,57.57
44,600150.SH,600150,中国船舶,船舶,1.0,10.0,22.33
45,600352.SH,600352,浙江龙盛,染料涂料,1.0,10.0,25.3
46,600313.SH,600313,农发种业,种植业,1.0,10.0,3.41
47,600273.SH,600273,嘉化能源,化工原料,1.0,10.0337,16.34
48,600231.SH,600231,凌钢股份,普钢,1.0,9.9723,3.97
49,600409.SH,600409,三友化工,化工原料,1.0,10.0372,8.88
50,600727.SH,600727,鲁北化工,农药化肥,1.0,9.9602,8.28
51,600470.SH,600470,六国化工,农药化肥,1.0,10.076,5.79
52,600486.SH,600486,扬农化工,农药化肥,1.0,9.9939,71.87
53,603980.SH,603980,吉华集团,染料涂料,1.0,10.0055,20.01
54,603709.SH,603709,中源家居,家居用品,1.0,9.9777,39.46
55,603383.SH,603383,顶点软件,软件服务,1.0,10.0019,118.67
56,603360.SH,603360,百傲化学,化工原料,1.0,9.9854,30.07
57,603309.SH,603309,维力医疗,医疗保健,1.0,10.0124,17.69
58,603026.SH,603026,石大胜华,化工原料,1.0,10.0056,39.25
59,603010.SH,603010,万盛股份,化工原料,1.0,10.0,18.15
60,601003.SH,601003,柳钢股份,普钢,1.0,10.0,8.91
61,600896.SH,600896,览海投资,水运,1.0,10.0775,7.1
62,600855.SH,600855,航天长峰,专用机械,1.0,9.9747,17.42
63,600829.SH,600829,人民同泰,医药商业,1.0,10.0,10.01
64,600801.SH,600801,华新水泥,水泥,1.0,10.0105,31.43
65,600796.SH,600796,钱江生化,农药化肥,1.0,9.9688,7.06
66,600740.SH,600740,山西焦化,焦炭加工,1.0,10.0498,11.06
67,600737.SH,600737,中粮糖业,食品,1.0,10.022,9.99
68,300497.SZ,300497,富祥股份,化学制药,1.0,10.0085,25.83
69,600685.SH,600685,中船防务,船舶,1.0,10.0124,17.8
70,600623.SH,600623,华谊集团,汽车配件,1.0,10.0386,11.4
71,600596.SH,600596,新安股份,农药化肥,1.0,10.0131,16.81
72,300663.SZ,300663,科蓝软件,软件服务,1.0,10.0109,50.44
73,000004.SZ,000004,国农科技,生物制药,1.0,10.0,21.67
74,300472.SZ,300472,新元科技,专用机械,1.0,10.0,25.85
75,000833.SZ,000833,粤桂股份,造纸,1.0,9.9662,6.51
76,002258.SZ,002258,利尔化学,农药化肥,1.0,9.9945,19.92
77,002215.SZ,002215,诺普信,农药化肥,1.0,10.0145,7.58
78,002172.SZ,002172,澳洋健康,化纤,1.0,9.9638,6.07
79,002149.SZ,002149,西部材料,小金属,1.0,10.0,10.89
80,002118.SZ,002118,紫鑫药业,中成药,1.0,9.9848,14.43
81,002098.SZ,002098,浔兴股份,服饰,1.0,10.0281,11.74
82,000958.SZ,000958,东方能源,火力发电,1.0,10.0,5.39
83,000951.SZ,000951,中国重汽,汽车整车,1.0,10.0164,20.1
84,000932.SZ,000932,华菱钢铁,普钢,1.0,9.9754,8.93
85,000890.SZ,000890,法尔胜,钢加工,1.0,10.0601,7.33
86,000756.SZ,000756,新华制药,化学制药,1.0,9.976,9.15
87,002334.SZ,002334,英威腾,电气设备,1.0,9.9398,7.3
88,000717.SZ,000717,韶钢松山,普钢,1.0,10.0671,6.56
89,000708.SZ,000708,大冶特钢,特种钢,1.0,9.9721,15.77
90,000698.SZ,000698,沈阳化工,化工原料,1.0,9.9792,5.29
91,000672.SZ,000672,上峰水泥,水泥,1.0,10.0309,14.26
92,000637.SZ,000637,茂化实华,石油加工,1.0,10.0372,5.92
93,000565.SZ,000565,渝三峡A,染料涂料,1.0,10.0,6.93
94,000553.SZ,000553,安道麦A,农药化肥,1.0,9.9766,14.11
95,000529.SZ,000529,广弘控股,食品,1.0,10.045,7.34
96,000525.SZ,000525,红太阳,农药化肥,1.0,9.9767,18.85
97,000514.SZ,000514,渝开发,区域地产,1.0,9.9415,5.64
98,002319.SZ,002319,乐通股份,染料涂料,1.0,10.0,13.53
99,002347.SZ,002347,泰尔股份,机械基件,1.0,10.0394,5.59
100,300466.SZ,300466,赛摩电气,电器仪表,1.0,9.9859,7.82
101,300091.SZ,300091,金通灵,机械基件,1.0,10.0167,6.59
102,300435.SZ,300435,中泰股份,机械基件,1.0,9.977,14.33
103,300405.SZ,300405,科隆股份,化工原料,1.0,9.9896,10.57
104,300399.SZ,300399,京天利,互联网,1.0,10.0146,15.05
105,300275.SZ,300275,梅安森,软件服务,1.0,9.99,11.01
106,300266.SZ,300266,兴源环境,环境保护,1.0,9.9804,5.62
107,000159.SZ,000159,国际实业,石油贸易,1.0,10.0284,11.63
108,300121.SZ,300121,阳谷华泰,化工原料,1.0,10.0452,12.16
109,300112.SZ,300112,万讯自控,电器仪表,1.0,9.9889,9.91
110,300110.SZ,300110,华仁药业,化学制药,1.0,10.0763,7.21
111,300107.SZ,300107,建新股份,化工原料,1.0,10.0297,14.81
112,300067.SZ,300067,安诺其,染料涂料,1.0,10.0662,8.31
113,002356.SZ,002356,赫美集团,其他商业,1.0,9.9835,13.33
114,300033.SZ,300033,同花顺,软件服务,1.0,10.0017,130.99
115,002805.SZ,002805,丰元股份,化工原料,1.0,10.0042,26.28
116,002768.SZ,002768,国恩股份,塑料,1.0,9.9966,32.68
117,002687.SZ,002687,乔治白,服饰,1.0,9.9579,7.84
118,002639.SZ,002639,雪人股份,专用机械,1.0,10.0402,13.7
119,002617.SZ,002617,露笑科技,电气设备,1.0,10.0379,5.81
120,002588.SZ,002588,史丹利,农药化肥,1.0,10.0186,5.93
121,002565.SZ,002565,顺灏股份,造纸,1.0,10.005,22.1
122,002440.SZ,002440,闰土股份,染料涂料,1.0,10.0,18.81
123,002391.SZ,002391,长青股份,农药化肥,1.0,10.0332,16.56
124,603998.SH,603998,方盛制药,中成药,1.0,10.0128,8.57
