code,name,past_p_change,past_positive,pe,past_average_turnover
601998,中信银行,-11.721,,7.1,0.15
000511,*ST烯碳,-11.72,,0.0,1.47
600568,中珠医疗,-11.68,,38.6,0.797
600856,中天能源,-11.569,,28.22,6.713
300089,文化长城,-11.54,,54.07,4.24
300325,德威新材,-11.448,,121.24,1.803
603286,日盈电子,-11.314,★,74.69,27.08
603333,明星电缆,-11.213,,98.65,0.59
603718,海利生物,-11.185,,53.46,0.99
600715,文投控股,-11.185,,60.46,1.917
600255,梦舟股份,-10.988,,109.23,1.607
000586,汇源通信,-10.856,,2495.14,1.45
600290,华仪电气,-10.844,,190.08,0.777
000812,陕西金叶,-10.813,,380.05,1.793
600076,康欣新材,-10.719,,14.17,3.61
600226,瀚叶股份,-10.702,,54.81,0.53
002512,达华智能,-10.585,,201.1,1.053
002103,广博股份,-10.499,,45.55,1.28
002054,德美化工,-10.421,,61.27,7.593
002592,八菱科技,-10.204,,46.02,1.1
002926,华西证券,-10.121,,33.97,10.987
603066,音飞储存,-10.06,,40.59,2.02
300410,正业科技,-9.984,,34.6,0.873
002260,德奥通航,-9.937,,0.0,2.643
601619,嘉泽新能,-9.931,,89.15,5.33
002357,富临运业,-9.868,,20.59,2.25
002604,ST龙力,-9.81,,33.8,2.187
300580,贝斯特,-9.755,,29.94,5.81
600614,鹏起科技,-9.484,,51.94,0.797
002160,常铝股份,-9.474,,30.93,1.757
002739,万达电影,-9.414,★,36.25,2.457
300010,立思辰,-9.249,★,102.1,2.23
600145,*ST新亿,-9.21,★,551.09,11.697
300159,新研股份,-9.18,,45.29,1.02
300471,厚普股份,-9.151,★,37.68,2.34
002301,齐心集团,-9.14,,52.0,0.813
600086,东方金钰,-8.987,,40.55,0.733
300128,锦富技术,-8.927,,172.68,1.983
603028,赛福天,-8.919,★,64.67,1.14
000835,长城动漫,-8.911,,52.87,0.69
300173,智慧松德,-8.881,,65.47,0.447
603080,新疆火炬,-8.849,,70.81,23.267
601838,成都银行,-8.712,★,12.47,17.117
300337,银邦股份,-8.636,,751.77,0.417
002692,睿康股份,-8.476,,104.81,0.69
002622,融钰集团,-8.278,,258.48,2.557
002005,德豪润达,-8.22,,0.0,0.517
002037,久联发展,-8.141,★,43.7,0.723
603477,振静股份,-8.066,,45.91,16.623
600869,智慧能源,-8.043,,58.81,0.223
600186,莲花健康,-8.004,,0.0,2.26
000930,中粮生化,-7.994,★,44.78,2.593
002251,步 步 高,-7.945,,56.35,1.557
002288,超华科技,-7.895,★,99.16,2.243
002569,步森股份,-7.877,,0.0,5.547
002714,牧原股份,-7.868,,23.82,0.597
300069,金利华电,-7.849,,132.23,0.577
300198,纳川股份,-7.848,,131.96,1.773
300640,德艺文创,-7.767,★,43.44,2.143
000533,万 家 乐,-7.756,★,208.06,0.97
000547,航天发展,-7.666,★,65.09,1.307
600122,宏图高科,-7.576,★,16.49,2.13
600516,方大炭素,-7.494,,14.65,6.607
600866,星湖科技,-7.424,,0.0,0.433
603557,起步股份,-7.246,,39.27,9.34
600711,盛屯矿业,-7.177,,28.76,5.397
000910,大亚圣象,-7.139,,23.96,0.687
601988,中国银行,-6.988,,6.33,0.107
002330,得利斯,-6.976,★,645.41,1.387
000796,凯撒旅游,-6.93,★,22.88,1.11
600779,水井坊,-6.915,,64.82,1.053
002304,洋河股份,-6.897,,24.24,0.273
603444,吉比特,-6.727,,19.03,2.787
603506,南都物业,-6.701,,35.62,36.607
002857,三晖电气,-6.677,★,75.27,6.183
300049,福瑞股份,-6.647,,53.68,0.71
002018,华信国际,-6.47,,22.18,3.06
600671,天目药业,-6.371,,238.31,0.69
300280,南通锻压,-6.367,,357.37,1.403
601997,贵阳银行,-6.31,,8.17,2.257
300737,科顺股份,-6.131,,41.3,8.65
300237,美晨生态,-6.095,,23.56,0.903
601216,君正集团,-6.02,,18.52,0.23
002163,中航三鑫,-6.015,,0.0,0.977
002619,艾格拉斯,-5.947,,35.22,2.623
603226,菲林格尔,-5.801,★,27.37,3.977
002256,兆新股份,-5.753,★,71.14,0.813
000737,*ST南风,-5.739,,0.0,1.173
600432,*ST吉恩,-5.731,★,0.0,2.263
600197,伊力特,-5.678,,26.67,0.957
002464,众应互联,-5.671,,38.71,0.73
603520,司太立,-5.632,★,37.13,1.783
002450,康得新,-5.582,,27.9,1.51
002010,传化智联,-5.578,★,159.64,0.587
300157,恒泰艾普,-5.547,,43.71,3.24
002543,万和电气,-5.533,,29.73,0.743
600809,山西汾酒,-5.457,,44.79,0.49
600188,兖州煤业,-5.384,,11.61,1.23
603356,华菱精工,-5.367,,46.08,49.38
600515,海航基础,-5.298,,21.8,0.457
300262,巴安水务,-5.292,,19.47,1.443
300593,新雷能,-5.237,★,57.57,1.68
300116,坚瑞沃能,-5.229,,18.5,0.853
603676,卫信康,-5.228,★,62.0,18.847
603393,新天然气,-5.219,★,25.36,0.703
603108,润达医疗,-5.117,,36.36,2.113
600532,宏达矿业,-5.111,,0.0,0.897
600130,波导股份,-5.074,,0.0,0.897
002476,宝莫股份,-5.045,,0.0,0.817
000815,美利云,-5.009,,1856.08,3.683
000616,海航投资,-4.995,,819.57,1.133
300547,川环科技,-4.974,,35.04,2.98
300739,明阳电路,-4.912,★,36.69,21.567
600766,园城黄金,-4.896,,538.44,1.453
600157,永泰能源,-4.836,,76.08,0.327
000018,神州长城,-4.788,,17.97,1.287
603323,吴江银行,-4.713,,15.26,2.787
600019,宝钢股份,-4.705,,13.75,0.577
000540,中天金融,-4.676,★,15.64,1.283
002387,黑牛食品,-4.668,,0.0,1.443
600537,亿晶光电,-4.652,,63.91,0.667
002547,春兴精工,-4.633,,174.23,4.837
000757,浩物股份,-4.615,★,84.89,0.773
600807,天业股份,-4.58,★,70.54,6.85
002586,围海股份,-4.537,,99.82,0.41
000418,小天鹅Ａ,-4.524,,28.51,0.373
600959,江苏有线,-4.509,★,32.29,0.827
002071,长城影视,-4.493,,31.6,0.78
300495,美尚生态,-4.421,★,30.43,0.743
002584,西陇科学,-4.402,★,119.17,2.7
603043,广州酒家,-4.338,,27.34,3.817
600408,安泰集团,-4.314,,198.71,0.777
002210,飞马国际,-4.309,,83.23,0.817
603816,顾家家居,-4.223,,31.15,2.48
002505,大康农业,-4.177,,433.27,0.377
002507,涪陵榨菜,-4.161,★,32.67,1.063
603021,山东华鹏,-4.097,,66.74,0.853
603598,引力传媒,-4.08,★,98.69,1.24
300071,华谊嘉信,-4.051,★,29.37,0.92
000534,万泽股份,-4.043,★,367.51,0.357
300107,建新股份,-4.032,,110.94,16.433
002666,德联集团,-4.012,,38.34,4.417
603136,天目湖,-3.982,,27.2,4.707
600234,ST山水,-3.834,,0.0,0.09
000034,神州数码,-3.822,★,33.88,1.507
000723,美锦能源,-3.782,,22.61,1.273
300208,恒顺众昇,-3.71,,19.99,1.503
603318,派思股份,-3.643,,82.39,2.367
002521,齐峰新材,-3.624,,25.21,1.157
002663,普邦股份,-3.593,★,55.18,0.667
600054,黄山旅游,-3.591,,22.25,1.123
002004,华邦健康,-3.585,,22.34,0.257
002072,凯瑞德,-3.559,,796.28,1.843
600383,金地集团,-3.487,,18.22,1.213
600798,宁波海运,-3.482,★,38.27,0.713
601101,昊华能源,-3.46,,10.9,0.99
600559,老白干酒,-3.412,,73.86,0.72
002358,森源电气,-3.382,,24.98,0.72
002676,顺威股份,-3.38,,327.52,5.033
002053,云南能投,-3.378,,35.63,0.35
002082,万邦德,-3.371,★,41.19,0.577
300155,安居宝,-3.336,★,380.34,4.393
300356,光一科技,-3.32,,169.23,1.05
300247,乐金健康,-3.295,,64.08,2.4
002726,龙大肉食,-3.288,,35.38,0.55
600960,渤海活塞,-3.282,,32.25,0.64
002087,新野纺织,-3.233,,13.81,1.157
600393,粤泰股份,-3.198,★,9.78,1.14
600117,西宁特钢,-3.149,★,0.0,1.61
603655,朗博科技,-3.131,★,63.5,25.11
002075,沙钢股份,-3.115,,72.13,0.813
000858,五 粮 液,-3.1,,30.01,0.627
601985,中国核电,-3.091,,20.34,0.497
002570,贝因美,-3.059,,0.0,1.07
600313,农发种业,-3.033,★,0.0,4.68
600074,ST保千里,-2.996,,10.74,7.503
300067,安诺其,-2.936,★,44.74,1.62
002048,宁波华翔,-2.843,,15.07,1.317
002742,三圣股份,-2.827,,53.42,4.143
000096,广聚能源,-2.805,★,44.53,0.12
601886,江河集团,-2.765,★,22.21,0.363
603031,安德利,-2.744,,55.13,4.847
600309,万华化学,-2.722,,9.57,1.153
000558,莱茵体育,-2.721,,309.11,1.057
000756,新华制药,-2.619,★,26.03,1.977
300134,大富科技,-2.613,,0.0,3.06
002580,圣阳股份,-2.572,★,86.58,1.767
002175,东方网络,-2.567,★,88.23,2.983
601989,中国重工,-2.531,★,72.77,0.733
600892,大晟文化,-2.493,,46.29,1.563
002673,西部证券,-2.445,★,36.99,0.65
000888,峨眉山Ａ,-2.439,,29.02,1.663
002607,亚夏汽车,-2.405,★,45.04,1.263
000566,海南海药,-2.345,,73.34,0.87
002259,升达林业,-2.316,★,270.31,1.067
002345,潮宏基,-2.288,,31.51,0.45
300108,吉药控股,-2.282,,41.01,0.187
002127,南极电商,-2.244,,71.84,0.957
000038,深大通,-2.229,,27.22,2.44
002656,摩登大道,-2.2,,67.94,0.847
600734,实达集团,-2.197,,52.47,0.56
300363,博腾股份,-2.195,,56.08,0.45
603300,华铁科技,-2.147,,60.56,2.357
002146,荣盛发展,-2.121,,12.39,2.05
000587,金洲慈航,-2.105,,15.2,2.043
601939,建设银行,-2.043,,7.65,1.31
600337,美克家居,-1.985,,28.4,0.31
002875,安奈儿,-1.978,,37.56,3.787
603536,惠发股份,-1.978,,53.46,1.823
002799,环球印务,-1.973,★,97.02,2.867
601339,百隆东方,-1.969,,15.95,0.163
603711,香飘飘,-1.963,,81.39,9.697
600282,南钢股份,-1.946,,7.22,3.703
600708,光明地产,-1.941,,15.2,1.22
300032,金龙机电,-1.835,,27.23,0.487
002621,三垒股份,-1.792,,157.88,1.907
002711,欧浦智网,-1.782,,28.8,1.09
600060,海信电器,-1.75,,25.29,0.643
002565,顺灏股份,-1.744,,77.88,0.607
300074,华平股份,-1.728,,207.86,1.1
600782,新钢股份,-1.719,,12.66,3.067
002523,天桥起重,-1.702,,50.71,0.263
002833,弘亚数控,-1.66,,29.87,1.57
000596,古井贡酒,-1.634,★,29.1,0.397
002442,龙星化工,-1.604,,63.53,0.353
600984,建设机械,-1.579,★,36.2,0.8
002713,东易日盛,-1.569,,124.37,2.513
002478,常宝股份,-1.567,★,38.37,0.347
601088,中国神华,-1.548,,9.77,0.193
002832,比音勒芬,-1.54,,33.17,0.143
603289,泰瑞机器,-1.518,,37.39,9.26
600546,山煤国际,-1.516,,37.18,0.387
000568,泸州老窖,-1.499,,32.83,0.433
601001,大同煤业,-1.498,,11.39,0.58
300498,温氏股份,-1.479,,21.5,0.263
002719,麦趣尔,-1.472,,96.27,1.383
000998,隆平高科,-1.434,★,142.0,0.677
002219,恒康医疗,-1.429,,65.02,0.16
002124,天邦股份,-1.41,,25.65,1.127
300204,舒泰神,-1.39,,22.13,0.52
300174,元力股份,-1.382,,156.08,0.107
000415,渤海金控,-1.348,,14.46,0.6
603309,维力医疗,-1.338,★,51.09,0.617
600575,皖江物流,-1.31,,35.22,0.477
300261,雅本化学,-1.269,,75.0,0.68
300038,梅泰诺,-1.254,★,47.97,12.263
300668,杰恩设计,-1.202,,57.36,9.103
000423,东阿阿胶,-1.157,,23.62,0.547
600066,宇通客车,-1.132,★,20.47,0.403
000022,深赤湾Ａ,-1.112,,26.51,0.36
002453,天马精化,-1.104,★,612.39,0.523
002101,广东鸿图,-1.104,,21.01,1.793
601225,陕西煤业,-1.101,,7.9,0.66
603917,合力科技,-1.084,,35.6,9.07
300065,海兰信,-1.084,,57.33,5.947
600150,中国船舶,-1.083,★,0.0,0.573
603696,安记食品,-1.076,★,128.82,0.307
000008,神州高铁,-1.043,★,131.93,0.437
603359,东珠景观,-1.04,,31.71,2.243
600306,商业城,-1.027,★,12.16,2.37
600298,安琪酵母,-1.022,,31.1,0.457
600688,上海石化,-1.016,,11.52,0.263
600031,三一重工,-0.991,,25.99,1.177
000509,华塑控股,-0.991,★,0.0,1.247
000983,西山煤电,-0.991,,15.5,0.927
600979,广安爱众,-0.982,,17.4,0.337
000948,南天信息,-0.981,★,0.0,0.357
603661,恒林股份,-0.978,,25.9,4.107
002252,上海莱士,-0.96,★,77.54,0.03
600000,浦发银行,-0.957,,6.52,0.1
300158,振东制药,-0.929,,22.54,2.077
601328,交通银行,-0.928,,6.59,0.22
600666,奥瑞德,-0.928,★,207.42,2.13
600177,雅戈尔,-0.896,,8.96,0.263
603157,拉夏贝尔,-0.87,,19.62,9.09
002231,奥维通信,-0.869,,0.0,1.187
600694,大商股份,-0.852,,11.9,0.357
600507,方大特钢,-0.835,,9.58,4.763
600010,包钢股份,-0.835,,56.88,0.22
603679,华体科技,-0.828,,54.2,1.72
300103,达刚路机,-0.79,,95.27,0.717
000939,凯迪生态,-0.786,★,84.05,0.673
600138,中青旅,-0.783,,24.5,0.83
600971,恒源煤电,-0.779,,7.9,1.47
300626,华瑞股份,-0.747,,49.85,0.403
300326,凯利泰,-0.73,,28.57,0.89
000816,智慧农业,-0.727,★,0.0,12.327
600687,刚泰控股,-0.724,,35.31,0.33
600740,山西焦化,-0.652,,141.95,8.997
300651,金陵体育,-0.648,,94.24,1.29
603919,金徽酒,-0.628,,26.22,0.73
002810,山东赫达,-0.599,★,39.46,2.71
002435,长江润发,-0.597,,25.45,0.28
002121,科陆电子,-0.597,,33.48,1.093
002312,*ST三泰,-0.59,★,17.92,2.333
603306,华懋科技,-0.56,★,22.6,0.643
000036,华联控股,-0.558,,7.25,1.113
002892,科力尔,-0.547,,43.19,9.273
601028,玉龙股份,-0.521,,59.61,0.223
601919,中远海控,-0.502,,16.72,0.303
002471,中超控股,-0.499,,50.93,1.223
600230,沧州大化,-0.494,,9.9,2.597
600867,通化东宝,-0.48,,46.5,0.377
600497,驰宏锌锗,-0.476,,30.19,1.2
002691,冀凯股份,-0.475,,432.91,0.22
601288,农业银行,-0.471,,6.26,0.117
002712,思美传媒,-0.43,,28.32,0.48
600126,杭钢股份,-0.426,,10.78,0.657
600871,石化油服,-0.421,,0.0,0.13
603378,亚士创能,-0.415,,35.33,4.85
600409,三友化工,-0.414,,10.12,1.477
600658,电子城,-0.391,★,29.69,0.28
300625,三雄极光,-0.387,,27.27,1.7
601113,华鼎股份,-0.375,,145.96,0.323
603161,科华控股,-0.348,,32.16,9.523
600346,恒力股份,-0.333,,47.33,2.117
300411,金盾股份,-0.332,,199.36,0.77
300656,民德电子,-0.314,★,97.28,3.533
601398,工商银行,-0.305,,7.83,0.07
002058,威 尔 泰,-0.285,★,0.0,0.593
002716,金贵银业,-0.267,★,43.19,2.183
601991,大唐发电,-0.264,★,20.13,0.107
002070,*ST众和,-0.251,,0.0,3.12
002546,新联电子,-0.227,,37.16,1.187
600339,中油工程,-0.213,,36.16,0.403
300091,金通灵,-0.206,,59.95,0.257
002035,华帝股份,-0.189,★,42.37,1.027
600657,信达地产,-0.183,,20.89,0.907
600153,建发股份,-0.181,,15.78,0.4
600350,山东高速,-0.174,,8.07,0.163
300522,世名科技,-0.171,,32.85,1.91
002725,跃岭股份,-0.146,,82.78,0.85
600094,大名城,-0.14,,19.98,0.157
601238,广汽集团,-0.136,,12.89,0.087
300068,南都电源,-0.134,,28.32,1.197
600007,中国国贸,-0.132,,23.78,0.087
601699,潞安环能,-0.128,,14.23,2.34
600319,亚星化学,-0.122,,243.8,0.58
300282,汇冠股份,-0.116,,41.1,0.553
002873,新天药业,-0.116,★,31.84,3.03
600382,广东明珠,-0.08,,18.27,0.48
603167,渤海轮渡,-0.078,,11.01,1.177
600299,安迪苏,-0.076,,26.43,0.287
601636,旗滨集团,-0.016,,16.4,3.107
601818,光大银行,-0.011,,6.61,0.23
600615,丰华股份,-0.003,,15.51,0.437
002840,华统股份,-0.001,★,52.28,2.683
002294,信立泰,-0.0,★,27.5,0.267
000029,深深房Ａ,0.002,★,56.66,2.01
600649,城投控股,0.007,,15.55,0.247
002628,成都路桥,0.013,,205.93,0.267
600726,华电能源,0.014,,0.0,0.15
600958,东方证券,0.018,,26.5,0.303
601229,上海银行,0.047,,7.6,0.56
002923,润都股份,0.101,,37.02,14.96
300273,和佳股份,0.109,★,70.5,3.67
603779,威龙股份,0.113,,77.83,1.02
603012,创力集团,0.145,,32.02,0.277
000898,鞍钢股份,0.146,,11.43,0.84
600685,中船防务,0.149,★,0.0,0.623
603533,掌阅科技,0.159,,117.74,10.64
300006,莱美药业,0.163,,58.36,1.503
000869,张 裕Ａ,0.169,,22.4,0.2
000632,三木集团,0.175,,991.12,0.337
002136,安 纳 达,0.181,,19.93,5.037
002286,保龄宝,0.196,,65.43,0.433
002647,民盛金科,0.21,★,1258.19,0.407
000557,西部创业,0.216,,130.97,0.947
002545,东方铁塔,0.225,,62.02,2.143
000651,格力电器,0.244,★,15.31,0.837
603456,九洲药业,0.25,,51.15,0.92
002761,多喜爱,0.253,,374.9,0.317
002100,天康生物,0.256,,18.01,0.153
600240,华业资本,0.26,,9.3,0.36
300478,杭州高新,0.26,,106.97,2.243
002652,扬子新材,0.27,,45.05,0.683
603169,兰石重装,0.271,★,375.57,0.393
002669,康达新材,0.295,,77.66,0.23
000903,云内动力,0.314,,24.98,0.373
002498,汉缆股份,0.318,,33.33,0.127
600806,*ST昆机,0.321,★,0.0,4.727
000711,京蓝科技,0.325,,48.24,1.513
600036,招商银行,0.334,,9.66,0.173
600882,广泽股份,0.338,★,0.0,0.127
002443,金洲管道,0.345,,31.01,0.78
603569,长久物流,0.351,,29.89,1.083
002627,宜昌交运,0.351,,26.41,0.23
002130,沃尔核材,0.359,★,48.39,0.537
000766,通化金马,0.361,,56.5,1.163
600085,同仁堂,0.367,,40.22,0.29
000518,四环生物,0.368,,127.47,0.247
600919,江苏银行,0.391,,7.05,0.433
300283,温州宏丰,0.402,,399.56,0.92
600653,申华控股,0.402,,0.0,0.58
601669,中国电建,0.424,,14.52,0.11
600199,金种子酒,0.431,,573.28,0.483
300185,通裕重工,0.442,,39.53,0.587
600973,宝胜股份,0.458,,39.98,0.313
002110,三钢闽光,0.481,,9.41,2.883
600771,广誉远,0.504,,103.72,0.817
300432,富临精工,0.505,,19.71,1.14
603600,永艺股份,0.505,★,24.21,0.803
002228,合兴包装,0.505,,33.95,0.357
601857,中国石油,0.506,,62.93,0.02
002554,惠博普,0.507,,41.64,1.55
002199,东晶电子,0.51,★,0.0,0.433
002477,雏鹰农牧,0.516,,13.92,0.867
600115,东方航空,0.521,,10.3,0.553
600870,厦华电子,0.522,★,0.0,0.927
603909,合诚股份,0.536,★,47.38,1.18
600585,海螺水泥,0.537,,13.08,1.03
600182,S佳通,0.54,,165.4,0.687
600597,光明乳业,0.547,,22.33,0.477
603667,五洲新春,0.55,★,42.82,0.837
002047,宝鹰股份,0.553,★,26.22,1.61
603997,继峰股份,0.557,★,23.41,2.993
603970,中农立华,0.568,,33.11,13.203
600026,中远海能,0.568,,13.67,0.237
002617,露笑科技,0.573,,37.03,0.427
600706,曲江文旅,0.581,,29.64,0.493
002128,露天煤业,0.587,,10.42,1.27
000166,申万宏源,0.59,,23.53,0.073
002595,豪迈科技,0.629,,19.89,0.157
600628,新世界,0.633,,10.83,0.42
601866,中远海发,0.645,,24.22,0.093
002385,大北农,0.657,,23.62,0.867
000539,粤电力Ａ,0.66,★,22.91,0.103
600811,东方集团,0.662,,25.7,0.207
601099,太平洋,0.663,,180.43,0.637
600997,开滦股份,0.673,,21.57,0.747
002555,三七互娱,0.678,,27.64,0.96
000876,新 希 望,0.683,,12.36,0.353
601009,南京银行,0.694,,7.74,0.583
600397,安源煤业,0.701,,0.0,0.38
002540,亚太科技,0.706,,32.11,0.387
600665,天地源,0.715,,16.25,0.327
600365,通葡股份,0.715,★,923.99,1.35
600399,抚顺特钢,0.718,,79.49,0.587
600220,江苏阳光,0.719,,47.44,0.293
600808,马钢股份,0.725,,8.64,1.127
300279,和晶科技,0.741,,47.49,0.677
002002,鸿达兴业,0.751,,15.23,0.437
600837,海通证券,0.751,,16.86,0.303
300026,红日药业,0.767,,19.18,0.477
002856,美芝股份,0.782,,60.31,10.097
000761,本钢板材,0.788,,9.04,0.597
601390,中国中铁,0.795,,11.75,0.12
601766,中国中车,0.797,,32.4,0.23
600039,四川路桥,0.8,,23.91,0.187
002455,百川股份,0.811,,38.48,0.86
601169,北京银行,0.811,,7.49,0.233
600229,城市传媒,0.813,,24.4,1.043
603278,大业股份,0.814,,25.6,4.63
603609,禾丰牧业,0.818,,20.34,0.2
300738,奥飞数据,0.824,★,57.27,40.497
600062,华润双鹤,0.83,,19.79,0.343
601015,陕西黑猫,0.832,,46.89,0.81
600821,津劝业,0.835,★,0.0,0.6
300063,天龙集团,0.843,,21.7,2.32
000059,华锦股份,0.86,,9.27,0.807
603828,柯利达,0.86,★,51.99,0.527
002750,龙津药业,0.861,,80.79,0.327
000002,万 科Ａ,0.873,,24.1,0.353
600642,申能股份,0.876,,13.46,0.137
600908,无锡银行,0.891,,14.2,1.537
000661,长春高新,0.894,★,41.62,1.213
600448,华纺股份,0.908,,126.68,0.627
000060,中金岭南,0.909,,20.76,1.277
002423,中原特钢,0.91,★,0.0,1.53
603818,曲美家居,0.919,,26.94,1.29
601828,美凯龙,0.924,★,17.75,5.697
600875,东方电气,0.93,★,39.32,0.767
601588,北辰实业,0.93,,13.72,0.373
002572,索菲亚,0.931,,44.15,0.81
600600,青岛啤酒,0.945,,20.32,0.483
600858,银座股份,0.945,,88.63,0.397
000926,福星股份,0.947,,9.31,0.793
600654,*ST中安,0.951,,0.0,2.787
002135,东南网架,0.956,,58.07,0.54
002081,金 螳 螂,0.957,,19.38,0.57
601618,中国中冶,0.962,,18.13,0.103
002255,海陆重工,0.963,,46.82,0.363
600780,通宝能源,0.967,,222.99,1.14
000069,华侨城Ａ,0.968,★,10.89,0.65
600660,福耀玻璃,0.97,,22.82,0.443
603885,吉祥航空,0.975,,17.48,0.99
601969,海南矿业,0.978,,337.56,0.343
601006,大秦铁路,0.978,,9.05,0.183
600123,兰花科创,0.981,,9.7,0.913
002098,浔兴股份,0.985,★,50.86,1.567
000691,亚太实业,0.991,,0.0,3.45
002372,伟星新材,1.001,,28.18,0.217
600897,厦门空港,1.001,★,14.53,0.29
600269,赣粤高速,1.003,,10.65,0.217
300212,易华录,1.006,,103.21,4.107
600169,太原重工,1.011,,340.62,0.34
601877,正泰电器,1.014,,19.2,0.617
600896,览海投资,1.027,,0.0,0.197
000732,泰禾集团,1.034,,18.82,2.96
601677,明泰铝业,1.045,,19.81,0.273
600467,好当家,1.046,,70.51,0.457
603856,东宏股份,1.082,,24.4,6.293
600606,绿地控股,1.086,,10.46,3.217
002588,史丹利,1.09,★,26.44,0.95
603708,家家悦,1.102,,30.72,1.987
600396,金山股份,1.104,,0.0,0.227
