,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
15,603681.SH,603681,永冠新材,化工原料,True,-1.1843,23.594847775175644,12.86,"上海复星惟实一期股权投资基金合伙企业(有限合伙)
海通兴泰(安徽)新兴产业投资基金(有限合伙)",2.0
16,000426.SZ,000426,兴业矿业,铅锌,True,10.013,24.04692082111437,124.81,"上海中汇金锐投资管理有限公司-中汇金锐定增2期私募投资基金
北信瑞丰基金-民生银行-四川信托-辰星2号证券投资集合资金信托计划",2.0
17,000069.SZ,000069,华侨城A,旅游景点,True,0.8642,24.542682926829286,576.54,"华夏基金-农业银行-华夏中证金融资产管理计划
全国社保基金四一三组合
全国社保基金一一四组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",5.0
18,600308.SH,600308,华泰股份,造纸,True,-0.6452,24.748490945674064,71.92,国寿安保基金-中国人寿保险股份有限公司-万能险-国寿股份委托国寿安保红利增长股票组合单一资产管理计划,1.0
19,000657.SZ,000657,中钨高新,小金属,True,3.2895,25.399361022364218,74.39,香港中央结算有限公司(陆股通),1.0
20,300630.SZ,300630,普利制药,化学制药,True,4.7174,26.55367231638419,158.35,"上海盘京投资管理中心(有限合伙)-盘世2期私募证券投资基金
上海盘京投资管理中心(有限合伙)-盛信2期私募证券投资基金
基本养老保险基金一六零六一组合
香港中央结算有限公司(陆股通)",4.0
21,600618.SH,600618,氯碱化工,化工原料,True,10.0254,26.56934306569343,65.01,"中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
22,601996.SH,601996,丰林集团,家居用品,True,-1.506,26.717557251908385,35.33,"深圳悟空投资管理有限公司-悟空蓝海源饶8号私募证券投资基金
锦绣中和(北京)资本管理有限公司-锦绣118号私募投资基金
上海富善投资有限公司-致远CTA十七期私募基金
长和(天津)投资管理有限公司-锦绣509号私募投资基金",4.0
23,000928.SZ,000928,中钢国际,建筑工程,True,5.9574,26.71755725190841,62.58,"红土创新基金-银河证券-深圳市创新投资集团有限公司
中航证券-宁波银行-中航祥瑞集合资产管理计划
中钢资产管理有限责任公司
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金",4.0
24,600177.SH,600177,雅戈尔,服饰,True,-1.3986,26.923076923076938,391.61,"昆仑信托有限责任公司-昆仑信托·添盈投资一号集合资金信托计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
25,002469.SZ,002469,三维工程,建筑工程,True,0.4785,27.01612903225805,29.91,中央汇金资产管理有限责任公司,1.0
26,002203.SZ,002203,海亮股份,铜,True,5.9096,27.121001390820588,168.85,"长安国际信托股份有限公司-长安信托-长安投资1152号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·财富87号单一资金信托
汇安基金-国泰君安证券-汇安基金-汇鑫22号资产管理计划
浙江海亮慈善基金会",4.0
27,000498.SZ,000498,山东路桥,建筑工程,True,3.1634,27.60869565217392,65.75,"光大永明资管-光大银行-光大永明资产永聚固收58号集合资产管理产品
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金",2.0
28,600567.SH,600567,山鹰国际,造纸,True,10.0287,28.428093645484932,176.47,"新华信托股份有限公司-新华信托华睿系列·金沙2号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
山鹰国际控股股份公司-创享激励基金合伙人第一期持股计划",3.0
29,601117.SH,601117,中国化学,建筑工程,True,3.0166,29.111531190926286,336.92,"嘉实基金-农业银行-嘉实中证金融资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国化学工程集团-中信建投证券-18中化EB担保及信托财产专户
易方达基金-农业银行-易方达中证金融资产管理计划",5.0
30,600039.SH,600039,四川路桥,建筑工程,True,3.1008,29.44038929440389,192.08,"大成基金-农业银行-大成中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划",14.0
31,000420.SZ,000420,吉林化纤,化纤,True,5.8824,29.999999999999982,46.09,,0.0
32,002015.SZ,002015,协鑫能科,新型电力,True,4.5593,30.55028462998104,27.57,,0.0
33,000557.SZ,000557,西部创业,铁路,True,-3.4483,30.630630630630606,61.23,中国信达资产管理股份有限公司,1.0
34,002698.SZ,002698,博实股份,化工机械,True,0.7835,30.776340110905732,117.06,"香港中央结算有限公司(陆股通)
国海证券-浦发银行-国海证券虑远1058号集合资产管理计划",2.0
35,000898.SZ,000898,鞍钢股份,普钢,True,10.0649,30.888030888030894,269.21,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",4.0
36,000059.SZ,000059,华锦股份,石油加工,True,3.8079,30.89770354906054,100.28,香港中央结算有限公司(陆股通),1.0
37,002067.SZ,002067,景兴纸业,造纸,True,3.2099,31.446540880503136,40.7,,0.0
38,600163.SH,600163,中闽能源,新型电力,True,-1.3453,31.563421828908545,43.98,海峡产业投资基金(福建)有限合伙企业,1.0
39,002386.SZ,002386,天原股份,化工原料,True,1.8182,31.76470588235294,52.46,"中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-万家科创板2年定期开放混合型证券投资基金
中国东方资产管理股份有限公司",4.0
40,600737.SH,600737,中粮糖业,食品,True,4.3103,32.64311814859926,229.9,"中泰创展(珠海横琴)资产管理有限公司
中欧基金-农业银行-中欧中证金融资产管理计划
陕西省国际信托股份有限公司-陕国投·富兰克林证券投资集合资金信托计划
中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划
招商银行股份有限公司-中欧瑞丰灵活配置混合型证券投资基金",7.0
41,300409.SZ,300409,道氏技术,陶瓷,True,1.7402,32.658022690437605,52.74,"中央汇金资产管理有限责任公司
广发期货有限公司-广发期慧1期资产管理计划",2.0
42,600054.SH,600054,黄山旅游,旅游景点,True,3.5543,32.75862068965518,55.33,,0.0
43,003038.SZ,003038,鑫铂股份,铝,True,10.0,33.06451612903225,9.22,,0.0
44,600063.SH,600063,皖维高新,化纤,True,0.2193,33.62573099415205,88.01,"鹏华基金-邮储银行-建信资本管理有限公司
鹏华基金-招商银行-中山证券有限责任公司
安徽中安资本管理有限公司-中安定增利1号私募投资基金",3.0
45,000932.SZ,000932,华菱钢铁,普钢,True,9.7606,33.932584269662925,251.62,"全国社保基金四一二组合
香港中央结算有限公司(陆股通)
华菱集团-华泰联合证券-华菱EB担保及信托财产专户
华菱集团-华泰联合-华菱EB担保及信托财产专户
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金",5.0
46,000712.SZ,000712,锦龙股份,证券,True,-1.5393,34.24354243542436,142.56,"中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金",3.0
47,601011.SH,601011,宝泰隆,焦炭加工,True,3.4562,34.83483483483485,72.06,,0.0
48,600531.SH,600531,豫光金铅,铅锌,True,6.6778,37.419354838709666,69.67,"香港中央结算有限公司(陆股通)
信诚基金-中信证券-厦门建发集团有限公司
北京大观投资管理有限公司-大观良兴号私募投资基金
中国黄金集团资产管理有限公司",4.0
49,601618.SH,601618,中国中冶,建筑工程,True,9.9071,38.13229571984436,633.77,"大成基金-农业银行-大成中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划",13.0
50,605337.SH,605337,李子园,乳制品,True,-5.6943,38.738738738738746,14.61,,0.0
51,600075.SH,600075,新疆天业,化工原料,True,5.5241,38.99253731343284,72.45,"北京成阳资产管理有限公司-成阳淳丰3号私募证券投资基金
上海银叶投资有限公司-银叶攻玉5号私募证券投资基金
万家共赢-中信银行-万家共赢安泰1号专项资产管理计划
中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
海富通基金-民生银行-五矿信托-民生保腾投资集合资金信托计划",5.0
52,600908.SH,600908,无锡银行,银行,True,-5.3316,39.05967450271248,125.48,"国联信托股份有限公司
华能贵诚信托有限公司-华能信托·鸿源锡诚1号集合资金信托计划",2.0
53,002484.SZ,002484,江海股份,元器件,True,9.8522,39.37500000000001,102.58,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
南通招商江海产业发展基金合伙企业(有限合伙)
招商银行股份有限公司-信达澳银研究优选混合型证券投资基金
中央汇金资产管理有限责任公司",4.0
54,600352.SH,600352,浙江龙盛,染料涂料,True,0.2159,39.72911963882619,604.14,"香港中央结算有限公司(陆股通)
国泰君安君得鑫两年持有期混合型集合资产管理计划
中央汇金资产管理有限责任公司",3.0
55,002109.SZ,002109,兴化股份,化工原料,True,9.901,40.06309148264986,46.75,,0.0
56,000630.SZ,000630,铜陵有色,铜,True,10.1449,40.09216589861752,320.0,香港中央结算有限公司(陆股通),1.0
57,000963.SZ,000963,华东医药,化学制药,True,2.4405,40.26402640264026,594.93,"基本养老保险基金一五零四一组合
基本养老保险基金八零七组合
嘉实基金-建设银行-中国人寿-中国人寿委托嘉实基金股票型组合
全国社保基金一零六组合
香港中央结算有限公司(陆股通)
中国银行股份有限公司-嘉实3年封闭运作战略配售灵活配置混合型证券投资基金(LOF)",6.0
58,600963.SH,600963,岳阳林纸,造纸,True,3.7951,40.61696658097684,98.74,"宁波宁聚资产管理中心(有限合伙)-宁聚量化多策略证券投资基金
宁波宁聚资产管理中心(有限合伙)-宁聚多策略3号私募证券投资基金",2.0
59,600933.SH,600933,爱柯迪,汽车配件,True,4.1407,40.90560245587107,156.86,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-圆信永丰研究精选混合型证券投资基金
大家资产-民生银行-大家资产-盛世精选2号集合资产管理产品(第二期)
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金",5.0
60,603299.SH,603299,苏盐井神,化工原料,True,-0.7009,41.02141680395388,47.55,,0.0
61,601601.SH,601601,中国太保,保险,True,0.7327,41.59468438538205,2679.39,中央汇金资产管理有限责任公司,1.0
62,000878.SZ,000878,云南铜业,铜,True,10.0313,41.64648910411621,288.15,"中央企业贫困地区产业投资基金股份有限公司
香港中央结算有限公司(陆股通)
博时基金管理有限公司-社保基金四一九组合
国新央企运营投资基金管理(广州)有限公司-国新央企运营(广州)投资基金(有限合伙)
中国长城资产管理股份有限公司",5.0
63,002507.SZ,002507,涪陵榨菜,食品,True,-4.542,41.94756554307115,393.95,"中国工商银行-汇添富均衡增长混合型证券投资基金
全国社保基金一一七组合
招商银行股份有限公司-汇添富绝对收益策略定期开放混合型发起式证券投资基金
中国建设银行股份有限公司-交银施罗德内核驱动混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
民生通惠资产-工商银行-民生通惠通汇4号资产管理产品
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金",8.0
64,300566.SZ,300566,激智科技,元器件,True,4.7,41.96610169491526,48.43,"中国农业银行股份有限公司-富国创业板两年定期开放混合型证券投资基金
广发基金管理有限公司-社保基金四二零组合
上海泉汐投资管理有限公司-泉汐名扬多策略组合投资私募基金1号",3.0
65,000425.SZ,000425,徐工机械,工程机械,True,-1.2912,42.244897959183646,481.26,"中国银行-华夏大盘精选证券投资基金
中国银行股份有限公司-广发聚鑫债券型证券投资基金
华鑫国际信托有限公司-华鑫信托·279号证券投资集合信托计划
华鑫国际信托有限公司-华鑫信托·280号证券投资集合信托计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",6.0
66,600623.SH,600623,华谊集团,汽车配件,True,9.9857,42.51386321626618,143.58,"平安基金-平安银行-深圳平安大华汇通财富管理有限公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
67,601003.SH,601003,柳钢股份,普钢,True,4.6774,42.95154185022027,166.33,"中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中国建设银行股份有限公司-大成中证红利指数证券投资基金",6.0
68,002010.SZ,002010,传化智联,仓储物流,True,-3.1963,43.13725490196079,202.42,"香港中央结算有限公司(陆股通)
上海陆家嘴股权投资基金合伙企业(有限合伙)
长安财富-广发银行-长安资产·传化物流股权投资专项资产管理计划
华安未来资产-工商银行-传化集团专项资产管理计划",4.0
69,002928.SZ,002928,华夏航空,空运,True,3.7711,44.959128065395106,66.83,"全国社保基金四一三组合
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金
中国农业银行股份有限公司-交银施罗德瑞思三年封闭运作混合型证券投资基金
中国工商银行-广发聚富开放式证券投资基金
中国建设银行股份有限公司-交银施罗德启明混合型证券投资基金",6.0
70,603979.SH,603979,金诚信,建筑工程,True,7.2946,45.25407478427614,88.39,"陕西省国际信托股份有限公司-陕国投·金诚信第一期员工持股集合资金信托计划
中意资管-工商银行-中意资产-向日葵精选3号资产管理产品",2.0
71,600691.SH,600691,阳煤化工,农药化肥,True,3.6765,46.113989637305686,49.53,,0.0
72,000528.SZ,000528,柳工,工程机械,True,-1.6832,46.16497829232995,145.24,"博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
香港中央结算有限公司(陆股通)
银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划",8.0
73,605077.SH,605077,华康股份,食品,True,10.003,46.42905178211165,31.72,,0.0
74,600259.SH,600259,广晟有色,小金属,True,5.8149,47.02898550724637,122.47,"中国东方资产管理股份有限公司海南省分公司
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
上海珺容投资管理有限公司-珺容战略资源1号基金
中央汇金资产管理有限责任公司",4.0
75,300119.SZ,300119,瑞普生物,农业综合,True,-4.5093,47.101449275362306,61.75,"中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金
中国建设银行股份有限公司-交银施罗德启明混合型证券投资基金
中国农业银行股份有限公司-工银瑞信农业产业股票型证券投资基金
全国社保基金五零二组合",4.0
76,002876.SZ,002876,三利谱,元器件,True,-2.5882,48.82441220610308,55.45,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国建设银行股份有限公司-国泰大制造两年持有期混合型证券投资基金",3.0
77,000589.SZ,000589,贵州轮胎,汽车配件,True,4.5033,49.14933837429112,61.18,"国泰基金-浦发银行-国泰-禾盈1号资产管理计划
中国工商银行-华安安信消费服务股票型证券投资基金
国泰基金-工商银行-国泰基金格物1号资产管理计划
中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金
国泰基金-上海银行-国泰基金格物2号集合资产管理计划
易方达资产-工商银行-易方达资产华瑞3号资产管理计划
陕西抱朴容易资产管理有限公司-抱朴容易7号私募证券投资基金",7.0
78,600141.SH,600141,兴发集团,化工原料,True,-0.5464,49.387755102040806,124.5,"挪威中央银行-自有资金
香港中央结算有限公司(陆股通)
全国社保基金一零七组合
中央汇金资产管理有限责任公司",4.0
79,002274.SZ,002274,华昌化工,农药化肥,True,9.9485,49.7663551401869,60.13,上海保港张家港保税区股权投资基金有限公司,1.0
80,600873.SH,600873,梅花生物,食品,True,2.963,49.784482758620705,214.55,"北京隆慧投资有限公司-隆慧汇晨战略投资私募证券投资基金
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金",2.0
81,002206.SZ,002206,海利得,化纤,True,0.9225,50.27472527472527,52.7,"西藏山南硅谷天堂昌吉投资管理有限公司-硅谷天堂恒昌私募基金
上海齐银股权投资基金管理有限公司-上海同煤齐银投资管理中心(有限合伙)
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
基本养老保险基金一零零三组合
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金",5.0
82,000949.SZ,000949,新乡化纤,化纤,True,10.1205,51.32450331125828,57.45,中原资产管理有限公司,1.0
83,601600.SH,601600,中国铝业,铝,True,8.4577,51.91637630662021,570.23,"香港中央结算有限公司(陆股通)(A股)
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
84,000009.SZ,000009,中国宝安,综合类,True,9.9359,52.218934911242584,262.59,"全国社保基金四零三组合
广东粤财信托有限公司-粤财信托·腾鑫1号证券投资集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金五零三组合",5.0
85,601949.SH,601949,中国出版,出版业,True,6.0773,52.38095238095237,139.97,"中信证券股份有限公司-社保基金17051组合
香港中央结算有限公司(陆股通)
全国社会保障基金理事会转持一户
中国文化产业投资基金(有限合伙)",4.0
86,601208.SH,601208,东材科技,化工原料,True,8.1223,53.21782178217822,75.94,中央汇金资产管理有限责任公司,1.0
87,002998.SZ,002998,优彩资源,化纤,True,10.0088,53.55392156862744,10.22,,0.0
88,603016.SH,603016,新宏泰,电气设备,True,5.131,54.08,42.8,,0.0
89,003037.SZ,003037,三和管桩,水泥,True,4.6494,54.2981501632209,9.64,,0.0
90,002258.SZ,002258,利尔化学,农药化肥,True,-1.8843,56.08875128998969,154.91,"基本养老保险基金八零二组合
全国社保基金一零一组合
全国社保基金一一三组合
香港中央结算有限公司(陆股通)
中国工商银行-南方绩优成长股票型证券投资基金
交通银行股份有限公司-南方成长先锋混合型证券投资基金",6.0
91,002001.SZ,002001,新和成,化学制药,True,2.4668,56.91375623663579,934.09,"上海重阳战略投资有限公司-重阳战略汇智基金
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
全国社保基金一一四组合
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一零五组合
兴全基金-兴业银行-兴全-有机增长1号特定多客户资产管理计划",7.0
92,002867.SZ,002867,周大生,服饰,True,3.1957,57.42018981880932,263.82,"广发基金管理有限公司-社保基金四二零组合
全国社保基金一零一组合
中国建设银行股份有限公司-安信价值精选股票型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-东方阿尔法精选灵活配置混合型发起式证券投资基金
招商银行股份有限公司-安信价值回报三年持有期混合型证券投资基金",6.0
93,000893.SZ,000893,亚钾国际,农药化肥,True,0.258,57.780784844384314,46.62,"中国工商银行-华安安信消费服务股票型证券投资基金
中国建设银行股份有限公司-信达澳银匠心臻选两年持有期混合型证券投资基金",2.0
94,600792.SH,600792,云煤能源,焦炭加工,True,9.9515,57.83972125435541,44.84,"中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
中央汇金资产管理有限责任公司",2.0
95,002299.SZ,002299,圣农发展,农业综合,True,7.2468,58.06111696522655,367.21,"中国建设银行股份有限公司-银华同力精选混合型证券投资基金
全国社保基金一零一组合
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
深圳市凯丰投资管理有限公司-凯丰金选宏观策略16号证券投资私募基金",6.0
96,600740.SH,600740,山西焦化,焦炭加工,True,5.5389,58.42696629213482,67.89,"建信基金公司-民生-华鑫信托·慧智投资3号结构化集合资金信托计划
建信基金公司-民生-华鑫信托·慧智投资2号结构化集合资金信托计划
建信基金公司-民生-华鑫信托·慧智投资1号结构化集合资金信托计划
华鑫国际信托有限公司",4.0
97,002254.SZ,002254,泰和新材,化纤,True,6.8899,58.60331173506119,86.79,"全国社保基金四一三组合
香港中央结算有限公司(陆股通)
中国工商银行-嘉实策略增长混合型证券投资基金
中央汇金资产管理有限责任公司
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国银行股份有限公司-工银瑞信核心价值混合型证券投资基金",6.0
98,000858.SZ,000858,五粮液,白酒,True,-9.0999,59.22330097087376,11883.2,"中国银行股份有限公司-易方达中小盘混合型证券投资基金
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金",6.0
99,601225.SH,601225,陕西煤业,煤炭开采,True,-2.5682,60.56701030927836,1214.0,"香港中央结算有限公司(陆股通)
黄河矿业-天风证券-20黄河EB担保及信托财产专户
汇添富基金-兴业银行-三峡资本控股有限责任公司",3.0
100,002184.SZ,002184,海得控制,软件服务,True,6.1947,60.629921259842526,32.03,上海证券-浦发银行-上海证券聚赢定增1号集合资产管理计划,1.0
101,002221.SZ,002221,东华能源,石油贸易,True,9.9684,60.69364161849711,212.91,"深圳亿库资本管理有限公司-亿库创赢一号私募投资基金
天津祎童源资产管理有限公司-祎童源汇财一号私募投资基金
金鹰基金-浦发银行-渤海信托-渤海信托科闻1号单一资金信托",3.0
102,002539.SZ,002539,云图控股,农药化肥,True,2.9468,61.40089418777943,71.09,"全国社保基金四零一组合
全国社保基金六零四组合
全国社保基金一一六组合",3.0
103,603298.SH,603298,杭叉集团,专用机械,True,-0.5998,62.19596942321055,201.0,"香港中央结算有限公司(陆股通)
全国社保基金四一三组合
中国建设银行股份有限公司-东方红启东三年持有期混合型证券投资基金",3.0
104,002723.SZ,002723,金莱特,家用电器,True,3.7083,63.229571984435815,29.58,"华宝信托有限责任公司-“辉煌”22号单一资金信托
中央汇金资产管理有限责任公司",2.0
105,600019.SH,600019,宝钢股份,普钢,True,9.8901,63.26530612244896,1776.99,"香港中央结算有限公司(陆股通)
北京首钢基金有限公司
中央汇金资产管理有限责任公司",3.0
106,002378.SZ,002378,章源钨业,小金属,True,9.5376,64.06926406926408,69.36,,0.0
107,002054.SZ,002054,德美化工,化工原料,True,-0.7634,66.05633802816901,36.33,中央汇金资产管理有限责任公司,1.0
