,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_MONTHLY_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
22,600771.SH,600771,广誉远,中成药,True,0.06910000000000001,101.55,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
全国社保基金一零二组合
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",4.0
23,002539.SZ,002539,云图控股,农药化肥,True,0.0772,59.74,"全国社保基金一一六组合
全国社保基金四零一组合
全国社保基金六零四组合",3.0
24,600674.SH,600674,川投能源,水力发电,True,0.0842,468.39,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
25,000680.SZ,000680,山推股份,工程机械,True,0.1016,42.6,中央汇金资产管理有限责任公司,1.0
26,601155.SH,601155,新城控股,区域地产,True,0.12080000000000002,1047.16,"香港中央结算有限公司(陆股通)
全国社保基金一零六组合
招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
东莞市惠丰资产管理有限公司-惠丰财富策略1号证券投资基金",4.0
27,600516.SH,600516,方大炭素,矿物制品,True,0.13119999999999998,325.03,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
28,600875.SH,600875,东方电气,电气设备,True,0.1358,246.62,"招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
大成基金-农业银行-大成中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划",8.0
29,601369.SH,601369,陕鼓动力,机械基件,True,0.14739999999999998,149.13,中央汇金资产管理有限责任公司,1.0
30,002841.SZ,002841,视源股份,元器件,True,0.1516,478.61,,0.0
31,002645.SZ,002645,华宏科技,专用机械,True,0.1517,44.74,"全国社保基金一一六组合
中央汇金资产管理有限责任公司",2.0
32,300725.SZ,300725,药石科技,化学制药,True,0.1561,205.79,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金",4.0
33,002435.SZ,002435,长江健康,化学制药,True,0.1566,59.38,"西藏信托有限公司-西藏信托-莱沃50号集合资金信托计划
华安资产管理(香港)有限公司-客户资金专户1号(交易所)",2.0
34,000528.SZ,000528,柳工,工程机械,True,0.1696,119.79,"广发基金-农业银行-广发中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
香港中央结算有限公司(陆股通)
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划",8.0
35,600774.SH,600774,汉商集团,百货,True,0.17409999999999998,34.38,,0.0
36,600160.SH,600160,巨化股份,化工原料,True,0.18380000000000002,240.28,"汇添富基金-俞红-汇添富-添富牛190号单一资产管理计划
香港中央结算有限公司(陆股通)",2.0
37,603833.SH,603833,欧派家居,家居用品,True,0.20010000000000003,918.24,"中国银行-华夏回报证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华安聚优精选混合型证券投资基金",6.0
38,300595.SZ,300595,欧普康视,医疗保健,True,0.20900000000000002,494.49,"中国银行股份有限公司-广发医疗保健股票型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
上海彤源投资发展有限公司-彤源同祥私募证券投资基金",6.0
39,600773.SH,600773,西藏城投,区域地产,True,0.2121,72.07,"中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
40,603027.SH,603027,千禾味业,食品,True,0.23199999999999998,330.2,"中国工商银行股份有限公司-汇添富蓝筹稳健灵活配置混合型证券投资基金
中国工商银行-汇添富成长焦点混合型证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合
全国社保基金一一七组合
全国社保基金四零六组合
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
中国工商银行-广发聚丰混合型证券投资基金",7.0
41,000541.SZ,000541,佛山照明,家用电器,True,0.23220000000000002,74.42,中央汇金资产管理有限责任公司,1.0
42,600997.SH,600997,开滦股份,煤炭开采,True,0.24459999999999998,126.39,"中融中证煤炭指数分级证券投资基金
中国信达资产管理股份有限公司
招商中证煤炭等权指数分级证券投资基金
中央汇金资产管理有限责任公司
华宝标普中国A股红利机会指数证券投资基金(LOF)",5.0
43,300791.SZ,300791,仙乐健康,医疗保健,True,0.24540000000000003,36.76,"交通银行-华安宝利配置证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
招商银行股份有限公司-嘉实远见精选两年持有期混合型证券投资基金
中国建设银行股份有限公司-华安生态优先混合型证券投资基金
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
珠海横琴长乐汇资本管理有限公司-专享1号私募证券投资基金
中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国农业银行-华夏平稳增长混合型证券投资基金
中国银行股份有限公司-华安优质生活混合型证券投资基金",10.0
44,002145.SZ,002145,中核钛白,化工原料,True,0.2494,118.38,"珠海汇尚创业投资有限公司-橡树湾8号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
45,000831.SZ,000831,五矿稀土,小金属,True,0.2516,185.19,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)",3.0
46,002643.SZ,002643,万润股份,化工原料,True,0.2613,208.21,"交通银行股份有限公司-南方成长先锋混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四一三组合
招商银行股份有限公司-睿远成长价值混合型证券投资基金
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金",5.0
47,300357.SZ,300357,我武生物,生物制药,True,0.26459999999999995,429.84,"中国工商银行-广发稳健增长证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
全国社保基金一一五组合
香港中央结算有限公司(陆股通)
中国银行股份有限公司-广发医疗保健股票型证券投资基金
全国社保基金四零六组合
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
全国社保基金一一二组合",8.0
48,300759.SZ,300759,康龙化成,化学制药,True,0.26630000000000004,441.59,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-招商国证生物医药指数分级证券投资基金",4.0
49,600096.SH,600096,云天化,农药化肥,True,0.2736,91.04,"中国长城资产管理股份有限公司
全国社保基金一零七组合",2.0
50,600356.SH,600356,恒丰纸业,造纸,True,0.2794,27.36,"平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金",3.0
51,002312.SZ,002312,三泰控股,化工原料,True,0.2841,95.35,,0.0
52,600019.SH,600019,宝钢股份,普钢,True,0.2842,1561.53,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
53,600970.SH,600970,中材国际,建筑工程,True,0.286,134.32,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国银行股份有限公司-华宝先进成长混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华宝研究精选混合型证券投资基金
中央汇金资产管理有限责任公司
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金",6.0
54,000708.SZ,000708,中信特钢,特种钢,True,0.29710000000000003,347.78,"全国社保基金一零八组合
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)",3.0
55,600406.SH,600406,国电南瑞,电气设备,True,0.2992,1414.98,"中央汇金资产管理有限责任公司
上海重阳战略投资有限公司-重阳战略汇智基金
香港中央结算有限公司(陆股通)
中国国有企业结构调整基金股份有限公司",4.0
56,600803.SH,600803,新奥股份,综合类,True,0.3016,196.08,"中信证券股份有限公司-社保基金1106组合
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
香港中央结算有限公司(陆股通)
全国社保基金四一八组合
中国建设银行股份有限公司-中欧创业板两年定期开放混合型证券投资基金
中央汇金资产管理有限责任公司",6.0
57,600143.SH,600143,金发科技,塑料,True,0.303,676.09,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
58,600392.SH,600392,盛和资源,小金属,True,0.3114,276.09,香港中央结算有限公司(陆股通),1.0
59,300409.SZ,300409,道氏技术,陶瓷,True,0.31179999999999997,50.91,"中央汇金资产管理有限责任公司
广发期货有限公司-广发期慧1期资产管理计划",2.0
60,300408.SZ,300408,三环集团,元器件,True,0.3129,674.78,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一五组合
香港中央结算有限公司(陆股通)
挪威中央银行-自有资金
全国社保基金一一一组合",6.0
61,000960.SZ,000960,锡业股份,小金属,True,0.3156,202.76,"农银汇理(上海)资产-农业银行-华宝信托-投资(6)号集合资金信托计划
香港中央结算有限公司(陆股通)
中国银行-易方达积极成长证券投资基金
全国社保基金一零九组合
农银汇理(上海)资产-农业银行-华宝信托-投资【6】号集合资金信托计划",5.0
62,002984.SZ,002984,森麒麟,汽车配件,True,0.3169,20.52,"基本养老保险基金一零零三组合
中国工商银行股份有限公司-中信建投策略精选混合型证券投资基金
招商银行股份有限公司-中信建投行业轮换混合型证券投资基金",3.0
63,603638.SH,603638,艾迪精密,专用机械,True,0.33049999999999996,478.61,香港中央结算有限公司(陆股通),1.0
64,603338.SH,603338,浙江鼎力,专用机械,True,0.33330000000000004,579.18,"中国建设银行股份有限公司-华泰柏瑞景气优选混合型证券投资基金
中国工商银行-易方达价值成长混合型证券投资基金
全国社保基金六零一组合
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划",6.0
65,300772.SZ,300772,运达股份,电气设备,True,0.3376,28.61,"基本养老保险基金一二零六组合
杭州斌诺资产管理有限公司-斌诺启航1号私募证券投资基金
基本养老保险基金八零四组合
杭州斌诺资产管理有限公司-斌诺鑫源1号私募证券投资基金",4.0
66,300285.SZ,300285,国瓷材料,陶瓷,True,0.3384,388.16,"中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
招商银行股份有限公司-嘉实远见精选两年持有期混合型证券投资基金
香港中央结算有限公司(陆股通)
华泰瑞联基金管理有限公司-江苏华泰瑞联并购基金(有限合伙)
招商银行股份有限公司-睿远成长价值混合型证券投资基金
国家第一养老金信托公司-自有资金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)",7.0
67,600519.SH,600519,贵州茅台,白酒,True,0.3386,26906.4,"中国工商银行-上证50交易型开放式指数证券投资基金
珠海市瑞丰汇邦资产管理有限公司-瑞丰汇邦三号私募证券投资基金
香港中央结算有限公司(陆股通)
深圳市金汇荣盛财富管理有限公司-金汇荣盛三号私募证券投资基金
中央汇金资产管理有限责任公司",5.0
68,603991.SH,603991,至正股份,塑料,True,0.3405,32.49,上海纳华资产管理有限公司,1.0
69,603456.SH,603456,九洲药业,化学制药,True,0.34409999999999996,327.91,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
全国社保基金六零二组合
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金",4.0
70,003022.SZ,003022,联泓新科,化工原料,True,0.3508,37.72,,0.0
71,600740.SH,600740,山西焦化,焦炭加工,True,0.3541000000000001,67.6,"建信基金公司-民生-华鑫信托·慧智投资3号结构化集合资金信托计划
建信基金公司-民生-华鑫信托·慧智投资1号结构化集合资金信托计划
华鑫国际信托有限公司
建信基金公司-民生-华鑫信托·慧智投资2号结构化集合资金信托计划",4.0
72,603489.SH,603489,八方股份,电气设备,True,0.35419999999999996,153.51,"中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-泰康策略优选灵活配置混合型证券投资基金
全国社保基金四零六组合
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金
中国农业银行股份有限公司-华夏复兴混合型证券投资基金",8.0
73,002092.SZ,002092,中泰化学,化工原料,True,0.35559999999999997,186.09,"广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
74,603225.SH,603225,新凤鸣,化纤,True,0.3686,255.72,,0.0
75,000922.SZ,000922,佳电股份,电气设备,True,0.3705,52.7,"广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金",2.0
76,300760.SZ,300760,迈瑞医疗,医疗保健,True,0.3847,2262.18,"全国社保基金一零二组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金",3.0
77,603113.SH,603113,金能科技,焦炭加工,True,0.3885,145.15,"北京国投协力股权投资基金(有限合伙)
全国社保基金六零二组合
香港中央结算有限公司(陆股通)
国投创新(北京)投资基金有限公司",4.0
78,603259.SH,603259,药明康德,化学制药,True,0.397,2438.62,"香港中央结算有限公司(陆股通)
高瓴资本管理有限公司-HCM基金二期(QFII)
中国银行股份有限公司-招商国证生物医药指数分级证券投资基金",3.0
79,300001.SZ,300001,特锐德,电气设备,True,0.39710000000000006,366.17,"中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元科新57号私募证券投资基金
基本养老保险基金一六零六一组合",4.0
80,300782.SZ,300782,卓胜微,元器件,True,0.39780000000000004,698.19,"中国工商银行股份有限公司-诺安成长混合型证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-诺安和鑫保本混合型证券投资基金
中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金",4.0
81,600549.SH,600549,厦门钨业,小金属,True,0.4011,267.01,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
82,300677.SZ,300677,英科医疗,医疗保健,True,0.4030000000000001,646.78,"中国银行股份有限公司-广发医疗保健股票型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-前海开源国家比较优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国建设银行股份有限公司-前海开源沪港深优势精选灵活配置混合型证券投资基金",5.0
83,600497.SH,600497,驰宏锌锗,铅锌,True,0.407,270.35,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金",4.0
84,002597.SZ,002597,金禾实业,食品,True,0.4092,254.42,"中国银行股份有限公司-国投瑞银精选收益灵活配置混合型证券投资基金
中国工商银行-广发稳健增长证券投资基金
荷兰汇盈资产管理公司-荷兰汇盈新兴市场股票基金
全国社保基金一零一组合
交通银行股份有限公司-华安策略优选混合型证券投资基金
香港中央结算有限公司(陆股通)
基本养老保险基金八零八组合
中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金",8.0
85,600989.SH,600989,宝丰能源,化工原料,True,0.4173,329.85,"中国建设银行股份有限公司-银华同力精选混合型证券投资基金
全国社保基金一一八组合
香港中央结算有限公司(陆股通)
中国银行股份有限公司-银华优质增长混合型证券投资基金
基本养老保险基金一五零六一组合
上海绿山投资中心(有限合伙)-绿山投资中国优势私募证券投资基金",6.0
86,002139.SZ,002139,拓邦股份,元器件,True,0.42060000000000003,96.7,"光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
中国工商银行股份有限公司-泰康策略优选灵活配置混合型证券投资基金
首域投资管理(英国)有限公司-首域环球伞子基金:首域中国增长基金",3.0
87,000633.SZ,000633,合金投资,综合类,True,0.4224,25.92,,0.0
88,300224.SZ,300224,正海磁材,元器件,True,0.42499999999999993,122.59,"中国长城资产管理股份有限公司
基本养老保险基金一二零四组合
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
上汽颀臻(上海)资产管理有限公司-上汽投资-颀瑞1号",5.0
89,603313.SH,603313,梦百合,家居用品,True,0.42790000000000006,145.72,"国泰基金管理有限公司-社保基金四二一组合
全国社保基金一一一组合
中国工商银行股份有限公司-泓德泓富灵活配置混合型证券投资基金
红塔证券-红塔证券股份有限公司-证券行业支持民企发展系列之红塔证券1号单一资产管理计划",4.0
90,002202.SZ,002202,金风科技,电气设备,True,0.43210000000000004,566.03,"全国社保基金一零二组合
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",4.0
91,600792.SH,600792,云煤能源,焦炭加工,True,0.4325,43.06,"中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金",2.0
92,605155.SH,605155,西大门,化工原料,True,0.4398,7.03,,0.0
93,600111.SH,600111,北方稀土,小金属,True,0.44530000000000003,686.29,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
包钢集团-银河证券-20包集EB担保及信托财产专户",4.0
94,002318.SZ,002318,久立特材,特种钢,True,0.4454,136.16,"中国银行股份有限公司-富国创新趋势股票型证券投资基金
中国农业银行股份有限公司-交银施罗德瑞思三年封闭运作混合型证券投资基金
中国工商银行股份有限公司-富国高新技术产业混合型证券投资基金
中国工商银行股份有限公司-嘉实周期优选混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金四一三组合
中泰证券资管-招商银行-中泰星河12号集合资产管理计划
中国工商银行股份有限公司-易方达价值精选混合型证券投资基金",8.0
95,600428.SH,600428,中远海特,水运,True,0.4467,112.91,"大成基金-农业银行-大成中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
前海开源基金-包商银行-前海开源定增11号资产管理计划
中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划",6.0
96,601877.SH,601877,正泰电器,电气设备,True,0.4497,875.9,"全国社保基金一一三组合
香港中央结算有限公司(陆股通)
全国社保基金一零一组合",3.0
97,600089.SH,600089,特变电工,电气设备,True,0.4641,495.49,"大成基金-农业银行-大成中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
香港中央结算有限公司(陆股通)
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划",12.0
98,002595.SZ,002595,豪迈科技,专用机械,True,0.4656,186.84,"中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
招商银行股份有限公司-泓德臻远回报灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
招商银行股份有限公司-泓德丰润三年持有期混合型证券投资基金",5.0
99,601615.SH,601615,明阳智能,机械基件,True,0.46629999999999994,226.83,"全国社保基金一零二组合
全国社保基金四一二组合
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
平阳凯天百业股权投资基金管理中心(有限合伙)
香港中央结算有限公司(陆股通)",5.0
100,603882.SH,603882,金域医学,医疗保健,True,0.4741,771.11,"交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
国创开元股权投资基金(有限合伙)",3.0
101,600295.SH,600295,鄂尔多斯,小金属,True,0.4749,86.46,香港中央结算有限公司(陆股通),1.0
102,601015.SH,601015,陕西黑猫,焦炭加工,True,0.4806,125.66,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
103,300496.SZ,300496,中科创达,软件服务,True,0.4835,431.68,"中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
全国社保基金一一零组合
香港中央结算有限公司(陆股通)
全国社保基金四零六组合
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金",6.0
104,601021.SH,601021,春秋航空,空运,True,0.48789999999999994,536.04,"招商银行股份有限公司-中欧瑞丰灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零六组合
民生加银基金-平安银行-民生加银鑫牛定向增发82号资产管理计划
上海明河投资管理有限公司-明河2016私募证券投资基金",5.0
105,601799.SH,601799,星宇股份,汽车配件,True,0.4989,600.83,"香港中央结算有限公司(陆股通)
全国社保基金一零六组合
全国社保基金四零六组合
中国建设银行股份有限公司-南方景气驱动混合型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
基本养老保险基金八零七组合",6.0
106,002648.SZ,002648,卫星石化,化工原料,True,0.5004,352.98,"鹏华基金管理有限公司-社保基金16051组合
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
香港中央结算有限公司(陆股通)
长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金",4.0
107,002415.SZ,002415,海康威视,电器仪表,True,0.5063,5431.9,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",3.0
108,600707.SH,600707,彩虹股份,元器件,True,0.5144000000000001,220.02,"北信瑞丰基金-浦发银行-北京国际信托-北京信托·轻盐丰收理财2015015号集合资金信托计划
合肥芯屏产业投资基金(有限合伙)",2.0
109,600486.SH,600486,扬农化工,农药化肥,True,0.5205,495.5,"香港中央结算有限公司(陆股通)
全国社保基金一零六组合
全国社保基金一零三组合
上海浦东发展银行股份有限公司-易方达裕丰回报债券型证券投资基金
中国工商银行股份有限公司-易方达安心回报债券型证券投资基金
中国银行股份有限公司-工银瑞信核心价值混合型证券投资基金
基本养老保险基金三零八组合",7.0
110,002352.SZ,002352,顺丰控股,仓储物流,True,0.5394,4485.82,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
香港中央结算有限公司(陆股通)
挪威中央银行-自有资金
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金",5.0
