,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
30,000610.SZ,000610,西安旅游,旅游服务,9.15,True,True,0.16,,0.0
31,002662.SZ,002662,京威股份,汽车配件,3.82,True,True,0.16,,0.0
32,600409.SH,600409,三友化工,化工原料,5.05,True,True,0.17,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
33,600749.SH,600749,西藏旅游,旅游景点,9.76,True,True,0.17,,0.0
34,002068.SZ,002068,黑猫股份,化工原料,4.72,True,True,0.17,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金
中国工商银行股份有限公司-中欧匠心两年持有期混合型证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金",6.0
35,000430.SZ,000430,张家界,旅游景点,5.44,True,True,0.18,诺德基金-兴业银行-上海建工集团投资有限公司,1.0
36,300718.SZ,300718,长盛轴承,机械基件,18.47,True,True,0.18,,0.0
37,000498.SZ,000498,山东路桥,建筑工程,5.69,True,True,0.18,"易方达基金-工商银行-易方达基金臻选2号资产管理计划
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中国银行股份有限公司-信诚中证基建工程指数型证券投资基金(LOF)",4.0
38,600620.SH,600620,天宸股份,综合类,7.04,True,True,0.2,深圳市诚和昌投资发展有限公司-诚和昌鸿基成长1号私募证券投资基金,1.0
39,600605.SH,600605,汇通能源,房产服务,13.13,True,True,0.21,中央汇金资产管理有限责任公司,1.0
40,000428.SZ,000428,华天酒店,酒店餐饮,3.97,True,True,0.21,深圳昭阳投资管理有限公司-昭阳1号私募证券投资基金,1.0
41,300385.SZ,300385,雪浪环境,环境保护,7.77,True,True,0.22,"中央汇金资产管理有限责任公司
中信银行股份有限公司-建信中证500指数增强型证券投资基金",2.0
42,688202.SH,688202,美迪西,医疗保健,134.88,True,True,0.22,"中国工商银行股份有限公司-博时科创主题3年封闭运作灵活配置混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
博时基金-国新投资有限公司-博时基金-国新2号单一资产管理计划
中国建设银行股份有限公司-长城医疗保健混合型证券投资基金
中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
中国建设银行股份有限公司-华宝医药生物优选混合型证券投资基金
中国建设银行股份有限公司-南方医药保健灵活配置混合型证券投资基金",8.0
43,600769.SH,600769,祥龙电业,建筑工程,6.6,True,True,0.23,,0.0
44,603517.SH,603517,绝味食品,食品,76.65,True,True,0.23,"广发基金管理有限公司-社保基金四二零组合
招商银行股份有限公司-交银施罗德瑞丰三年封闭运作混合型证券投资基金
香港中央结算有限公司(陆股通)
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
招商银行股份有限公司-交银施罗德新成长混合型证券投资基金
全国社保基金一零一组合",6.0
45,300195.SZ,300195,长荣股份,轻工机械,7.01,True,True,0.23,"云南国际信托有限公司-云信智兴2017-234号单一资金信托
鹏华资产-浦发银行-云南国际信托-云信智兴2017-237号单一资金信托
华泰柏瑞基金-民生银行-华泰柏瑞价值精选集合资产管理计划",3.0
46,002732.SZ,002732,燕塘乳业,乳制品,26.07,True,True,0.23,"中央汇金资产管理有限责任公司
北京浦来德资产管理有限责任公司-浦来德天天开心对冲1号证券投资基金
中国建设银行股份有限公司-鹏华优选价值股票型证券投资基金",3.0
47,000599.SZ,000599,青岛双星,汽车配件,5.14,True,True,0.23,"华能贵诚信托有限公司
招商财富-招商银行-国信金控1号专项资产管理计划
济南国惠兴鲁股权投资基金合伙企业(有限合伙)",3.0
48,603093.SH,603093,南华期货,多元金融,25.78,True,True,0.23,中国工商银行股份有限公司-申万菱信中证申万证券行业指数分级证券投资基金,1.0
49,002092.SZ,002092,中泰化学,化工原料,5.57,True,True,0.24,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
50,601216.SH,601216,君正集团,化工原料,3.08,True,True,0.24,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中信信诚资产-招商银行-诚融聚荷1号资产管理计划",3.0
51,000570.SZ,000570,苏常柴A,机械基件,5.41,True,True,0.24,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,1.0
52,601330.SH,601330,绿色动力,环境保护,11.6,True,True,0.25,"上海中汇金玖投资有限公司-保利龙马鸿利股权投资基金(天津)合伙企业(有限合伙)
安徽省江淮成长投资基金中心(有限合伙)
易方达基金-工商银行-易方达基金臻选2号资产管理计划",3.0
53,603227.SH,603227,雪峰科技,化工原料,4.57,True,True,0.25,,0.0
54,600618.SH,600618,氯碱化工,化工原料,8.88,True,True,0.26,中央汇金资产管理有限责任公司,1.0
55,002798.SZ,002798,帝欧家居,家居用品,40.4,True,True,0.27,"交通银行-融通行业景气证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金",3.0
56,600526.SH,600526,菲达环保,环境保护,6.24,True,True,0.28,,0.0
57,002896.SZ,002896,中大力德,机械基件,26.96,True,True,0.28,,0.0
58,603136.SH,603136,天目湖,旅游景点,30.27,True,True,0.29,"基本养老保险基金三零四组合
华夏基金华益3号股票型养老金产品-中国建设银行股份有限公司
上海蠡慧投资管理合伙企业(有限合伙)-蠡慧阿尔法契约型私募投资基金
华夏基金华兴8号股票型养老金产品-中国工商银行股份有限公司
华夏基金华兴7号股票型养老金产品-中国工商银行股份有限公司
兴业证券股份有限公司-博道久航混合型证券投资基金
上海蠡慧投资管理合伙企业(有限合伙)-蠡慧成长1号私募投资基金
上海蠡慧投资管理合伙企业(有限合伙)-蠡慧阿尔法2号私募投资基金",8.0
59,000566.SZ,000566,海南海药,化学制药,8.93,True,True,0.29,"云南国际信托有限公司-聚利36号单一资金信托
国通信托有限责任公司-国通信托·方泰1号集合资金信托计划
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽2号结构化集合资金信托计划
金元顺安基金-农业银行-杭州通武投资管理合伙企业(有限合伙)",4.0
60,600196.SH,600196,复星医药,化学制药,40.1,True,True,0.3,"中央汇金资产管理有限责任公司
基本养老保险基金八零二组合
香港中央结算有限公司(陆股通)
全国社保基金一一零组合
全国社保基金一一三组合",5.0
61,603603.SH,603603,博天环境,环境保护,8.6,True,True,0.3,"上海复星创富股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
国投创新(北京)投资基金有限公司",3.0
62,300662.SZ,300662,科锐国际,综合类,53.15,True,True,0.32,"广发基金管理有限公司-社保基金四二零组合
全国社保基金四零三组合
中国国际金融香港资产管理有限公司-客户资金
中国农业银行股份有限公司-华夏复兴混合型证券投资基金
中国建设银行股份有限公司-富国天博创新主题混合型证券投资基金
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金",6.0
63,002655.SZ,002655,共达电声,元器件,14.5,True,True,0.32,"中国工商银行-华安中小盘成长混合型证券投资基金
中国工商银行股份有限公司-华商新锐产业灵活配置混合型证券投资基金
中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
中国农业银行股份有限公司-华安智能装备主题股票型证券投资基金",4.0
64,601798.SH,601798,蓝科高新,化工机械,7.58,True,True,0.33,,0.0
65,600178.SH,600178,东安动力,汽车配件,5.8,True,True,0.33,广东泓骐私募证券投资基金管理有限公司-泓骐稳进1号私募证券投资基金,1.0
66,600778.SH,600778,友好集团,百货,5.78,True,True,0.33,,0.0
67,000690.SZ,000690,宝新能源,火力发电,6.26,True,True,0.33,"中央汇金资产管理有限责任公司
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
香港中央结算有限公司(陆股通)
南方基金-农业银行-南方中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划",10.0
68,300779.SZ,300779,惠城环保,环境保护,24.77,True,True,0.34,,0.0
69,300168.SZ,300168,万达信息,软件服务,25.94,True,True,0.34,"交通银行-融通行业景气证券投资基金
中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金",2.0
70,300839.SZ,300839,博汇股份,石油加工,31.39,True,True,0.34,,0.0
71,002216.SZ,002216,三全食品,食品,29.45,True,True,0.34,"中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
上海明河投资管理有限公司-明河成长2号私募证券投资基金",3.0
72,600052.SH,600052,浙江广厦,影视音像,4.41,True,True,0.35,,0.0
73,002378.SZ,002378,章源钨业,小金属,5.41,True,True,0.35,香港中央结算有限公司(陆股通),1.0
74,300481.SZ,300481,濮阳惠成,化工原料,23.11,True,True,0.35,"华润深国投信托有限公司-华润信托·淡水泉平衡5期集合资金信托计划
全国社保基金五零二组合
中国对外经济贸易信托有限公司-外贸信托-华夏未来领时对冲1号集合资金信托计划
中国对外经济贸易信托有限公司-淡水泉精选1期
北京芯动能投资基金(有限合伙)
民权中证国投创业投资基金(有限合伙)
财通基金-宁波银行-湖北鼎锋长江产业投资基金合伙企业(有限合伙)",7.0
75,300008.SZ,300008,天海防务,船舶,4.17,True,True,0.35,,0.0
76,600370.SH,600370,三房巷,纺织,3.87,True,True,0.35,,0.0
77,600198.SH,600198,大唐电信,通信设备,15.27,True,True,0.36,"嘉实基金-农业银行-嘉实中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划",2.0
78,002634.SZ,002634,棒杰股份,服饰,7.41,True,True,0.37,中央汇金资产管理有限责任公司,1.0
79,002705.SZ,002705,新宝股份,家用电器,43.72,True,True,0.37,"中央汇金资产管理有限责任公司
全国社保基金四零四组合
全国社保基金一零三组合
香港中央结算有限公司(陆股通)
全国社保基金一零七组合
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
浙江义乌市檀真投资管理合伙企业(有限合伙)-正心谷价值中国精选私募证券投资基金
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合",8.0
80,600765.SH,600765,中航重机,机械基件,12.9,True,True,0.38,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
基本养老保险基金一二零四组合
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国华融资产管理股份有限公司",6.0
81,300648.SZ,300648,星云股份,电器仪表,20.7,True,True,0.4,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金",2.0
82,002803.SZ,002803,吉宏股份,互联网,34.82,True,True,0.4,"华夏基金管理有限公司-社保基金四二二组合
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
中国银行股份有限公司-华夏行业精选混合型证券投资基金(LOF)",4.0
83,000540.SZ,000540,中天金融,多元金融,4.14,True,True,0.4,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
84,002283.SZ,002283,天润工业,汽车配件,6.11,True,True,0.41,,0.0
85,002059.SZ,002059,云南旅游,旅游景点,6.19,True,True,0.41,"中央汇金资产管理有限责任公司
上海博观投资管理有限公司-博观臻选三期证券投资基金",2.0
86,000786.SZ,000786,北新建材,其他建材,29.79,True,True,0.41,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行-汇添富成长焦点混合型证券投资基金
全国社保基金五零三组合
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
全国社保基金一零一组合",6.0
87,601968.SH,601968,宝钢包装,广告包装,6.96,True,True,0.42,浙商证券资管-光大银行-浙商汇金灵活定增集合资产管理计划,1.0
88,300261.SZ,300261,雅本化学,农药化肥,6.85,True,True,0.43,"华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
中央汇金资产管理有限责任公司",4.0
89,300758.SZ,300758,七彩化学,染料涂料,22.34,True,True,0.44,,0.0
90,002918.SZ,002918,蒙娜丽莎,其他建材,40.6,True,True,0.44,"基本养老保险基金一二零四组合
无锡汇蠡投资管理中心(有限合伙)-汇蠡水晶稳健私募证券投资基金
富达基金(香港)有限公司-客户资金
招商银行股份有限公司-汇添富绝对收益策略定期开放混合型发起式证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
中国工商银行股份有限公司-汇添富外延增长主题股票型证券投资基金",6.0
91,002461.SZ,002461,珠江啤酒,啤酒,11.91,True,True,0.44,"中央汇金资产管理有限责任公司
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
全国社保基金一一四组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国高新技术产业混合型证券投资基金",5.0
92,002810.SZ,002810,山东赫达,化工原料,39.93,True,True,0.45,"交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国建设银行-华夏红利混合型开放式证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金",6.0
93,300852.SZ,300852,四会富仕,元器件,69.71,True,True,0.46,,0.0
94,300850.SZ,300850,新强联,机械基件,41.45,True,True,0.46,,0.0
95,002286.SZ,002286,保龄宝,食品,10.66,True,True,0.46,"宁波趵朴富通资产管理中心(有限合伙)
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-南方大数据100指数证券投资基金",3.0
96,603378.SH,603378,亚士创能,染料涂料,59.9,True,True,0.46,"平安银行股份有限公司-平安智慧中国灵活配置混合型证券投资基金
全国社保基金五零二组合
富达基金(香港)有限公司-客户资金
中国银行股份有限公司-平安匠心优选混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
大华资产管理有限公司-大华中国A股创新基金
辽宁海通新能源低碳产业股权投资基金有限公司",7.0
97,601599.SH,601599,鹿港文化,影视音像,3.48,True,True,0.46,,0.0
98,600754.SH,600754,锦江酒店,酒店餐饮,38.94,True,True,0.47,"中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国长城资产管理股份有限公司
香港中央结算有限公司(陆股通)
弘毅(上海)股权投资基金中心(有限合伙)
中国银行-华夏大盘精选证券投资基金
上海国际集团资产管理有限公司
华安未来资产-工商银行-安信信托股份有限公司
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金",8.0
99,300561.SZ,300561,汇金科技,软件服务,21.31,True,True,0.47,,0.0
100,000601.SZ,000601,韶能股份,水力发电,7.67,True,True,0.47,深圳日昇创沅资产管理有限公司,1.0
101,603488.SH,603488,展鹏科技,电气设备,9.3,True,True,0.51,,0.0
102,300705.SZ,300705,九典制药,化学制药,16.96,True,True,0.51,"中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金",4.0
103,002164.SZ,002164,宁波东力,电气设备,4.63,True,True,0.51,富国基金-中国人寿保险股份有限公司-分红险-富国基金国寿股份成长股票型组合单一资产管理计划,1.0
104,002163.SZ,002163,海南发展,装修装饰,13.51,True,True,0.51,"中国对外经济贸易信托有限公司-鸿道3期
中航基金-浙商银行-中航基金同达1号资产管理计划
华润深国投信托有限公司-华润信托·鸿道聚利集合资金信托计划",3.0
105,603991.SH,603991,至正股份,塑料,42.24,True,True,0.51,上海纳华资产管理有限公司,1.0
106,002548.SZ,002548,金新农,饲料,10.56,True,True,0.52,,0.0
107,600784.SH,600784,鲁银投资,普钢,6.5,True,True,0.54,,0.0
108,300334.SZ,300334,津膜科技,专用机械,10.16,True,True,0.56,中央汇金资产管理有限责任公司,1.0
109,002959.SZ,002959,小熊电器,家用电器,153.4,True,True,0.57,"全国社保基金五零二组合
中国建设银行-宝康消费品证券投资基金
中国工商银行股份有限公司-南方新优享灵活配置混合型证券投资基金
中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金
中国工商银行股份有限公司-南方ESG主题股票型证券投资基金
中国银行股份有限公司-华安汇智精选两年持有期混合型证券投资基金
中国建设银行股份有限公司-南方现代教育股票型证券投资基金
中国银行股份有限公司-大成优选混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发价值优势混合型证券投资基金",9.0
110,002105.SZ,002105,信隆健康,文教休闲,7.93,True,True,0.6,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",3.0
111,300123.SZ,300123,亚光科技,半导体,16.94,True,True,0.6,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
香港中央结算有限公司(陆股通)
银河资本-浙商银行-银河资本-鑫鑫一号资产管理计划
湖南省资产管理有限公司",4.0
112,605199.SH,605199,葫芦娃,中成药,12.02,True,True,0.61,,0.0
113,300849.SZ,300849,锦盛新材,塑料,32.46,True,True,0.61,,0.0
114,600732.SH,600732,爱旭股份,电气设备,12.97,True,True,0.62,博时新兴成长混合型证券投资基金,1.0
115,603129.SH,603129,春风动力,摩托车,90.79,True,True,0.62,"兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
鹏华基金-建设银行-中国人寿-中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合
中国国际金融香港资产管理有限公司-客户资金
基本养老保险基金一六零二一组合
全国社保基金五零三组合
中国工商银行股份有限公司-富国龙头优势混合型证券投资基金
中信信托有限责任公司-中信信托锐进52期泓澄投资集合资金信托计划",7.0
116,300323.SZ,300323,华灿光电,半导体,8.57,True,True,0.63,上海虎铂新能股权投资基金合伙企业(有限合伙),1.0
117,000421.SZ,000421,南京公用,供气供热,6.74,True,True,0.64,,0.0
118,000037.SZ,000037,深南电A,火力发电,19.98,True,True,0.69,,0.0
119,300551.SZ,300551,古鳌科技,IT设备,28.26,True,True,0.73,中国工商银行股份有限公司-金鹰核心资源混合型证券投资基金,1.0
120,600291.SH,600291,西水股份,保险,14.38,True,True,0.74,"深圳平安大华汇通财富-包商银行-中融国际信托-中融-融珲30号单一资金信托
雪松国际信托股份有限公司",2.0
121,000526.SZ,000526,紫光学大,文教休闲,73.9,True,True,0.76,,0.0
122,300847.SZ,300847,中船汉光,化工原料,17.7,True,True,0.77,,0.0
123,300501.SZ,300501,海顺新材,广告包装,21.7,True,True,0.81,,0.0
124,600723.SH,600723,首商股份,百货,11.67,True,True,0.84,"中国工商银行股份有限公司-广发睿阳三年定期开放混合型证券投资基金
中央汇金资产管理有限责任公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
基本养老保险基金八零五组合",4.0
125,000524.SZ,000524,岭南控股,酒店餐饮,11.12,True,True,0.85,,0.0
126,600760.SH,600760,中航沈飞,航空,59.47,True,True,0.87,"中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金
中国华融资产管理股份有限公司",8.0
127,300238.SZ,300238,冠昊生物,医疗保健,30.61,True,True,0.88,"云南国际信托有限公司-云信-弘瑞29号集合资金信托计划
浙商金汇信托股份有限公司-浙金·冠昊生物1号员工持股集合资金信托计划
广东智硕资产管理有限公司-智硕莲花1号私募证券投资基金
华融国际信托有限责任公司-华融·汇盈32号证券投资单一资金信托",4.0
128,600211.SH,600211,西藏药业,中成药,77.42,True,True,0.92,,0.0
129,300840.SZ,300840,酷特智能,服饰,16.68,True,True,0.95,,0.0
130,002626.SZ,002626,金达威,食品,44.8,True,True,0.95,"全国社保基金一零二组合
全国社保基金六零四组合
香港中央结算有限公司(陆股通)",3.0
131,603718.SH,603718,海利生物,生物制药,33.96,True,True,0.96,,0.0
132,300845.SZ,300845,捷安高科,软件服务,53.88,True,True,1.12,,0.0
133,000698.SZ,000698,沈阳化工,化工原料,6.83,True,True,1.23,"中央汇金资产管理有限责任公司
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)",2.0
134,600956.SH,600956,新天绿能,新型电力,11.64,True,True,1.54,,0.0
135,300843.SZ,300843,胜蓝股份,元器件,36.54,True,True,1.54,,0.0
136,603087.SH,603087,甘李药业,生物制药,231.8,True,True,1.54,,0.0
137,603069.SH,603069,海汽集团,公路,34.65,True,True,2.11,,0.0
138,300846.SZ,300846,首都在线,软件服务,15.25,True,True,2.14,,0.0
139,300841.SZ,300841,康华生物,生物制药,599.0,True,True,4.91,,0.0
