,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE,concept
34,601011.SH,601011,宝泰隆,焦炭加工,1.0,9.9861,7.93,"煤炭, 石墨电极, 甲醇, 业绩预增, 锂电池, 新能源汽车, 石墨烯, "
35,300628.SZ,300628,亿联网络,通信设备,1.0,10.0,109.45,"MSCI, 云计算, "
36,601028.SH,601028,玉龙股份,钢加工,1.0,9.9485,6.41,"油气改革, 天然气, 锂电池, 新能源汽车, 石墨烯, "
37,601799.SH,601799,星宇股份,汽车配件,1.0,10.0074,73.98,"汽车零部件, 无人驾驶, "
38,000510.SZ,000510,金路集团,化工原料,1.0,9.9828,6.39,"烧碱, PVC, 教育, 石墨烯, 年报季报, "
39,603110.SH,603110,东方材料,染料涂料,1.0,9.9936,17.17,"回购, 石墨烯, "
40,603168.SH,603168,莎普爱思,化学制药,1.0,9.9562,10.05,"医药, 化学药, 眼科, 股权转让, "
41,000413.SZ,000413,东旭光电,元器件,1.0,10.0787,6.99,"OLED, MSCI, 新能源整车, 汽车整车, 华为产业链, 定增破发, 燃料电池, 智能制造, 新能源汽车, 石墨烯, 智慧城市, 3D玻璃, 机器人, "
42,603363.SH,603363,傲农生物,饲料,1.0,10.0211,26.13,"饲料, 养猪, 动物保健, "
43,603519.SH,603519,立霸股份,家用电器,1.0,9.9768,14.22,"白色家电, 家电, "
44,603681.SH,603681,永冠新材,化工原料,1.0,10.0063,34.74,"次新股, "
45,603716.SH,603716,塞力斯,医药商业,1.0,10.0086,25.72,"兜底式增持, 医疗器械, 体外诊断, 工业大麻, "
46,002355.SZ,002355,兴民智通,汽车配件,1.0,10.0096,11.43,"北汽新能源, 回购, 汽车零部件, 物联网, 无人驾驶, 3D打印, 智能制造, 大数据, 股权转让, "
47,300622.SZ,300622,博士眼镜,其他商业,1.0,10.0,23.54,"高送转-预期, 眼科, "
48,002631.SZ,002631,德尔未来,家居用品,1.0,10.0,10.01,"石墨烯, 家具家居, "
49,300578.SZ,300578,会畅通讯,通信设备,1.0,10.0171,25.81,"业绩预增, 大数据, 资产重组, "
50,002692.SZ,002692,远程股份,电气设备,1.0,10.099,5.56,"特高压, 军工, 军民融合, "
51,002711.SZ,002711,欧浦智网,仓储物流,1.0,10.0418,5.26,"供应链金融, 智慧物流, 高质押率, 智能制造, 快递物流, 区块链, 股权转让, "
52,002788.SZ,002788,鹭燕医药,医药商业,1.0,10.0,17.6,"医药商业, 医药, 中药, 医疗器械, "
53,300023.SZ,300023,宝德股份,专用机械,1.0,10.0279,7.9,"油服, 页岩气, 工业自动化, 智能制造, 强势人气股, "
54,300035.SZ,300035,中科电气,电气设备,1.0,10.0162,6.81,"超级高铁, 锂电池, 新能源汽车, 石墨烯, "
55,300116.SZ,300116,坚瑞沃能,电气设备,1.0,10.0,2.09,"锂电池, 新能源汽车, 低价股, "
56,300128.SZ,300128,锦富技术,元器件,1.0,10.0569,5.8,"OLED, 新零售, 石油化工, 物联网, 光伏, 大数据, 云计算, 石墨烯, 股权转让, VR&AR, 苹果产业链, "
57,300134.SZ,300134,大富科技,通信设备,1.0,9.9749,17.53,"5G, OLED, 特斯拉, 华为产业链, 无人驾驶, 高质押率, 石墨烯, 股权转让, VR&AR, 国资入股, 虹膜识别, "
58,300194.SZ,300194,福安药业,化学制药,1.0,9.98,11.02,"医药, 化学药, 工业大麻, "
59,300238.SZ,300238,冠昊生物,医疗保健,1.0,9.9939,18.05,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
60,300254.SZ,300254,仟源医药,化学制药,1.0,9.989,10.02,"二胎, 医药, 中药, 创新药, 化学药, 基因测序, "
61,300265.SZ,300265,通光线缆,电气设备,1.0,10.0,11.33,"5G, 特高压, 光通信, 军工, 军民融合, "
62,300266.SZ,300266,兴源环境,环境保护,1.0,10.034,6.47,"固废处理, 定增破发, 环保, 污水处理, 股权转让, 国资入股, 资产重组, "
63,300317.SZ,300317,珈伟新能,半导体,1.0,10.0,7.7,"光伏, 高质押率, 锂电池, 新能源汽车, 石墨烯, 共享经济, LED, "
64,002630.SZ,002630,华西能源,专用机械,1.0,10.0244,4.5,"石墨烯, 资产重组, "
65,300404.SZ,300404,博济医药,医疗保健,1.0,10.0285,19.31,"医药, 创新药, "
66,002628.SZ,002628,成都路桥,建筑施工,1.0,10.0,7.26,"大基建, "
67,300435.SZ,300435,中泰股份,机械基件,1.0,10.0274,20.08,"天然气, 煤化工, 燃料电池, 资产重组, "
68,002524.SZ,002524,光正集团,医疗保健,1.0,10.0494,6.68,"一带一路, 民营医院, 装配式建筑, 新疆, 眼科, 壳公司, 创投, "
69,002498.SZ,002498,汉缆股份,电气设备,1.0,9.9125,3.77,"特高压, "
70,300508.SZ,300508,维宏股份,软件服务,1.0,10.0,31.9,"工业自动化, 智能制造, 工业互联网, "
71,002471.SZ,002471,中超控股,电气设备,1.0,10.137,4.02,"新能源汽车, 石墨烯, 充电桩, 科创板概念股, "
72,002418.SZ,002418,康盛股份,机械基件,1.0,10.0826,6.66,"新能源整车, 汽车整车, 白色家电, 家电, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
73,603906.SH,603906,龙蟠科技,化工原料,1.0,9.9644,12.36,"社保重仓, 石油化工, "
