,ts_code,symbol,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_WEIGHT_MIN_INDEX,COL_WEIGHT_MAX_INDEX,COL_LASTPRICE,concept
25,000716.SZ,000716,黑芝麻,食品,6.16,1.0,0.0,5.51,"食品, 休闲食品, 锂电池, 新能源汽车, 广西, "
26,300123.SZ,300123,亚光科技,船舶,6.02,1.0,0.0,13.13,"5G, 回购, 业绩预增, 军工, 军民融合, 半导体, 股权转让, 国产芯片, 智慧安防, "
27,002668.SZ,002668,奥马电器,家用电器,5.87,2.0,1.0,6.44,"供应链金融, 白色家电, 家电, 互联网金融, 区块链, 股权转让, 国资入股, "
28,300659.SZ,300659,中孚信息,软件服务,5.83,4.0,1.0,36.24,"网络安全, 国产软件, 资产重组, "
29,000925.SZ,000925,众合科技,专用机械,5.72,2.0,1.0,7.37,"阿里巴巴概念股, 华为产业链, 雄安-园林环保, 定增破发, 雄安新区, 移动支付, 智慧城市, 腾讯概念股, 高校系, 高铁轨交, LED, "
30,600626.SH,600626,申达股份,纺织,5.63,2.0,0.0,7.6,"汽车零部件, 上海国企改革, 进口博览会, "
31,300069.SZ,300069,金利华电,电气设备,5.56,2.0,0.0,15.03,"特高压, 燃料电池, 影视, "
32,002020.SZ,002020,京新药业,化学制药,5.51,2.0,0.0,11.99,"回购, 参股券商, 医药, 化学药, 迈瑞医疗概念股, "
33,601789.SH,601789,宁波建工,建筑施工,5.49,4.0,1.0,4.99,"装配式建筑, 环杭州湾大湾区, 云计算, "
34,002893.SZ,002893,华通热力,供气供热,5.46,2.0,0.0,17.29,"高送转-预期, "
35,300056.SZ,300056,三维丝,环境保护,5.25,2.0,0.0,7.41,"兜底式增持, 大气治理, 环保, 举牌股, 股权争夺, "
36,603882.SH,603882,金域医学,医疗保健,5.25,3.0,0.0,35.3,"华为产业链, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 体外诊断, "
37,000919.SZ,000919,金陵药业,化学制药,5.13,1.0,0.0,8.67,"健康中国, 民营医院, 养老产业, 医药, 中药, 创投, "
38,603233.SH,603233,大参林,医药商业,5.12,2.0,0.0,47.9,"健康中国, 新进指数成份股, 医药商业, 医药, "
39,603679.SH,603679,华体科技,电气设备,5.11,1.0,0.0,50.35,"华为产业链, 新能源汽车, 智慧城市, 共享经济, LED, 充电桩, "
40,600452.SH,600452,涪陵电力,水力发电,5.08,1.0,0.0,26.81,"特高压, 电改, 央企改革, "
41,600600.SH,600600,青岛啤酒,啤酒,5.08,1.0,0.0,51.0,"啤酒, MSCI, 大消费, 新零售, 山东国企改革, "
42,603887.SH,603887,城地股份,建筑施工,5.04,3.0,1.0,18.18,"云计算, 资产重组, "
43,300202.SZ,300202,聚龙股份,专用机械,4.97,4.0,1.0,8.24,"国家队重仓, 社保重仓, 物联网, 高质押率, 智能制造, 互联网金融, 区块链, 无人商店, 机器视觉, 资产重组, 人脸识别, "
44,600610.SH,600610,*ST毅达,建筑施工,4.93,1.0,0.0,3.26,"园林, PPP, ST股, "
45,002467.SZ,002467,二六三,电信运营,4.84,8.0,1.0,9.55,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
46,300526.SZ,300526,中潜股份,专用机械,4.76,3.0,1.0,13.19,"纺织服装, 智能制造, 机器人, 体育产业, "
47,002496.SZ,002496,辉丰股份,农药化肥,4.73,1.0,0.0,3.37,"农药, 草铵膦, ST摘帽, "
48,002325.SZ,002325,洪涛股份,装修装饰,4.57,2.0,1.0,3.67,"教育, 智慧城市, 装修装饰, "
49,002795.SZ,002795,永和智控,机械基件,4.56,1.0,0.0,16.0,"高质押率, "
50,000999.SZ,000999,华润三九,中成药,4.56,2.0,0.0,29.5,"高股息, MSCI, 央企改革, 社保重仓, 业绩预增, 保健品, 食品, 医药, 中药, 流感, "
51,603289.SH,603289,泰瑞机器,专用机械,4.55,1.0,0.0,11.27,
52,600521.SH,600521,华海药业,化学制药,4.49,1.0,0.0,14.97,"MSCI, 医药, 创新药, 化学药, "
53,600332.SH,600332,白云山,中成药,4.48,2.0,0.0,45.49,"MSCI, 阿里巴巴概念股, 高送转-预期, 业绩预增, 饮料, 保健品, 食品, 医药, 中药, 创新药, 化学药, 疫苗, 流感, "
54,002759.SZ,002759,天际股份,家用电器,4.47,2.0,0.0,11.38,"业绩预增, 小家电, 高质押率, 家电, 锂电池, 新能源汽车, "
55,000860.SZ,000860,顺鑫农业,白酒,4.32,1.0,0.0,58.0,"MSCI, 社保重仓, 白酒, 养猪, 业绩预增, 京津冀, "
56,603111.SH,603111,康尼机电,运输设备,4.32,1.0,0.0,5.31,"一带一路, 社保重仓, 定增破发, 小米概念股, 高铁轨交, "
57,600053.SH,600053,九鼎投资,多元金融,4.28,1.0,0.0,25.25,"高质押率, 房地产, 互联网金融, 移动支付, 跨境电商, 创投, "
58,002910.SZ,002910,庄园牧场,乳制品,4.24,1.0,0.0,14.88,"食品, 乳业（奶粉）, "
59,300392.SZ,300392,腾信股份,互联网,4.2,2.0,1.0,9.66,"股权转让, 国资入股, 独角兽, "
60,600177.SH,600177,雅戈尔,服饰,4.17,2.0,0.0,9.54,"高股息, MSCI, 业绩预增, 纺织服装, 债转股-AMC, 房地产, 互联网金融, 工业大麻, "
61,000523.SZ,000523,广州浪奇,日用化工,4.16,2.0,0.0,6.01,"社保重仓, 粤港澳大湾区, 食品, 白糖, "
62,603377.SH,603377,东方时尚,汽车服务,4.13,1.0,0.0,17.11,"教育, 社保重仓, 回购, 通用航空, 高质押率, "
63,000895.SZ,000895,双汇发展,食品,4.1,1.0,0.0,27.83,"高股息, 白马股, MSCI, 大消费, 食品, "
64,600099.SH,600099,林海股份,摩托车,4.06,2.0,0.0,8.18,"央企改革, 乡村振兴, "
65,601717.SH,601717,郑煤机,工程机械,4.03,1.0,0.0,6.18,"业绩预增, 汽车零部件, 工业自动化, 机械, 河南自贸区, 智能制造, 自贸区, "
66,002417.SZ,002417,深南股份,多元金融,4.02,2.0,0.0,9.66,"供应链金融, 互联网金融, 大数据, 云计算, "
67,603398.SH,603398,邦宝益智,文教休闲,3.99,1.0,0.0,15.02,"二胎, 人民币贬值受益, 资产重组, 动漫, "
68,002425.SZ,002425,凯撒文化,互联网,3.97,2.0,1.0,7.0,"业绩预增, 纺织服装, 游戏, 手游, 动漫, "
69,300468.SZ,300468,四方精创,软件服务,3.95,1.0,0.0,17.91,"区块链, 国产软件, 国资入股, "
70,603309.SH,603309,维力医疗,医疗保健,3.93,2.0,1.0,19.19,"医疗器械, "
71,000850.SZ,000850,华茂股份,纺织,3.93,2.0,0.0,5.39,"棉花, 纺织服装, "
72,300537.SZ,300537,广信材料,染料涂料,3.89,2.0,1.0,15.06,"5G, PCB板, 华为产业链, "
73,600079.SH,600079,人福医药,化学制药,3.88,1.0,0.0,11.75,"MSCI, 民营医院, 社保重仓, 芬太尼概念, 参股券商, 养老产业, 定增破发, 医药, 化学药, 疫苗, 医疗器械, 体外诊断, "
74,600807.SH,600807,ST天业,区域地产,3.84,2.0,0.0,5.26,"房地产, 举牌股, ST股, 壳公司, 黄金, "
75,300404.SZ,300404,博济医药,医疗保健,3.83,9.0,0.0,22.59,"医药, 创新药, "
76,601865.SH,601865,福莱特,玻璃,3.82,7.0,1.0,13.19,"次新股, 光伏, "
77,600410.SH,600410,华胜天成,软件服务,3.81,5.0,1.0,10.43,"阿里巴巴概念股, 国家队重仓, 回购, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, "
78,603508.SH,603508,思维列控,软件服务,3.78,4.0,0.0,54.0,"回购, 无人机, 高铁轨交, 资产重组, "
79,300292.SZ,300292,吴通控股,软件服务,3.77,9.0,1.0,6.75,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, "
80,600469.SH,600469,风神股份,汽车配件,3.75,1.0,0.0,4.81,"央企改革, 回购, 重卡, 轮胎, "
81,002197.SZ,002197,证通电子,电器仪表,3.74,1.0,0.0,8.88,"回购, 网络安全, 互联网金融, 新能源汽车, 移动支付, 云计算, 智慧城市, 国资入股, LED, 充电桩, 无人银行, "
82,002545.SZ,002545,东方铁塔,钢加工,3.71,4.0,1.0,7.92,"特高压, 业绩预增, 风电, 3D打印, 智能制造, "
83,600026.SH,600026,中远海能,水运,3.69,1.0,0.0,6.89,"MSCI, 航运, 央企改革, 破净股, 天然气, 进口博览会, "
84,603600.SH,603600,永艺股份,家居用品,3.68,2.0,1.0,10.17,"家具家居, "
85,600755.SH,600755,厦门国贸,商贸代理,3.67,1.0,0.0,8.83,"美团概念股, 转基因, 福建自贸区, 参股券商, 供应链金融, 信托, 自贸区, 期货概念, 独角兽, 科创板概念股, "
86,603027.SH,603027,千禾味业,食品,3.66,2.0,0.0,23.17,"社保重仓, 调味品, 业绩预增, 食品, "
87,600322.SH,600322,天房发展,区域地产,3.64,4.0,0.0,4.55,"雄安-地产, 破净股, 房地产, 雄安新区, 京津冀, 自贸区, 天津国企改革, 天津自贸区, "
88,300550.SZ,300550,和仁科技,软件服务,3.63,2.0,1.0,65.9,"互联网医疗, 国产软件, 医疗信息化, "
89,603519.SH,603519,立霸股份,家用电器,3.63,9.0,0.0,16.76,"白色家电, 家电, "
90,002698.SZ,002698,博实股份,化工机械,3.61,1.0,0.0,13.25,"业绩预增, 智能制造, 医疗器械, 高校系, 机器人, "
91,600238.SH,600238,ST椰岛,红黄药酒,3.58,1.0,0.0,8.95,"饮料, 保健品, 食品, 海南自由贸易港, 举牌股, 自贸区, 自由贸易港, ST股, 海南, 燃料乙醇, "
92,600127.SH,600127,金健米业,农业综合,3.57,1.0,0.0,3.61,"乡村振兴, 食品, 湖南国企改革, 乳业（奶粉）, "
93,002586.SZ,002586,围海股份,建筑施工,3.52,1.0,0.0,5.09,"水务, 定增破发, 环杭州湾大湾区, 高质押率, 水利, PPP, 雄安新区, 雄安-工程基建, "
94,000031.SZ,000031,大悦城,全国地产,3.52,1.0,0.0,6.89,"央企改革, 房地产, 资产重组, "
95,300510.SZ,300510,金冠股份,电气设备,3.51,2.0,1.0,11.3,"智能仪表, 锂电池, 新能源汽车, 股权转让, 国资入股, 资产重组, 充电桩, "
96,002050.SZ,002050,三花智控,机械基件,3.49,1.0,0.0,15.9,"MSCI, 特斯拉, 蔚来汽车概念股, 回购, 汽车零部件, 小家电, 白色家电, 家电, "
97,002803.SZ,002803,吉宏股份,广告包装,3.42,2.0,1.0,24.5,"业绩预增, 跨境电商, 包装印刷, "
98,300421.SZ,300421,力星股份,机械基件,3.41,1.0,0.0,10.21,"回购, 高送转, "
99,300042.SZ,300042,朗科科技,电脑设备,3.38,5.0,0.0,14.9,"高质押率, 高送转, 知识产权, "
100,600993.SH,600993,马应龙,中成药,3.37,2.0,0.0,17.3,"民营医院, 医药, 中药, 基因测序, "
101,300366.SZ,300366,创意信息,软件服务,3.36,4.0,1.0,10.09,"5G, 华为产业链, 大数据, 智慧城市, 国产软件, "
102,600310.SH,600310,桂东电力,水力发电,3.35,2.0,0.0,5.36,"水电, 电改, 参股券商, 广西, "
103,300338.SZ,300338,开元股份,文教休闲,3.35,4.0,0.0,12.33,"教育, 社保重仓, 智能仪表, "
104,600694.SH,600694,大商股份,百货,3.34,1.0,0.0,29.44,"安邦系, 新零售, 宝能系, "
105,603108.SH,603108,润达医疗,医药商业,3.33,1.0,0.0,12.66,"互联网医疗, 医疗信息化, 体外诊断, 资产重组, "
106,300146.SZ,300146,汤臣倍健,食品,3.32,3.0,0.0,21.69,"高股息, 大消费, 社保重仓, 饮料, 粤港澳大湾区, 保健品, 食品, 基因测序, 人工智能, 资产重组, "
107,300411.SZ,300411,金盾股份,专用机械,3.32,1.0,0.0,9.01,"核电, 军工, 定增破发, 高质押率, 高铁轨交, "
108,600072.SH,600072,中船科技,船舶,3.32,1.0,0.0,13.72,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 业绩预增, 军工, 军民融合, 机械, PPP, "
109,002270.SZ,002270,华明装备,电气设备,3.32,1.0,0.0,5.31,"资产重组, "
110,300082.SZ,300082,奥克股份,化工原料,3.29,1.0,0.0,7.55,"石油化工, 光伏, 锂电池, 新能源汽车, "
111,000786.SZ,000786,北新建材,其他建材,3.26,1.0,0.0,19.31,"MSCI, 央企改革, 社保重仓, 装配式建筑, 雄安-建材, 雄安新区, "
112,600998.SH,600998,九州通,医药商业,3.25,3.0,1.0,15.7,"MSCI, 新进指数成份股, 医药商业, 医药, 互联网医疗, "
113,002411.SZ,002411,延安必康,化学制药,3.22,3.0,0.0,20.31,"高质押率, 医药, 中药, 化学药, 锂电池, 新能源汽车, 股权转让, 国资入股, "
114,600020.SH,600020,中原高速,路桥,3.2,1.0,0.0,5.37,"高速公路, 信托, 河南自贸区, 自贸区, 科创板概念股, 创投, "
115,002595.SZ,002595,豪迈科技,专用机械,3.19,2.0,0.0,20.67,"轮胎, "
116,000096.SZ,000096,广聚能源,石油贸易,3.18,2.0,0.0,11.69,"油气改革, 粤港澳大湾区, 石油化工, 深圳本地股/深汕合作, "
117,002102.SZ,002102,ST冠福,化学制药,3.17,2.0,0.0,2.35,"破净股, 医药, 化学药, 维生素, 低价股, 股权转让, ST股, "
118,600739.SH,600739,辽宁成大,商贸代理,3.15,1.0,0.0,14.16,"MSCI, 油服, 医药商业, 参股券商, 页岩气, 医药, 疫苗, 举牌股, "
119,002212.SZ,002212,南洋股份,电气设备,3.14,1.0,0.0,15.16,"核电, 网络安全, 量子通信, 新能源汽车, 大数据, 充电桩, "
120,600618.SH,600618,氯碱化工,化工原料,3.14,1.0,0.0,9.26,"烧碱, 上海国企改革, "
121,600356.SH,600356,恒丰纸业,造纸,3.14,1.0,0.0,8.39,"造纸, 工业大麻, "
122,600336.SH,600336,澳柯玛,家用电器,3.14,1.0,0.0,4.79,"业绩预增, 无人驾驶, 山东国企改革, 白色家电, 家电, 冷链, 无人商店, "
123,002763.SZ,002763,汇洁股份,服饰,3.13,2.0,0.0,10.18,"纺织服装, 化妆品, "
124,600436.SH,600436,片仔癀,中成药,3.13,1.0,0.0,115.3,"高价股, 白马股, MSCI, 大消费, 保健品, 食品, 医药, 中药, 化妆品, "
125,000007.SZ,000007,全新好,酒店餐饮,3.12,1.0,0.0,6.3,"举牌股, 国资入股, 资产重组, 壳公司, "
126,000793.SZ,000793,华闻传媒,出版业,3.11,1.0,0.0,4.04,"参股券商, 破净股, 物联网, 海南自由贸易港, 自贸区, 自由贸易港, VR&AR, 海南, 动漫, 创投, "
127,000790.SZ,000790,泰合健康,中成药,3.09,1.0,0.0,5.8,"医药, 中药, 眼科, "
128,000004.SZ,000004,国农科技,生物制药,3.05,5.0,0.0,25.28,"网络安全, 资产重组, 游戏, 壳公司, "
129,600064.SH,600064,南京高科,园区开发,3.03,1.0,0.0,11.4,"房地产, 创投, "
130,000606.SZ,000606,顺利办,互联网,3.02,1.0,0.0,7.74,"业绩预增, 大数据, 区块链, 创投, "
131,000729.SZ,000729,燕京啤酒,啤酒,3.0,1.0,0.0,7.38,"啤酒, MSCI, 大消费, 举牌股, "
132,603033.SH,603033,三维股份,橡胶,2.99,1.0,0.0,26.07,"煤化工, 高铁轨交, 资产重组, "
133,603966.SH,603966,法兰泰克,机械基件,2.98,1.0,0.0,13.67,"机械, "
134,601113.SH,601113,华鼎股份,化纤,2.96,1.0,0.0,7.73,"业绩预增, 锦纶（尼龙）, 石油化工, 跨境电商, 股权转让, 国资入股, "
135,600201.SH,600201,生物股份,生物制药,2.94,1.0,0.0,16.08,"MSCI, 内蒙古, 回购, 动物保健, "
136,601588.SH,601588,北辰实业,区域地产,2.93,4.0,0.0,4.08,"北京城市规划, 破净股, 房地产, 京津冀, "
137,300353.SZ,300353,东土科技,通信设备,2.92,2.0,0.0,13.68,"军工, 军民融合, 兜底式增持, 物联网, 大数据, 工业互联网, 半导体, 智慧城市, 国产芯片, 国产操作系统, "
138,000936.SZ,000936,华西股份,化纤,2.91,1.0,0.0,9.44,"涤纶, 业绩预增, 参股券商, 宁德时代概念股, 人工智能, 半导体, 共享经济, 迈瑞医疗概念股, 独角兽, 知识产权, 科创板概念股, 创投, "
139,002709.SZ,002709,天赐材料,化工原料,2.9,1.0,0.0,28.3,"有机硅, 业绩预增, 石油化工, 锂电池, 新能源汽车, "
140,002158.SZ,002158,汉钟精机,工程机械,2.89,7.0,1.0,11.67,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
141,300686.SZ,300686,智动力,元器件,2.86,1.0,0.0,16.75,"OLED, 小米概念股, "
142,603730.SH,603730,岱美股份,汽车配件,2.86,2.0,0.0,28.15,"蔚来汽车概念股, 回购, 汽车零部件, "
143,002723.SZ,002723,金莱特,家用电器,2.86,5.0,1.0,14.1,"小家电, 家电, 资产重组, "
144,002370.SZ,002370,亚太药业,化学制药,2.86,2.0,0.0,18.2,"医药, 创新药, 化学药, "
145,603226.SH,603226,菲林格尔,家居用品,2.85,9.0,0.0,26.79,"家具家居, "
146,603707.SH,603707,健友股份,化学制药,2.82,1.0,0.0,33.44,"社保重仓, 医药, 化学药, "
147,300571.SZ,300571,平治信息,互联网,2.81,1.0,0.0,44.78,"教育, 业绩预增, 独角兽, "
148,002555.SZ,002555,三七互娱,互联网,2.81,1.0,0.0,13.68,"MSCI, 回购, 定增破发, VR&AR, 游戏, 手游, 动漫, "
149,601177.SH,601177,杭齿前进,机械基件,2.81,1.0,0.0,10.49,"军工, 浙江国企改革, 债转股-AMC, 股权转让, "
150,000885.SZ,000885,城发环境,公路,2.81,1.0,0.0,10.13,"高速公路, 固废处理, 河南自贸区, PPP, 环保, 自贸区, "
151,002395.SZ,002395,双象股份,塑料,2.8,1.0,0.0,15.93,"煤化工, 足球, 体育产业, "
152,603167.SH,603167,渤海轮渡,水运,2.8,2.0,1.0,10.67,"航运, 回购, 中韩自贸区, 海南自由贸易港, 自贸区, 自由贸易港, "
153,002113.SZ,002113,ST天润,互联网,2.79,3.0,1.0,2.98,"教育, 业绩预增, 定增破发, ST股, 游戏, 手游, "
154,600100.SH,600100,同方股份,电脑设备,2.78,1.0,0.0,10.41,"血制品, 太赫兹, 海绵城市, PPP, 移动支付, 大数据, 云计算, 无人商店, 智慧城市, 股权转让, 高校系, 智慧安防, LED, 创投, 电子车牌, "
155,000600.SZ,000600,建投能源,火力发电,2.77,1.0,0.0,7.77,"火电, 电改, 核电, 业绩预增, 雄安-公共服务, 雄安新区, 京津冀, "
156,603585.SH,603585,苏利股份,化工原料,2.76,1.0,0.0,24.0,"农药, "
157,600289.SH,600289,*ST信通,软件服务,2.75,5.0,0.0,3.55,"5G, 网络安全, 大数据, 智慧城市, ST股, "
158,000043.SZ,000043,中航善达,房产服务,2.75,8.0,0.0,10.54,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, "
159,603008.SH,603008,喜临门,家居用品,2.74,1.0,0.0,11.28,"社保重仓, 股权转让, 家具家居, 影视, "
160,603713.SH,603713,密尔克卫,仓储物流,2.72,2.0,1.0,41.16,"业绩预增, 供应链金融, 快递物流, 跨境电商, "
161,603878.SH,603878,武进不锈,钢加工,2.72,5.0,1.0,16.52,"钢铁, 业绩预增, "
162,300201.SZ,300201,海伦哲,专用机械,2.7,1.0,0.0,5.02,"军工, 军民融合, 工业自动化, 智能制造, 资产重组, 机器人, LED, "
163,002153.SZ,002153,石基信息,软件服务,2.69,2.0,1.0,31.14,"MSCI, 阿里巴巴概念股, 新零售, 互联网金融, 移动支付, 大数据, 云计算, 国产软件, 独角兽, 蚂蚁金服概念股, "
164,603060.SH,603060,国检集团,建筑施工,2.69,2.0,0.0,26.97,"央企改革, 雄安新区, 雄安-工程基建, "
165,600662.SH,600662,强生控股,公共交通,2.69,2.0,0.0,5.53,"阿里巴巴概念股, 旅游, 汽车销售, 上海国企改革, 进口博览会, 共享经济, "
166,603383.SH,603383,顶点软件,软件服务,2.68,2.0,0.0,89.89,"高价股, 数字中国, 互联网金融, 国产软件, 知识产权, 强势人气股, "
167,601900.SH,601900,南方传媒,出版业,2.68,1.0,0.0,9.57,"教育, 定增破发, "
168,000566.SZ,000566,海南海药,化学制药,2.68,8.0,1.0,8.12,"业绩预增, 医药, 创新药, 化学药, 海南自由贸易港, 医疗器械, 自贸区, 互联网医疗, 自由贸易港, 国资入股, 资产重组, 独角兽, 海南, 科创板概念股, "
169,002382.SZ,002382,蓝帆医疗,医疗保健,2.67,2.0,0.0,15.87,"社保重仓, 业绩预增, 煤化工, 医疗器械, "
170,000418.SZ,000418,小天鹅A,家用电器,2.67,1.0,0.0,57.65,"MSCI, 大消费, 白色家电, 家电, 资产重组, "
171,300665.SZ,300665,飞鹿股份,染料涂料,2.66,1.0,0.0,10.55,"高铁轨交, "
172,300523.SZ,300523,辰安科技,软件服务,2.66,4.0,1.0,51.26,"物联网, 网络安全, 智慧城市, 高校系, 智慧安防, "
173,603638.SH,603638,艾迪精密,专用机械,2.65,1.0,0.0,20.89,"业绩预增, 机械, "
174,600546.SH,600546,山煤国际,煤炭开采,2.63,1.0,0.0,5.13,"煤炭, 社保重仓, 山西国企改革, "
175,002008.SZ,002008,大族激光,电器仪表,2.61,1.0,0.0,39.1,"白马股, OLED, MSCI, 社保重仓, 大飞机, 回购, 宁德时代概念股, 无人驾驶, 3D打印, 智能制造, 半导体, 机器视觉, 机器人, LED, "
176,002624.SZ,002624,完美世界,影视音像,2.61,1.0,0.0,28.26,"MSCI, 谷歌概念股, 高质押率, 电竞, VR&AR, 游戏, 手游, 影视, "
177,002112.SZ,002112,三变科技,电气设备,2.6,1.0,0.0,8.0,"浙江国企改革, "
178,300360.SZ,300360,炬华科技,电器仪表,2.6,2.0,0.0,9.4,"回购, 物联网, 定增破发, 智能仪表, "
179,300003.SZ,300003,乐普医疗,医疗保健,2.56,2.0,1.0,26.64,"南北船合并, MSCI, PD-1抑制剂, 军工研究所, 社保重仓, 回购, 业绩预增, 军工, 脑科学, 医药, 化学药, 创业板人气股, 基因测序, 医疗器械, 人工智能, 互联网医疗, 体外诊断, "
180,603858.SH,603858,步长制药,中成药,2.56,1.0,0.0,31.91,"MSCI, PD-1抑制剂, 医药商业, 医药, 中药, 化学药, "
181,002591.SZ,002591,恒大高新,化工原料,2.55,1.0,0.0,7.74,"PCB板, 回购, 定增破发, 腾讯概念股, 创投, "
182,300759.SZ,300759,康龙化成,化学制药,2.54,2.0,1.0,35.7,"次新股, 医药, 创新药, "
183,603906.SH,603906,龙蟠科技,化工原料,2.54,9.0,1.0,13.7,"社保重仓, 石油化工, "
184,603690.SH,603690,至纯科技,专用机械,2.53,1.0,0.0,19.88,"光通信, 人工智能, 半导体, 资产重组, "
185,002035.SZ,002035,华帝股份,家用电器,2.52,2.0,0.0,13.81,"回购, 厨卫家电, 家电, "
186,603703.SH,603703,盛洋科技,通信设备,2.51,2.0,0.0,12.43,"量子通信, LED, "
187,300435.SZ,300435,中泰股份,机械基件,2.49,1.0,0.0,18.96,"天然气, 煤化工, 燃料电池, 资产重组, "
188,002343.SZ,002343,慈文传媒,影视音像,2.48,1.0,0.0,9.64,"定增破发, 股权转让, 游戏, 手游, 影视, 动漫, "
189,000876.SZ,000876,新希望,饲料,2.48,7.0,0.0,17.31,"MSCI, 东盟博览会, 金改, 饲料, 养猪, 独角兽, 蚂蚁金服概念股, "
190,002234.SZ,002234,民和股份,农业综合,2.48,9.0,0.0,39.41,"养鸡, "
191,600556.SH,600556,ST慧球,软件服务,2.46,1.0,0.0,7.53,"智慧城市, 广西, 股权转让, ST股, 壳公司, "
192,002131.SZ,002131,利欧股份,互联网,2.46,2.0,0.0,2.15,"农机, 大数据, 低价股, 区块链, 资产重组, 独角兽, "
193,600170.SH,600170,上海建工,建筑施工,2.46,1.0,0.0,3.82,"高股息, 参股券商, 大基建, 装配式建筑, 雄安-园林环保, 地下管廊, PPP, 雄安新区, 上海国企改革, "
194,603228.SH,603228,景旺电子,元器件,2.45,1.0,0.0,60.87,"PCB板, "
195,002522.SZ,002522,浙江众成,塑料,2.44,4.0,0.0,7.27,"定增破发, 新能源汽车, 包装印刷, 充电桩, "
196,300447.SZ,300447,全信股份,电气设备,2.44,1.0,0.0,11.08,"大飞机, 回购, 军工, 军民融合, 定增破发, "
197,000733.SZ,000733,振华科技,元器件,2.44,2.0,0.0,15.74,"被动元件, 央企改革, 军工研究所, 大飞机, 军工, 军民融合, 半导体, "
198,603106.SH,603106,恒银金融,电脑设备,2.44,1.0,0.0,12.49,"雄安-金融, 雄安新区, 互联网金融, 区块链, 国产操作系统, 无人银行, "
199,002880.SZ,002880,卫光生物,生物制药,2.43,1.0,0.0,46.29,"血制品, 高送转-预期, 医药, 疫苗, "
