,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_FLOAT_HOLDERS
37,600488.SH,600488,天药股份,化学制药,True,5.05,"中央汇金资产管理有限责任公司
广州德福投资咨询合伙企业(有限合伙)-广州德福股权投资基金合伙企业(有限合伙)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
38,600351.SH,600351,亚宝药业,中成药,True,5.09,"中央汇金资产管理有限责任公司
山西省科技基金发展有限公司"
39,600381.SH,600381,青海春天,医疗保健,True,5.11,
40,002693.SZ,002693,双成药业,化学制药,True,5.11,
41,600721.SH,600721,ST百花,生物制药,True,5.2,"上海嘉企资产管理中心(有限合伙)
西藏瑞东财富投资有限责任公司-瑞丰医药投资基金"
42,600080.SH,600080,ST金花,中成药,True,5.2,北京融亨基金管理有限公司-融亨宝盈证券私募投资基金
43,000597.SZ,000597,东北制药,化学制药,True,5.22,"中国华融资产管理股份有限公司
香港中央结算有限公司(陆股通)"
44,300006.SZ,300006,莱美药业,化学制药,True,5.24,中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
45,002562.SZ,002562,兄弟科技,化学制药,True,5.25,"中国国际金融香港资产管理有限公司-客户资金
中国建设银行股份有限公司-华夏兴华混合型证券投资基金
中央汇金资产管理有限责任公司"
46,002349.SZ,002349,精华制药,中成药,True,5.27,
47,300194.SZ,300194,福安药业,化学制药,True,5.31,"申万宏源证券-民生银行-申万宏源领航200号集合资产管理计划
昆仑信托有限责任公司-昆仑四十一号证券投资集合资金信托计划"
48,300158.SZ,300158,振东制药,化学制药,True,5.35,国通信托有限责任公司-国通信托·紫金11号集合资金信托计划
49,002589.SZ,002589,瑞康医药,医药商业,True,5.36,"汇添富基金-工商银行-汇添富-优势医药企业定增计划5号资产管理计划
汇添富基金-工商银行-汇添富-优势医药企业定增计划4号资产管理计划
汇添富基金-宁波银行-程义全"
50,002004.SZ,002004,华邦健康,化学制药,True,5.38,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
51,300039.SZ,300039,上海凯宝,中成药,True,5.39,中央汇金资产管理有限责任公司
52,002173.SZ,002173,创新医疗,医疗保健,True,5.42,
53,002872.SZ,002872,*ST天圣,化学制药,True,5.47,
54,600572.SH,600572,康恩贝,中成药,True,5.5,"渤海国际信托股份有限公司-渤海信托·恒利丰253号集合资金信托计划
香港中央结算有限公司(陆股通)
金元顺安基金-杭州银行-华润信托-华润信托·汇祥增利53号单一资金信托
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
55,300026.SZ,300026,红日药业,中成药,True,5.52,泰达宏利基金-民生银行-泰达宏利价值成长定向增发118号资产管理计划
56,300199.SZ,300199,翰宇药业,化学制药,True,5.56,"深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)
中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司
红土创新基金-广发证券-中国华融资产管理股份有限公司"
57,300181.SZ,300181,佐力药业,中成药,True,5.75,长信基金-工商银行-长信-朗程-工行定增1号资产管理计划
58,300255.SZ,300255,常山药业,生物制药,True,5.77,"珠海保联资产管理有限公司
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
59,600222.SH,600222,太龙药业,中成药,True,5.9,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
60,000650.SZ,000650,仁和药业,中成药,True,6.0,香港中央结算有限公司(陆股通)
61,000813.SZ,000813,德展健康,化学制药,True,6.2,"北京凯世富乐资产管理股份有限公司-凯世富乐稳健9号私募证券投资基金
北京凯世富乐资产管理股份有限公司-凯世富乐稳健11号私募证券投资基金"
62,300534.SZ,300534,陇神戎发,中成药,True,6.25,"甘肃生物产业创业投资基金有限公司
甘肃省循环经济产业投资基金合伙企业(有限合伙)
兰州天域资产管理有限公司"
63,600671.SH,600671,*ST目药,中成药,True,6.28,
64,300318.SZ,300318,博晖创新,医疗保健,True,6.31,中央汇金资产管理有限责任公司
65,600200.SH,600200,江苏吴中,化学制药,True,6.57,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
66,603998.SH,603998,方盛制药,中成药,True,6.59,
67,000919.SZ,000919,金陵药业,化学制药,True,6.7,中央汇金资产管理有限责任公司
68,600613.SH,600613,神奇制药,中成药,True,6.73,
69,300254.SZ,300254,仟源医药,化学制药,True,6.75,中央汇金资产管理有限责任公司
70,002411.SZ,002411,延安必康,化学制药,True,6.76,
71,002688.SZ,002688,金河生物,化学制药,True,6.78,"上银基金-浦发银行-上银基金财富51号资产管理计划
上海盘京投资管理中心(有限合伙)-盛信2期私募证券投资基金
华润深国投信托有限公司-华润信托·枫池专享集合资金信托计划
上海盘京投资管理中心(有限合伙)-盘世2期私募证券投资基金"
72,600673.SH,600673,东阳光,化学制药,True,6.91,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-景顺长城优选混合型证券投资基金"
73,002566.SZ,002566,益盛药业,中成药,True,6.92,中央汇金资产管理有限责任公司
74,000788.SZ,000788,北大医药,化学制药,True,6.93,"中央汇金资产管理有限责任公司
北京大学教育基金会
建投中信资产管理有限责任公司"
75,600594.SH,600594,益佰制药,中成药,True,6.95,"中央汇金资产管理有限责任公司
金元顺安基金-海通证券-渤海国际信托-渤海信托·恒利丰123号·益佰艾康一号集合资金信托计划"
76,002412.SZ,002412,汉森制药,中成药,True,6.99,
77,300289.SZ,300289,利德曼,生物制药,True,7.06,"成都力鼎银科股权投资基金中心(有限合伙)
上海赛领并购投资基金合伙企业(有限合伙)
湖南蠡源晟投资管理有限公司-蠡源晟价值平衡二号私募基金"
78,000566.SZ,000566,海南海药,化学制药,True,7.07,"云南国际信托有限公司-聚利36号单一资金信托
金元顺安基金-农业银行-杭州通武投资管理合伙企业(有限合伙)
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽2号结构化集合资金信托计划
国通信托有限责任公司-国通信托·方泰1号集合资金信托计划"
79,000705.SZ,000705,浙江震元,医药商业,True,7.13,深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金
80,600829.SH,600829,人民同泰,医药商业,True,7.41,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
81,600851.SH,600851,海欣股份,化学制药,True,7.47,"深圳市惠和投资基金管理有限公司-深圳市惠和基金惠和2号证券投资基金
中央汇金资产管理有限责任公司
重庆国际信托股份有限公司-兴国1号集合资金信托计划
重庆国际信托股份有限公司-兴国2号集合资金信托"
82,300273.SZ,300273,和佳医疗,医疗保健,True,7.62,"中央汇金资产管理有限责任公司
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
83,603168.SH,603168,莎普爱思,化学制药,True,7.72,上海速硕投资管理有限公司-速硕新价值成长一期私募证券投资基金
84,000153.SZ,000153,丰原药业,化学制药,True,7.72,
85,600272.SH,600272,开开实业,医药商业,True,7.75,
86,603669.SH,603669,灵康药业,化学制药,True,7.89,香港中央结算有限公司(陆股通)
87,002099.SZ,002099,海翔药业,化学制药,True,7.91,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一七组合
中国工商银行-汇添富美丽30混合型证券投资基金"
88,002166.SZ,002166,莱茵生物,中成药,True,7.93,中央汇金资产管理有限责任公司
89,300434.SZ,300434,金石亚药,化学制药,True,8.08,
90,600538.SH,600538,国发股份,医药商业,True,8.18,圆信永丰基金-昆仑健康保险股份有限公司-圆信永丰优选金股2号单一资产管理计划
91,002424.SZ,002424,贵州百灵,中成药,True,8.3,"华创证券有限责任公司支持民企发展14号单一资产管理计划
华创证券-工商银行-华创证券有限责任公司支持民企发展1号集合资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
申万宏源证券-证券行业支持民企发展之申万宏源2号单一资产管理计划"
92,002644.SZ,002644,佛慈制药,中成药,True,8.35,中央汇金资产管理有限责任公司
93,603963.SH,603963,大理药业,化学制药,True,8.44,
94,002252.SZ,002252,上海莱士,生物制药,True,8.46,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣82号证券投资集合资金信托计划
民生通惠资产-民生银行-民生通惠聚鑫2号资产管理产品
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣76号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
陕西省国际信托股份有限公司-陕国投·如意69号定向投资集合资金信托计划"
95,000952.SZ,000952,广济药业,化学制药,True,8.5,盛稷股权投资基金(上海)有限公司
96,002551.SZ,002551,尚荣医疗,医疗保健,True,8.6,"广州市玄元投资管理有限公司-玄元六度元宝7号私募投资基金
中央汇金资产管理有限责任公司
银河资本-浙商银行-银河资本-鑫鑫一号资产管理计划
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划"
97,002788.SZ,002788,鹭燕医药,医药商业,True,8.64,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中信期货-招商银行-中信期货广发择时对冲2号集合资产管理计划
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
98,600789.SH,600789,鲁抗医药,化学制药,True,9.17,"济南国惠兴鲁股权投资基金合伙企业(有限合伙)
财通基金-浦发银行-财通基金-浦发银行-山东社会保障基金1号资产管理计划
财通基金-中国银行-财通基金-富春创益定增4号资产管理计划"
99,300412.SZ,300412,迦南科技,医疗保健,True,9.22,"北信瑞丰基金-平安银行-北信瑞丰基金浙商汇融5号资产管理计划
中央汇金资产管理有限责任公司"
100,002750.SZ,002750,龙津药业,中成药,True,9.24,中央汇金资产管理有限责任公司
101,600479.SH,600479,千金药业,中成药,True,9.25,"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
长安基金-光大银行-长安平安富贵千金净雅资产管理计划"
102,600285.SH,600285,羚锐制药,中成药,True,9.35,"香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
方正证券-宁波银行-民族-羚锐小羚羊资产管理计划"
103,600420.SH,600420,现代制药,化学制药,True,9.63,
104,300030.SZ,300030,阳普医疗,医疗保健,True,9.67,"中央汇金资产管理有限责任公司
长安基金-光大银行-长安睿享2号分级资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划"
105,000534.SZ,000534,万泽股份,生物制药,True,9.71,"九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划
云南国际信托有限公司-聚信5号集合资金信托计划
华润深国投信托有限公司-润之信13期集合资金信托计划"
106,600422.SH,600422,昆药集团,中成药,True,9.76,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
107,300147.SZ,300147,香雪制药,中成药,True,9.81,"中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划"
108,600624.SH,600624,复旦复华,化学制药,True,9.99,
109,000590.SZ,000590,启迪古汉,中成药,True,10.03,
110,000989.SZ,000989,九芝堂,中成药,True,10.08,"绵阳科技城产业投资基金(有限合伙)
鹏华资产管理-浦发银行-鹏华资产金润18号资产管理计划
香港中央结算有限公司(陆股通)
鹏华资产-浦发银行-鹏华资产金润28号资产管理计划
鹏华资产-浦发银行-鹏华资产金润25号资产管理计划
鹏华资产-浦发银行-鹏华资产金润21号资产管理计划"
111,300049.SZ,300049,福瑞股份,医疗保健,True,10.1,中央汇金资产管理有限责任公司
112,000931.SZ,000931,中关村,生物制药,True,10.14,"北京天鑫财富投资管理有限公司-天鑫医药价值成长1号私募证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
113,000756.SZ,000756,新华制药,化学制药,True,10.32,"香港中央结算有限公司(陆股通)
交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金
中国工商银行-浦银安盛价值成长混合型证券投资基金
中国建设银行股份有限公司-长城消费增值混合型证券投资基金
中国工商银行股份有限公司-华安逆向策略混合型证券投资基金
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
中国建设银行股份有限公司-华安沪港深外延增长灵活配置混合型证券投资基金"
114,300358.SZ,300358,楚天科技,医疗保健,True,10.54,"湖南省资产管理有限公司
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划
中央汇金资产管理有限责任公司
西藏德传投资管理有限公司-德传附子证券投资基金
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划"
115,002020.SZ,002020,京新药业,化学制药,True,10.69,"香港中央结算有限公司(陆股通)
上海国际集团资产管理有限公司
建信基金-杭州银行-杭州玖擎投资管理合伙企业(有限合伙)
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金
香港中央结算有限公司(陆股通)
上海国际集团资产管理有限公司
建信基金-杭州银行-杭州玖擎投资管理合伙企业(有限合伙)
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金"
116,600833.SH,600833,第一医药,医药商业,True,10.7,
117,603676.SH,603676,卫信康,化学制药,True,10.81,银河资本-郭旭-银河资本-新兴一号单一资产管理计划
118,002524.SZ,002524,光正集团,医疗保健,True,10.87,稷定资产管理(嘉兴)有限公司-稷定健康私募证券投资基金
119,002614.SZ,002614,奥佳华,医疗保健,True,10.97,"香港中央结算有限公司(陆股通)
全国社保基金一零二组合"
120,002107.SZ,002107,沃华医药,中成药,True,11.1,
121,002432.SZ,002432,九安医疗,医疗保健,True,11.13,
122,000503.SZ,000503,国新健康,医疗保健,True,11.14,香港中央结算有限公司(陆股通)
123,300204.SZ,300204,舒泰神,生物制药,True,11.16,"华泰证券资管-招商银行-华泰聚力16号集合资产管理计划
北京华高永利资产管理有限公司-华高永利2号私募证券投资基金
中国建设银行股份有限公司-博时裕益灵活配置混合型证券投资基金"
124,002826.SZ,002826,易明医药,中成药,True,11.26,
125,600513.SH,600513,联环药业,化学制药,True,11.36,上海天倚道投资管理有限公司-天倚道-幻方星辰3号私募基金
126,002758.SZ,002758,华通医药,医药商业,True,11.41,浙江大熊投资管理有限公司-伽利略壹号私募投资基金
127,002900.SZ,002900,哈三联,化学制药,True,11.43,"中瑞国信资产管理有限公司
中合供销一期(上海)股权投资基金合伙企业(有限合伙)"
128,002365.SZ,002365,永安药业,化学制药,True,12.11,"中央汇金资产管理有限责任公司
中国农业银行-华夏平稳增长混合型证券投资基金
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金
中国农业银行股份有限公司-华夏逸享健康灵活配置混合型证券投资基金"
129,300016.SZ,300016,北陆药业,中成药,True,12.16,大业信托有限责任公司-大业信托·优悦3号单一资金信托
130,600299.SH,600299,安迪苏,化学制药,True,12.22,"蓝星集团-国泰君安-19蓝星EB担保及信托财产专户
江苏聚合创意新兴产业投资基金(有限合伙)
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金
中国银行股份有限公司-富国中证国企一带一路交易型开放式指数证券投资基金"
131,000411.SZ,000411,英特集团,医药商业,True,12.4,"全国社保基金六零四组合
基本养老保险基金九零三组合"
132,603567.SH,603567,珍宝岛,中成药,True,12.5,
133,600750.SH,600750,江中药业,中成药,True,12.64,"中央汇金资产管理有限责任公司
基本养老保险基金一五零一一组合
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-大成景阳领先混合型证券投资基金"
134,002038.SZ,002038,双鹭药业,生物制药,True,12.81,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划"
135,600812.SH,600812,华北制药,化学制药,True,12.89,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
136,002793.SZ,002793,罗欣药业,化学制药,True,13.21,
137,600062.SH,600062,华润双鹤,化学制药,True,13.22,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
吕梁金地资产管理有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
138,603108.SH,603108,润达医疗,医药商业,True,13.32,"香港中央结算有限公司(陆股通)
西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金"
139,300705.SZ,300705,九典制药,化学制药,True,13.45,"招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金"
140,603309.SH,603309,维力医疗,医疗保健,True,13.51,
141,002462.SZ,002462,嘉事堂,医药商业,True,13.62,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金
景顺长城基金-工商银行-景顺长城基金工行500增强资产管理计划"
142,002817.SZ,002817,黄山胶囊,化学制药,True,13.85,
143,600557.SH,600557,康缘药业,中成药,True,13.92,"国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
144,600771.SH,600771,广誉远,中成药,True,14.03,"华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托
国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
兴业国际信托有限公司-兴享进取明达1号证券投资集合资金信托计划"
145,600129.SH,600129,太极集团,中成药,True,14.14,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
财通基金-招商银行-深圳市招商国协壹号股权投资基金管理有限公司
重庆市供销合作发展股权投资基金有限公司"
146,600056.SH,600056,中国医药,医药商业,True,14.15,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国建设银行股份有限公司-易方达中证国企一带一路交易型开放式指数证券投资基金"
147,002728.SZ,002728,特一药业,中成药,True,14.15,
148,002898.SZ,002898,赛隆药业,化学制药,True,14.15,
149,002275.SZ,002275,桂林三金,中成药,True,14.17,"中央汇金资产管理有限责任公司
全国社保基金六零四组合"
150,600267.SH,600267,海正药业,化学制药,True,14.35,"中央汇金资产管理有限责任公司
上海融昌资产管理有限公司
宁波梅山保税港区盛麒资产管理有限公司-盛麒盛华私募证券投资基金"
151,002044.SZ,002044,美年健康,医疗保健,True,14.41,"上海天亿资产管理有限公司
云南国际信托有限公司-云南信托-云起3号集合资金信托计划
香港中央结算有限公司(陆股通)
全国社保基金一一七组合
上海国盛资本管理有限公司-上海国盛海通股权投资基金合伙企业(有限合伙)"
152,603716.SH,603716,塞力斯,医药商业,True,14.56,"中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金
上海高能投资管理有限公司-高能汇实专项私募股权投资基金1号
深圳市华润资本股权投资有限公司-华润医药(汕头)产业投资基金合伙企业(有限合伙)
财通基金-招商银行-财通基金-长昕1号资产管理计划"
153,002737.SZ,002737,葵花药业,中成药,True,14.63,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
华泰证券股份有限公司-中庚价值领航混合型证券投资基金"
154,300314.SZ,300314,戴维医疗,医疗保健,True,14.86,中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金
155,600587.SH,600587,新华医疗,医疗保健,True,15.56,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
156,300381.SZ,300381,溢多利,生物制药,True,15.62,深圳菁英时代基金管理股份有限公司-菁英时代久盈1号基金
