,ts_code,symbol,name,industry,COL_MA,COL_LASTPRICE,COL_MA_CLOSE_GAP,COL_MA_10,COL_MA_20,COL_MA_GAP,concept
28,600745.SH,600745,闻泰科技,通信设备,36.28,36.6,0.88,36.28,35.88,1.11,"5G, 华为产业链, 社保重仓, 无人驾驶, 半导体, VR&AR, 资产重组, 手势识别, "
29,002649.SZ,002649,博彦科技,软件服务,10.03,10.12,0.9,10.03,9.98,0.5,"大数据, 人工智能, 区块链, "
30,600863.SH,600863,内蒙华电,火力发电,3.17,3.2,0.95,3.17,3.05,3.93,"火电, MSCI, 内蒙古, 电改, 央企改革, 业绩预增, 风电, 低价股, "
31,002600.SZ,002600,领益智造,元器件,6.26,6.32,0.96,6.26,6.0,4.33,"OLED, 华为产业链, 稀土磁材, 小米概念股, 苹果产业链, 强势人气股, "
32,600438.SH,600438,通威股份,饲料,14.09,14.23,0.99,14.09,13.61,3.53,"MSCI, 乡村振兴, 饲料, 业绩预增, 光伏, 举牌股, "
33,002788.SZ,002788,鹭燕医药,医药商业,16.73,16.9,1.02,16.73,16.39,2.07,"医药商业, 医药, 中药, 医疗器械, "
34,600804.SH,600804,鹏博士,电信运营,11.59,11.71,1.04,11.59,11.14,4.04,"5G, 安邦系, 光通信, 新进指数成份股, 教育, 回购, 物联网, 谷歌概念股, 大数据, 云计算, 智慧城市, 智慧安防, "
35,000551.SZ,000551,创元科技,专用机械,8.28,8.37,1.09,8.28,8.07,2.6,"大气治理, 北斗导航, 环保, "
36,601018.SH,601018,宁波港,港口,5.32,5.38,1.13,5.32,4.99,6.61,"一带一路, 港口, 浙江国企改革, 环杭州湾大湾区, "
37,300529.SZ,300529,健帆生物,医疗保健,60.1,60.81,1.18,60.1,60.04,0.1,"新进指数成份股, 社保重仓, 医疗器械, "
38,002288.SZ,002288,超华科技,元器件,5.72,5.79,1.22,5.72,5.64,1.42,"PCB板, 半导体, 智慧城市, 智慧安防, 独角兽, "
39,000534.SZ,000534,万泽股份,生物制药,11.26,11.4,1.24,11.26,10.99,2.46,"社保重仓, 大飞机, 军工, 军民融合, 互联网金融, 股权转让, 资产重组, "
40,300384.SZ,300384,三联虹普,纺织机械,18.02,18.26,1.33,18.02,17.68,1.92,"锦纶（尼龙）, 工业自动化, 智能制造, 互联网金融, 大数据, "
41,300417.SZ,300417,南华仪器,电器仪表,19.88,20.15,1.36,19.88,19.47,2.11,"智能仪表, "
42,600166.SH,600166,福田汽车,汽车整车,2.9,2.94,1.38,2.9,2.69,7.81,"新能源整车, 汽车整车, 回购, 破净股, 重卡, 百度概念股, 无人驾驶, 燃料电池, 新能源汽车, 低价股, "
43,002451.SZ,002451,摩恩电气,电气设备,14.41,14.61,1.39,14.41,13.81,4.34,"供应链金融, 债转股-AMC, 新能源汽车, 充电桩, 创投, "
44,002436.SZ,002436,兴森科技,元器件,5.7,5.78,1.4,5.7,5.58,2.15,"PCB板, 互联网金融, 半导体, 国资入股, "
45,600248.SH,600248,延长化建,建筑施工,5.39,5.47,1.48,5.39,5.16,4.46,"中科院系, 大基建, 资产重组, "
46,000686.SZ,000686,东北证券,证券,10.58,10.74,1.51,10.58,10.57,0.09,"MSCI, 券商, "
47,600289.SH,600289,*ST信通,软件服务,3.28,3.33,1.52,3.28,3.19,2.82,"5G, 网络安全, 大数据, 智慧城市, ST股, "
48,600966.SH,600966,博汇纸业,造纸,3.92,3.98,1.53,3.92,3.86,1.55,"破净股, 造纸, "
49,002837.SZ,002837,英维克,专用机械,20.78,21.1,1.54,20.78,20.45,1.61,"5G, 军工, 军民融合, 新能源汽车, 腾讯概念股, 充电桩, "
50,002274.SZ,002274,华昌化工,农药化肥,13.47,13.68,1.56,13.47,12.51,7.67,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 科创板概念股, "
51,300268.SZ,300268,佳沃股份,农业综合,17.2,17.47,1.57,17.2,16.47,4.43,"海底捞概念股, 食品, 区块链, 独角兽, "
52,300075.SZ,300075,数字政通,软件服务,13.64,13.86,1.61,13.64,13.58,0.44,"雄安-智慧城市, 定增破发, 海南自由贸易港, 数字中国, 雄安新区, 雄安-工程基建, 京津冀, 大数据, 自贸区, 智慧城市, 国产软件, 自由贸易港, "
53,002319.SZ,002319,乐通股份,染料涂料,13.18,13.4,1.67,13.18,13.01,1.31,"石墨烯, 资产重组, "
54,600265.SH,600265,ST景谷,林业,27.77,28.25,1.73,27.77,27.41,1.31,"林业, 股权转让, ST股, "
55,002122.SZ,002122,*ST天马,机械基件,3.32,3.38,1.81,3.32,3.26,1.84,"破净股, 智慧停车, 大数据, ST股, 创投, "
56,300021.SZ,300021,大禹节水,农业综合,8.25,8.4,1.82,8.25,7.69,7.28,"乡村振兴, 农机, 水利, 海绵城市, 土地流转, PPP, "
57,600882.SH,600882,妙可蓝多,乳制品,11.32,11.53,1.86,11.32,11.06,2.35,"回购, 食品, 乳业（奶粉）, "
58,002511.SZ,002511,中顺洁柔,造纸,10.48,10.68,1.91,10.48,10.11,3.66,"社保重仓, 回购, 造纸, "
59,002847.SZ,002847,盐津铺子,食品,29.64,30.21,1.92,29.64,28.83,2.81,"大消费, 高送转-预期, 社保重仓, 食品, 休闲食品, "
60,601799.SH,601799,星宇股份,汽车配件,70.27,71.64,1.95,70.27,67.8,3.64,"汽车零部件, 无人驾驶, "
61,300385.SZ,300385,雪浪环境,环境保护,23.66,24.13,1.99,23.66,22.29,6.15,"固废处理, 定增破发, 高质押率, 大气治理, 环保, "
62,002568.SZ,002568,百润股份,红黄药酒,17.3,17.65,2.02,17.3,16.89,2.43,"社保重仓, 回购, 饮料, "
63,600593.SH,600593,大连圣亚,旅游服务,43.22,44.1,2.04,43.22,42.6,1.46,"主题公园, 旅游, "
64,300308.SZ,300308,中际旭创,通信设备,54.36,55.48,2.06,54.36,54.33,0.06,"5G, 光通信, "
65,603028.SH,603028,赛福天,钢加工,9.88,10.09,2.13,9.88,9.58,3.13,"壳公司, "
66,603568.SH,603568,伟明环保,环境保护,27.42,28.01,2.15,27.42,26.88,2.01,"固废处理, 环保, "
67,002138.SZ,002138,顺络电子,元器件,19.68,20.11,2.18,19.68,19.21,2.45,"5G, 被动元件, 华为产业链, 回购, 物联网, 小米概念股, 无线充电, 移动支付, 指纹识别, "
68,000713.SZ,000713,丰乐种业,种植业,6.8,6.95,2.21,6.8,6.51,4.45,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, "
69,600696.SH,600696,ST岩石,区域地产,6.64,6.79,2.26,6.64,6.5,2.15,"ST股, 壳公司, "
70,300056.SZ,300056,三维丝,环境保护,7.0,7.16,2.29,7.0,6.91,1.3,"兜底式增持, 大气治理, 环保, 举牌股, 股权争夺, "
71,002135.SZ,002135,东南网架,建筑施工,6.71,6.87,2.38,6.71,6.53,2.76,"业绩预增, 大基建, 装配式建筑, 雄安-建材, PPP, 雄安新区, "
72,002776.SZ,002776,柏堡龙,服饰,26.27,26.9,2.4,26.27,25.58,2.7,"社保重仓, 纺织服装, 特色小镇, "
73,603848.SH,603848,好太太,家居用品,21.48,22.0,2.42,21.48,20.81,3.22,"家具家居, "
74,002821.SZ,002821,凯莱英,生物制药,91.36,93.6,2.45,91.36,90.22,1.26,"社保重仓, 医药, 创新药, "
75,002746.SZ,002746,仙坛股份,农业综合,25.94,26.58,2.47,25.94,24.98,3.84,"业绩预增, 养鸡, 高送转, "
76,300362.SZ,300362,天翔环境,环境保护,6.0,6.15,2.5,6.0,5.83,2.92,"固废处理, 环保, 污水处理, 股权转让, 资产重组, "
77,603368.SH,603368,柳药股份,医药商业,35.04,35.92,2.51,35.04,34.35,2.01,"医药商业, 回购, 医药, 中药, 互联网医疗, 广西, "
78,300478.SZ,300478,杭州高新,橡胶,17.07,17.5,2.52,17.07,16.54,3.2,"高质押率, 新能源汽车, 区块链, 充电桩, 游戏, "
79,300130.SZ,300130,新国都,电脑设备,18.03,18.5,2.61,18.03,17.67,2.04,"业绩预增, 物联网, 网络安全, 互联网金融, 移动支付, 大数据, 区块链, 腾讯概念股, "
80,603806.SH,603806,福斯特,塑料,35.47,36.42,2.68,35.47,34.64,2.4,"光伏, "
81,002791.SZ,002791,坚朗五金,其他建材,15.53,15.95,2.7,15.53,15.22,2.04,"社保重仓, 回购, "
82,600845.SH,600845,宝信软件,软件服务,34.42,35.36,2.73,34.42,33.48,2.81,"央企改革, 业绩预增, 物联网, 无人驾驶, 万达系, 大数据, 云计算, 工业互联网, 国产软件, VR&AR, "
83,000823.SZ,000823,超声电子,元器件,11.7,12.02,2.74,11.7,10.98,6.56,"PCB板, 小米概念股, 苹果产业链, "
84,002679.SZ,002679,福建金森,林业,24.86,25.54,2.74,24.86,24.73,0.53,"土地流转, 林业, "
85,300560.SZ,300560,中富通,通信设备,22.19,22.8,2.75,22.19,21.7,2.26,"5G, 华为产业链, 军工, 军民融合, 数字中国, "
86,000755.SZ,000755,山西路桥,公路,5.41,5.56,2.77,5.41,5.26,2.85,"高速公路, 山西国企改革, ST摘帽, "
87,002088.SZ,002088,鲁阳节能,矿物制品,13.59,13.97,2.8,13.59,13.18,3.11,"社保重仓, 雄安-建材, 雄安新区, 耐火材料, "
88,002849.SZ,002849,威星智能,电器仪表,17.06,17.54,2.81,17.06,16.99,0.41,"物联网, 智能仪表, "
89,002567.SZ,002567,唐人神,饲料,16.17,16.63,2.84,16.17,15.02,7.66,"回购, 饲料, 养猪, 股权转让, 国资入股, "
90,002205.SZ,002205,国统股份,其他建材,20.62,21.22,2.91,20.62,19.57,5.37,"一带一路, 央企改革, 新疆, 地下管廊, 水利, 海绵城市, PPP, 新疆国企改革, 股权转让, 复牌股, "
91,002311.SZ,002311,海大集团,饲料,30.11,31.0,2.96,30.11,29.04,3.68,"MSCI, 新进指数成份股, 社保重仓, 饲料, 养猪, 供应链金融, "
92,300288.SZ,300288,朗玛信息,软件服务,16.84,17.35,3.03,16.84,16.62,1.32,"民营医院, 大数据, 互联网医疗, "
93,600996.SH,600996,贵广网络,影视音像,10.9,11.23,3.03,10.9,10.83,0.65,"物联网, 大数据, 云计算, 广电, "
94,002626.SZ,002626,金达威,食品,15.71,16.2,3.12,15.71,14.85,5.79,"回购, 保健品, 食品, 医药, 化学药, 维生素, "
95,600096.SH,600096,云天化,农药化肥,7.68,7.93,3.26,7.68,7.48,2.67,"甲醇, 煤化工, 化肥, 磷化工, 工业大麻, "
96,603399.SH,603399,吉翔股份,小金属,12.5,12.91,3.28,12.5,12.23,2.21,"有色金属, 有色-钼, 百度概念股, 游戏, 手游, 影视, "
97,603499.SH,603499,翔港科技,广告包装,32.97,34.05,3.28,32.97,31.55,4.5,"包装印刷, 化妆品, "
98,600732.SH,600732,ST新梅,区域地产,7.29,7.53,3.29,7.29,6.84,6.58,"上海国企改革, 资产重组, ST股, 壳公司, "
99,002360.SZ,002360,同德化工,化工原料,6.68,6.9,3.29,6.68,6.5,2.77,"回购, 民爆, "
100,300342.SZ,300342,天银机电,元器件,10.33,10.67,3.29,10.33,10.2,1.27,"军工, 军民融合, 太赫兹, 白色家电, 家电, 股权转让, 国资入股, "
101,601789.SH,601789,宁波建工,建筑施工,4.76,4.92,3.36,4.76,4.73,0.63,"装配式建筑, 环杭州湾大湾区, 云计算, "
102,000004.SZ,000004,国农科技,生物制药,21.42,22.18,3.55,21.42,21.27,0.71,"网络安全, 资产重组, 游戏, 壳公司, "
103,300369.SZ,300369,绿盟科技,软件服务,13.74,14.23,3.57,13.74,13.73,0.07,"社保重仓, 网络安全, 云计算, 工业互联网, 国产软件, 国产操作系统, 独角兽, "
104,002328.SZ,002328,新朋股份,汽车配件,8.66,8.97,3.58,8.66,8.54,1.41,"汽车零部件, 独角兽, 蚂蚁金服概念股, "
105,603320.SH,603320,迪贝电气,机械基件,21.66,22.44,3.6,21.66,20.86,3.84,
106,000688.SZ,000688,国城矿业,铅锌,12.82,13.29,3.67,12.82,12.7,0.94,"有色-锌, 回购, 有色金属, 高质押率, "
107,300459.SZ,300459,金科文化,化工原料,8.98,9.31,3.67,8.98,8.77,2.39,"阿里巴巴概念股, 新进指数成份股, 回购, 业绩预增, 谷歌概念股, 高质押率, 大数据, 人工智能, "
108,002761.SZ,002761,多喜爱,纺织,21.59,22.39,3.71,21.59,19.38,11.4,"纺织服装, 高质押率, 举牌股, 高送转, 人工智能, 股权转让, 年报季报, "
109,300463.SZ,300463,迈克生物,医疗保健,21.4,22.2,3.74,21.4,21.27,0.61,"基因测序, 医疗器械, 体外诊断, "
110,001896.SZ,001896,豫能控股,火力发电,4.51,4.68,3.77,4.51,4.28,5.37,"火电, 电改, 破净股, 风电, 定增破发, "
111,300212.SZ,300212,易华录,软件服务,33.73,35.0,3.77,33.73,32.68,3.21,"阿里巴巴概念股, 央企改革, 业绩预增, 物联网, 百度概念股, 无人驾驶, 雄安-智慧城市, 养老产业, 智慧停车, PPP, 小米概念股, 数字中国, 雄安新区, 京津冀, 大数据, 云计算, 智慧城市, 智慧安防, 独角兽, 电子车牌, "
112,002678.SZ,002678,珠江钢琴,文教休闲,7.65,7.94,3.79,7.65,7.6,0.66,"二胎, 教育, "
113,300622.SZ,300622,博士眼镜,其他商业,22.09,22.94,3.85,22.09,21.55,2.51,"高送转-预期, 眼科, "
114,603803.SH,603803,瑞斯康达,通信设备,12.96,13.46,3.86,12.96,12.9,0.47,"5G, 光通信, 物联网, 工业互联网, "
115,603878.SH,603878,武进不锈,钢加工,15.12,15.71,3.9,15.12,15.06,0.4,"钢铁, 业绩预增, "
116,603003.SH,603003,龙宇燃油,石油贸易,9.48,9.85,3.9,9.48,9.29,2.05,"油气改革, 回购, 石油化工, 大数据, 云计算, "
117,002882.SZ,002882,金龙羽,电气设备,12.17,12.65,3.94,12.17,12.08,0.75,"业绩预增, 新能源汽车, 充电桩, "
118,002559.SZ,002559,亚威股份,机床制造,8.55,8.89,3.98,8.55,8.54,0.12,"回购, 工业自动化, 燃料电池, 智能制造, 工业互联网, 机器人, "
119,002773.SZ,002773,康弘药业,中成药,53.92,56.08,4.01,53.92,52.62,2.47,"MSCI, 新进指数成份股, 医药, 中药, 创新药, 化学药, "
120,000698.SZ,000698,沈阳化工,化工原料,4.89,5.09,4.09,4.89,4.84,1.03,"烧碱, 环氧丙烷, 阿里巴巴概念股, 振兴东北, 央企改革, 破净股, 石油化工, "
121,600393.SH,600393,粤泰股份,全国地产,3.83,3.99,4.18,3.83,3.42,11.99,"粤港澳大湾区, 高质押率, 房地产, 低价股, "
122,600186.SH,600186,莲花健康,食品,2.15,2.24,4.19,2.15,2.14,0.47,"调味品, 食品, 低价股, 壳公司, "
123,300264.SZ,300264,佳创视讯,通信设备,6.83,7.12,4.25,6.83,6.78,0.74,"教育, VR&AR, 游戏, 广电, "
124,002179.SZ,002179,中航光电,元器件,40.77,42.51,4.27,40.77,40.68,0.22,"5G, MSCI, 新进指数成份股, 央企改革, 军工研究所, 社保重仓, 大飞机, 回购, 军工, 军民融合, 新能源汽车, "
125,603611.SH,603611,诺力股份,运输设备,19.16,19.98,4.28,19.16,18.83,1.75,"智慧物流, 机械, 智能制造, "
126,600261.SH,600261,阳光照明,家用电器,4.17,4.35,4.32,4.17,4.09,1.96,"LED, "
127,002446.SZ,002446,盛路通信,通信设备,11.59,12.11,4.49,11.59,11.18,3.67,"5G, 华为产业链, 军工, 军民融合, 物联网, 无人驾驶, 北斗导航, "
128,300488.SZ,300488,恒锋工具,机械基件,26.79,28.01,4.55,26.79,26.68,0.41,
129,603277.SH,603277,银都股份,专用机械,11.24,11.76,4.63,11.24,11.09,1.35,
130,002725.SZ,002725,跃岭股份,汽车配件,10.76,11.26,4.65,10.76,10.69,0.65,"5G, 汽车零部件, 独角兽, "
131,600153.SH,600153,建发股份,商贸代理,9.9,10.37,4.75,9.9,9.65,2.59,"MSCI, 福建自贸区, 供应链金融, 快递物流, 自贸区, "
132,300661.SZ,300661,圣邦股份,元器件,89.52,93.8,4.78,89.52,89.47,0.06,"社保重仓, 半导体, 国产芯片, 共享经济, "
133,600731.SH,600731,湖南海利,农药化肥,7.12,7.46,4.78,7.12,6.68,6.59,"农药, 湖南国企改革, "
134,300508.SZ,300508,维宏股份,软件服务,31.82,33.37,4.87,31.82,31.08,2.38,"工业自动化, 智能制造, 工业互联网, "
135,002729.SZ,002729,好利来,元器件,34.15,35.9,5.12,34.15,32.53,4.98,
136,300628.SZ,300628,亿联网络,通信设备,101.03,106.21,5.13,101.03,98.85,2.21,"MSCI, 云计算, "
137,603168.SH,603168,莎普爱思,化学制药,9.94,10.45,5.13,9.94,9.31,6.77,"医药, 化学药, 眼科, 股权转让, "
138,600322.SH,600322,天房发展,区域地产,3.84,4.04,5.21,3.84,3.83,0.26,"雄安-地产, 破净股, 房地产, 雄安新区, 京津冀, 自贸区, 天津国企改革, 天津自贸区, "
139,600355.SH,600355,精伦电子,元器件,4.98,5.24,5.22,4.98,4.9,1.63,"物联网, 举牌股, 工业互联网, 壳公司, "
140,300015.SZ,300015,爱尔眼科,医疗保健,34.28,36.07,5.22,34.28,34.06,0.65,"MSCI, 健康中国, 教育, 民营医院, 创业板人气股, 互联网医疗, 眼科, "
141,002214.SZ,002214,大立科技,电器仪表,8.92,9.39,5.27,8.92,8.82,1.13,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, "
142,600277.SH,600277,亿利洁能,综合类,8.5,8.95,5.29,8.5,8.16,4.17,"烧碱, PVC, 内蒙古, 光伏, "
143,000997.SZ,000997,新大陆,软件服务,18.54,19.54,5.39,18.54,18.41,0.71,"MSCI, 国家队重仓, 物联网, 数字中国, 互联网金融, 移动支付, 大数据, 药品信息化追溯, 无人商店, 智慧城市, 彩票, 电子发票, "
144,600667.SH,600667,太极实业,半导体,7.68,8.1,5.47,7.68,7.67,0.13,"涤纶, 光伏, 半导体, 国产芯片, "
145,002548.SZ,002548,金新农,饲料,14.45,15.24,5.47,14.45,13.16,9.8,"回购, 饲料, 养猪, 股权转让, 动物保健, "
146,002347.SZ,002347,泰尔股份,机械基件,5.83,6.16,5.66,5.83,5.72,1.92,"回购, 锂电池, 新能源汽车, 透明工厂, "
147,603959.SH,603959,百利科技,建筑施工,23.22,24.56,5.77,23.22,21.76,6.71,"宁德时代概念股, 煤化工, 高质押率, 锂电池, 新能源汽车, "
148,002564.SZ,002564,天沃科技,化工机械,6.41,6.78,5.77,6.41,6.29,1.91,"回购, 风电, 军工, 军民融合, 煤化工, 股权转让, 国资入股, "
149,600073.SH,600073,上海梅林,食品,9.8,10.37,5.82,9.8,9.43,3.92,"食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, "
150,600110.SH,600110,诺德股份,电气设备,5.48,5.8,5.84,5.48,5.26,4.18,"中科院系, 宁德时代概念股, "
151,002740.SZ,002740,爱迪尔,服饰,8.56,9.06,5.84,8.56,8.54,0.23,"业绩预增, 供应链金融, 高质押率, 股权转让, 资产重组, "
152,603012.SH,603012,创力集团,专用机械,9.2,9.74,5.87,9.2,9.1,1.1,"新能源汽车, 充电桩, "
153,300319.SZ,300319,麦捷科技,元器件,7.65,8.11,6.01,7.65,7.6,0.66,"5G, 华为产业链, 物联网, 无线充电, 股权转让, VR&AR, 国资入股, "
154,002316.SZ,002316,亚联发展,软件服务,9.95,10.55,6.03,9.95,9.65,3.11,"华为产业链, 新零售, 互联网金融, 移动支付, 大数据, 智慧城市, 独角兽, 电子车牌, "
155,603589.SH,603589,口子窖,白酒,59.28,62.86,6.04,59.28,57.36,3.35,"MSCI, 白酒, "
156,300238.SZ,300238,冠昊生物,医疗保健,18.77,19.94,6.23,18.77,17.92,4.74,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
157,000596.SZ,000596,古井贡酒,白酒,108.94,115.8,6.3,108.94,108.23,0.66,"高价股, MSCI, 安徽国企改革, 白酒, "
158,600410.SH,600410,华胜天成,软件服务,9.22,9.81,6.4,9.22,9.21,0.11,"阿里巴巴概念股, 国家队重仓, 回购, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, "
159,000977.SZ,000977,浪潮信息,电脑设备,27.34,29.09,6.4,27.34,26.55,2.98,"MSCI, 美团概念股, 山东国企改革, 数字中国, 云计算, 国产操作系统, 智慧安防, "
160,002688.SZ,002688,金河生物,化学制药,6.06,6.45,6.44,6.06,5.96,1.68,"内蒙古, 业绩预增, 动物保健, "
161,601555.SH,601555,东吴证券,证券,11.43,12.18,6.56,11.43,11.39,0.35,"MSCI, 券商, 回购, 参股券商, 债转股-AMC, "
162,002250.SZ,002250,联化科技,化工原料,10.65,11.35,6.57,10.65,10.44,2.01,"农药, 社保重仓, 业绩预增, 医药, 创新药, "
163,002261.SZ,002261,拓维信息,互联网,6.31,6.73,6.66,6.31,6.19,1.94,"教育, 华为产业链, 回购, 大数据, 云计算, 人工智能, 彩票, 独角兽, 游戏, 手游, "
164,002723.SZ,002723,金莱特,家用电器,13.49,14.39,6.67,13.49,12.71,6.14,"小家电, 家电, 资产重组, "
165,601588.SH,601588,北辰实业,区域地产,3.72,3.97,6.72,3.72,3.68,1.09,"北京城市规划, 破净股, 房地产, 京津冀, "
166,603283.SH,603283,赛腾股份,专用机械,20.54,21.96,6.91,20.54,20.3,1.18,"工业自动化, 智能制造, 半导体, 苹果产业链, "
167,300198.SZ,300198,纳川股份,塑料,4.74,5.07,6.96,4.74,4.47,6.04,"核电, 地下管廊, 海绵城市, 锂电池, PPP, 新能源汽车, 共享经济, "
168,000568.SZ,000568,泸州老窖,白酒,70.45,75.43,7.07,70.45,69.47,1.41,"MSCI, 白酒, "
169,300012.SZ,300012,华测检测,电器仪表,9.11,9.77,7.24,9.11,9.04,0.77,"新进指数成份股, 北汽新能源, 业绩预增, 雄安-园林环保, 雄安新区, 碳交易, "
170,002203.SZ,002203,海亮股份,铜,10.02,10.75,7.29,10.02,9.62,4.16,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, "
171,002158.SZ,002158,汉钟精机,工程机械,11.47,12.32,7.41,11.47,11.1,3.33,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
172,603519.SH,603519,立霸股份,家用电器,13.79,14.82,7.47,13.79,12.64,9.1,"白色家电, 家电, "
173,000043.SZ,000043,中航善达,房产服务,9.33,10.04,7.61,9.33,9.04,3.21,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, "
174,002157.SZ,002157,正邦科技,饲料,20.42,22.0,7.74,20.42,19.58,4.29,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
175,002315.SZ,002315,焦点科技,互联网,16.77,18.07,7.75,16.77,16.73,0.24,"教育, 谷歌概念股, 互联网金融, "
176,002515.SZ,002515,金字火腿,食品,6.44,6.94,7.76,6.44,6.33,1.74,"回购, 业绩预增, 食品, 高质押率, 医药, 创新药, 互联网金融, 股权转让, 国资入股, 资产重组, "
177,002810.SZ,002810,山东赫达,化工原料,26.12,28.18,7.89,26.12,25.66,1.79,"业绩预增, 高送转, "
178,300404.SZ,300404,博济医药,医疗保健,18.71,20.19,7.91,18.71,17.12,9.29,"医药, 创新药, "
