,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT_300
88,002977.SZ,002977,天箭科技,通信设备,19.0
89,002980.SZ,002980,华盛昌,电器仪表,19.0
90,002985.SZ,002985,北摩高科,航空,19.0
91,300806.SZ,300806,斯迪克,塑料,19.0
92,300063.SZ,300063,天龙集团,互联网,19.0
93,300071.SZ,300071,华谊嘉信,广告包装,19.0
94,300085.SZ,300085,银之杰,软件服务,19.0
95,600223.SH,600223,鲁商发展,区域地产,19.0
96,300246.SZ,300246,宝莱特,医疗保健,19.0
97,603927.SH,603927,中科软,软件服务,19.0
98,603721.SH,603721,中广天择,影视音像,18.0
99,603719.SH,603719,良品铺子,食品,18.0
100,000058.SZ,000058,深赛格,元器件,18.0
101,300312.SZ,300312,邦讯技术,通信设备,18.0
102,300269.SZ,300269,联建光电,半导体,18.0
103,300217.SZ,300217,东方电热,电器仪表,18.0
104,300051.SZ,300051,三五互联,互联网,18.0
105,003009.SZ,003009,中天火箭,航空,18.0
106,002160.SZ,002160,常铝股份,铝,18.0
107,002967.SZ,002967,广电计量,综合类,18.0
108,002623.SZ,002623,亚玛顿,玻璃,18.0
109,688126.SH,688126,沪硅产业-U,半导体,18.0
110,002286.SZ,002286,保龄宝,食品,18.0
111,300729.SZ,300729,乐歌股份,家居用品,18.0
112,601216.SH,601216,君正集团,化工原料,18.0
113,601777.SH,601777,*ST力帆,摩托车,18.0
114,600127.SH,600127,金健米业,农业综合,18.0
115,000662.SZ,000662,*ST天夏,软件服务,18.0
116,000673.SZ,000673,*ST当代,影视音像,18.0
117,603439.SH,603439,贵州三力,中成药,18.0
118,300842.SZ,300842,帝科股份,半导体,18.0
119,300840.SZ,300840,酷特智能,服饰,18.0
120,300824.SZ,300824,北鼎股份,家用电器,18.0
121,600242.SH,600242,*ST中昌,软件服务,18.0
122,002041.SZ,002041,登海种业,种植业,17.0
123,300855.SZ,300855,图南股份,钢加工,17.0
124,600527.SH,600527,江南高纤,化纤,17.0
125,300363.SZ,300363,博腾股份,化学制药,17.0
126,300350.SZ,300350,华鹏飞,仓储物流,17.0
127,002417.SZ,002417,深南股份,软件服务,17.0
128,300030.SZ,300030,阳普医疗,医疗保健,17.0
129,300847.SZ,300847,中船汉光,化工原料,17.0
130,300707.SZ,300707,威唐工业,专用机械,17.0
131,300120.SZ,300120,经纬辉开,元器件,17.0
132,300857.SZ,300857,协创数据,IT设备,17.0
133,600095.SH,600095,湘财股份,证券,17.0
134,300265.SZ,300265,通光线缆,电气设备,17.0
135,603283.SH,603283,赛腾股份,专用机械,17.0
136,300235.SZ,300235,方直科技,软件服务,17.0
137,300722.SZ,300722,新余国科,专用机械,17.0
138,002030.SZ,002030,达安基因,生物制药,17.0
139,300123.SZ,300123,亚光科技,半导体,17.0
140,300643.SZ,300643,万通智控,汽车配件,17.0
141,002970.SZ,002970,锐明技术,通信设备,17.0
142,300399.SZ,300399,京天利,互联网,17.0
143,603229.SH,603229,奥翔药业,化学制药,17.0
144,002699.SZ,002699,美盛文化,服饰,17.0
145,002486.SZ,002486,嘉麟杰,服饰,17.0
146,300046.SZ,300046,台基股份,半导体,16.0
147,000016.SZ,000016,深康佳A,家用电器,16.0
148,300100.SZ,300100,双林股份,汽车服务,16.0
149,300097.SZ,300097,智云股份,电器仪表,16.0
150,002201.SZ,002201,九鼎新材,玻璃,16.0
151,600359.SH,600359,新农开发,农业综合,16.0
152,000609.SZ,000609,中迪投资,区域地产,16.0
153,002759.SZ,002759,天际股份,家用电器,16.0
154,600983.SH,600983,惠而浦,家用电器,16.0
155,002768.SZ,002768,国恩股份,塑料,16.0
156,688037.SH,688037,芯源微,半导体,16.0
157,601698.SH,601698,中国卫通,电信运营,16.0
158,688258.SH,688258,卓易信息,软件服务,16.0
159,002837.SZ,002837,英维克,专用机械,16.0
160,600513.SH,600513,联环药业,化学制药,16.0
161,605333.SH,605333,沪光股份,汽车配件,16.0
162,002425.SZ,002425,凯撒文化,互联网,16.0
163,002950.SZ,002950,奥美医疗,医疗保健,16.0
164,002969.SZ,002969,嘉美包装,广告包装,16.0
165,002551.SZ,002551,尚荣医疗,医疗保健,16.0
166,000505.SZ,000505,京粮控股,食品,16.0
167,300763.SZ,300763,锦浪科技,电气设备,16.0
168,300832.SZ,300832,新产业,医疗保健,16.0
169,603787.SH,603787,新日股份,摩托车,16.0
170,300460.SZ,300460,惠伦晶体,元器件,16.0
171,300494.SZ,300494,盛天网络,互联网,16.0
172,300386.SZ,300386,飞天诚信,软件服务,16.0
173,300378.SZ,300378,鼎捷软件,软件服务,16.0
174,000903.SZ,000903,云内动力,机械基件,16.0
175,300342.SZ,300342,天银机电,元器件,16.0
176,300578.SZ,300578,会畅通讯,通信设备,16.0
177,300299.SZ,300299,富春股份,互联网,16.0
178,603129.SH,603129,春风动力,摩托车,16.0
179,600107.SH,600107,美尔雅,服饰,16.0
180,000835.SZ,000835,*ST长动,影视音像,16.0
181,600165.SH,600165,新日恒力,化工原料,16.0
182,603536.SH,603536,惠发食品,食品,15.0
183,300817.SZ,300817,双飞股份,机械基件,15.0
184,603109.SH,603109,神驰机电,电气设备,15.0
185,002750.SZ,002750,龙津药业,中成药,15.0
186,300812.SZ,300812,易天股份,专用机械,15.0
187,300810.SZ,300810,中科海讯,软件服务,15.0
188,002713.SZ,002713,东易日盛,装修装饰,15.0
189,300807.SZ,300807,天迈科技,软件服务,15.0
190,002537.SZ,002537,海联金汇,汽车整车,15.0
191,688012.SH,688012,中微公司,专用机械,15.0
192,002625.SZ,002625,光启技术,汽车配件,15.0
193,603022.SH,603022,新通联,广告包装,15.0
194,300683.SZ,300683,海特生物,生物制药,15.0
195,300795.SZ,300795,米奥会展,综合类,15.0
196,300825.SZ,300825,阿尔特,汽车服务,15.0
197,603718.SH,603718,海利生物,生物制药,15.0
198,300634.SZ,300634,彩讯股份,软件服务,15.0
199,688023.SH,688023,安恒信息,软件服务,15.0
200,002603.SZ,002603,以岭药业,中成药,15.0
201,300155.SZ,300155,安居宝,元器件,15.0
202,002878.SZ,002878,元隆雅图,文教休闲,15.0
203,300767.SZ,300767,震安科技,橡胶,15.0
204,605168.SH,605168,三人行,互联网,15.0
205,603366.SH,603366,日出东方,家用电器,15.0
206,300260.SZ,300260,新莱应材,机械基件,15.0
207,300087.SZ,300087,荃银高科,种植业,15.0
208,300261.SZ,300261,雅本化学,农药化肥,15.0
209,603991.SH,603991,至正股份,塑料,15.0
210,300064.SZ,300064,ST金刚,矿物制品,15.0
211,300859.SZ,300859,西域旅游,旅游服务,15.0
212,300061.SZ,300061,旗天科技,互联网,15.0
213,600371.SH,600371,万向德农,种植业,15.0
214,300325.SZ,300325,德威新材,塑料,15.0
215,600418.SH,600418,江淮汽车,汽车整车,15.0
216,603477.SH,603477,巨星农牧,纺织,15.0
217,600550.SH,600550,保变电气,电气设备,15.0
218,600678.SH,600678,四川金顶,水泥,15.0
219,600859.SH,600859,王府井,百货,15.0
220,300390.SZ,300390,天华超净,元器件,15.0
221,300410.SZ,300410,正业科技,电器仪表,15.0
222,601456.SH,601456,国联证券,证券,15.0
223,601519.SH,601519,大智慧,软件服务,15.0
224,002959.SZ,002959,小熊电器,家用电器,15.0
225,603200.SH,603200,上海洗霸,环境保护,15.0
226,000004.SZ,000004,国农科技,互联网,15.0
227,002103.SZ,002103,广博股份,互联网,15.0
228,002071.SZ,002071,*ST长城,影视音像,15.0
229,000518.SZ,000518,四环生物,生物制药,15.0
230,000676.SZ,000676,智度股份,互联网,15.0
231,002069.SZ,002069,獐子岛,渔业,15.0
232,002105.SZ,002105,信隆健康,文教休闲,15.0
233,300654.SZ,300654,世纪天鸿,出版业,14.0
234,300238.SZ,300238,冠昊生物,医疗保健,14.0
235,300242.SZ,300242,佳云科技,互联网,14.0
236,600589.SH,600589,广东榕泰,塑料,14.0
237,603178.SH,603178,圣龙股份,汽车配件,14.0
238,002187.SZ,002187,广百股份,百货,14.0
239,300835.SZ,300835,龙磁科技,元器件,14.0
240,002385.SZ,002385,大北农,饲料,14.0
241,300151.SZ,300151,昌红科技,机械基件,14.0
242,300029.SZ,300029,ST天龙,专用机械,14.0
243,300432.SZ,300432,富临精工,汽车配件,14.0
244,603949.SH,603949,雪龙集团,汽车配件,14.0
245,002786.SZ,002786,银宝山新,专用机械,14.0
246,600745.SH,600745,闻泰科技,通信设备,14.0
247,603555.SH,603555,*ST贵人,服饰,14.0
248,300551.SZ,300551,古鳌科技,IT设备,14.0
249,002919.SZ,002919,名臣健康,日用化工,14.0
250,300624.SZ,300624,万兴科技,软件服务,14.0
251,300802.SZ,300802,矩子科技,IT设备,14.0
252,002529.SZ,002529,*ST海源,专用机械,14.0
253,300507.SZ,300507,苏奥传感,汽车配件,14.0
254,688019.SH,688019,安集科技,半导体,14.0
255,300830.SZ,300830,金现代,软件服务,14.0
256,600532.SH,600532,宏达矿业,普钢,14.0
257,002979.SZ,002979,雷赛智能,专用机械,14.0
258,603613.SH,603613,国联股份,互联网,14.0
259,002471.SZ,002471,中超控股,电气设备,14.0
260,000908.SZ,000908,景峰医药,化学制药,14.0
261,300341.SZ,300341,麦克奥迪,电气设备,14.0
262,002498.SZ,002498,汉缆股份,电气设备,14.0
263,600827.SH,600827,百联股份,超市连锁,14.0
264,002305.SZ,002305,南国置业,区域地产,14.0
265,002524.SZ,002524,光正眼科,医疗保健,14.0
266,300337.SZ,300337,银邦股份,铝,14.0
267,002617.SZ,002617,露笑科技,电气设备,14.0
268,300086.SZ,300086,康芝药业,化学制药,14.0
269,600114.SH,600114,东睦股份,机械基件,14.0
270,300592.SZ,300592,华凯创意,软件服务,14.0
271,300323.SZ,300323,华灿光电,半导体,14.0
272,300661.SZ,300661,圣邦股份,元器件,14.0
273,600956.SH,600956,新天绿能,新型电力,14.0
274,600834.SH,600834,申通地铁,公共交通,14.0
275,300811.SZ,300811,铂科新材,元器件,13.0
276,600543.SH,600543,莫高股份,红黄酒,13.0
277,002819.SZ,002819,东方中科,电器仪表,13.0
278,300591.SZ,300591,万里马,服饰,13.0
279,000011.SZ,000011,深物业A,区域地产,13.0
280,300644.SZ,300644,南京聚隆,塑料,13.0
281,002108.SZ,002108,沧州明珠,塑料,13.0
282,002771.SZ,002771,真视通,软件服务,13.0
283,603601.SH,603601,再升科技,玻璃,13.0
284,002049.SZ,002049,紫光国微,元器件,13.0
285,300721.SZ,300721,怡达股份,化工原料,13.0
286,300733.SZ,300733,西菱动力,汽车配件,13.0
287,000818.SZ,000818,航锦科技,化工原料,13.0
288,300675.SZ,300675,建科院,建筑工程,13.0
289,300367.SZ,300367,ST网力,IT设备,13.0
290,300671.SZ,300671,富满电子,半导体,13.0
291,002612.SZ,002612,朗姿股份,服饰,13.0
292,605136.SH,605136,丽人丽妆,其他商业,13.0
293,002983.SZ,002983,芯瑞达,元器件,13.0
294,600237.SH,600237,铜峰电子,元器件,13.0
295,600397.SH,600397,安源煤业,煤炭开采,13.0
296,300655.SZ,300655,晶瑞股份,化工原料,13.0
297,600918.SH,600918,中泰证券,证券,13.0
298,300579.SZ,300579,数字认证,软件服务,13.0
299,300379.SZ,300379,东方通,软件服务,13.0
300,603121.SH,603121,华培动力,汽车配件,13.0
301,300708.SZ,300708,聚灿光电,半导体,13.0
302,600052.SH,600052,浙江广厦,影视音像,13.0
303,002164.SZ,002164,宁波东力,电气设备,13.0
304,002285.SZ,002285,世联行,房产服务,13.0
305,002932.SZ,002932,明德生物,医疗保健,13.0
306,300858.SZ,300858,科拓生物,食品,13.0
307,300538.SZ,300538,同益股份,批发业,13.0
308,300247.SZ,300247,融捷健康,医疗保健,13.0
309,603011.SH,603011,合锻智能,机床制造,13.0
310,300484.SZ,300484,蓝海华腾,电气设备,13.0
311,600540.SH,600540,新赛股份,种植业,13.0
312,300230.SZ,300230,永利股份,塑料,13.0
313,600695.SH,600695,绿庭投资,多元金融,13.0
314,600139.SH,600139,西部资源,综合类,13.0
315,300501.SZ,300501,海顺新材,广告包装,13.0
316,000524.SZ,000524,岭南控股,酒店餐饮,13.0
317,300202.SZ,300202,聚龙股份,IT设备,13.0
318,002962.SZ,002962,五方光电,元器件,13.0
319,000638.SZ,000638,万方发展,软件服务,13.0
320,000068.SZ,000068,华控赛格,环境保护,13.0
321,300491.SZ,300491,通合科技,电气设备,13.0
322,600178.SH,600178,东安动力,汽车配件,13.0
323,688268.SH,688268,华特气体,化工原料,13.0
324,002316.SZ,002316,亚联发展,软件服务,13.0
325,300837.SZ,300837,浙矿股份,专用机械,13.0
326,600185.SH,600185,格力地产,区域地产,13.0
327,603906.SH,603906,龙蟠科技,化工原料,13.0
328,000595.SZ,000595,*ST宝实,机械基件,13.0
329,002886.SZ,002886,沃特股份,塑料,13.0
330,600313.SH,600313,农发种业,种植业,13.0
331,300427.SZ,300427,红相股份,电气设备,13.0
332,002991.SZ,002991,甘源食品,食品,13.0
333,300008.SZ,300008,天海防务,船舶,13.0
334,600267.SH,600267,海正药业,化学制药,13.0
335,603087.SH,603087,甘李药业,生物制药,13.0
336,600316.SH,600316,洪都航空,航空,13.0
337,300264.SZ,300264,佳创视讯,通信设备,13.0
338,300843.SZ,300843,胜蓝股份,元器件,13.0
339,300561.SZ,300561,汇金科技,软件服务,13.0
340,300173.SZ,300173,福能东方,轻工机械,13.0
341,603982.SH,603982,泉峰汽车,汽车配件,12.0
342,000616.SZ,000616,海航投资,全国地产,12.0
343,603701.SH,603701,德宏股份,汽车配件,12.0
344,601599.SH,601599,鹿港文化,影视音像,12.0
345,000987.SZ,000987,越秀金控,多元金融,12.0
346,300366.SZ,300366,创意信息,软件服务,12.0
347,300358.SZ,300358,楚天科技,医疗保健,12.0
348,300680.SZ,300680,隆盛科技,汽车配件,12.0
349,300581.SZ,300581,晨曦航空,航空,12.0
350,300045.SZ,300045,华力创通,IT设备,12.0
351,603867.SH,603867,新化股份,化工原料,12.0
352,603919.SH,603919,金徽酒,白酒,12.0
353,002689.SZ,002689,远大智能,运输设备,12.0
354,300022.SZ,300022,吉峰科技,农用机械,12.0
355,600268.SH,600268,国电南自,电气设备,12.0
356,300002.SZ,300002,神州泰岳,软件服务,12.0
357,002799.SZ,002799,环球印务,广告包装,12.0
358,601865.SH,601865,福莱特,玻璃,12.0
359,300453.SZ,300453,三鑫医疗,医疗保健,12.0
360,002197.SZ,002197,证通电子,电器仪表,12.0
361,300540.SZ,300540,深冷股份,专用机械,12.0
362,603042.SH,603042,华脉科技,通信设备,12.0
363,300510.SZ,300510,金冠股份,电气设备,12.0
364,300589.SZ,300589,江龙船艇,船舶,12.0
365,603696.SH,603696,安记食品,食品,12.0
366,300373.SZ,300373,扬杰科技,半导体,12.0
367,300492.SZ,300492,华图山鼎,建筑工程,12.0
368,300089.SZ,300089,文化长城,文教休闲,12.0
369,002156.SZ,002156,通富微电,半导体,12.0
370,002676.SZ,002676,顺威股份,塑料,12.0
371,002046.SZ,002046,轴研科技,机械基件,12.0
372,300801.SZ,300801,泰和科技,化工原料,12.0
373,000411.SZ,000411,英特集团,医药商业,12.0
374,300189.SZ,300189,神农科技,种植业,12.0
375,002338.SZ,002338,奥普光电,电器仪表,12.0
376,002506.SZ,002506,协鑫集成,电气设备,12.0
377,600685.SH,600685,中船防务,船舶,12.0
378,603520.SH,603520,司太立,化学制药,12.0
379,300808.SZ,300808,久量股份,家用电器,12.0
380,600480.SH,600480,凌云股份,汽车配件,12.0
381,300187.SZ,300187,永清环保,环境保护,12.0
382,002370.SZ,002370,亚太药业,化学制药,12.0
383,300249.SZ,300249,依米康,软件服务,12.0
384,600189.SH,600189,吉林森工,软饮料,12.0
385,688058.SH,688058,宝兰德,软件服务,12.0
386,300277.SZ,300277,海联讯,软件服务,12.0
387,300827.SZ,300827,上能电气,电气设备,12.0
388,688088.SH,688088,虹软科技,软件服务,12.0
389,300828.SZ,300828,锐新科技,铝,12.0
390,300829.SZ,300829,金丹科技,食品,12.0
391,300270.SZ,300270,中威电子,通信设备,12.0
392,600789.SH,600789,鲁抗医药,化学制药,12.0
393,600734.SH,600734,*ST实达,IT设备,12.0
394,002416.SZ,002416,爱施德,电器连锁,12.0
395,688198.SH,688198,佰仁医疗,医疗保健,12.0
396,300118.SZ,300118,东方日升,电气设备,12.0
397,600086.SH,600086,*ST金钰,服饰,12.0
398,002328.SZ,002328,新朋股份,汽车配件,12.0
399,000021.SZ,000021,深科技,IT设备,12.0
400,300062.SZ,300062,中能电气,电气设备,12.0
401,002655.SZ,002655,共达电声,元器件,12.0
402,600651.SH,600651,*ST飞乐,电器仪表,12.0
403,002626.SZ,002626,金达威,食品,12.0
404,300083.SZ,300083,创世纪,元器件,12.0
405,300336.SZ,300336,新文化,影视音像,12.0
406,002261.SZ,002261,拓维信息,互联网,12.0
407,300311.SZ,300311,任子行,软件服务,12.0
408,300225.SZ,300225,金力泰,染料涂料,12.0
409,603212.SH,603212,赛伍技术,塑料,12.0
410,300850.SZ,300850,新强联,机械基件,12.0
411,300106.SZ,300106,西部牧业,农业综合,12.0
412,300769.SZ,300769,德方纳米,化工原料,12.0
413,300791.SZ,300791,仙乐健康,医疗保健,12.0
414,300099.SZ,300099,精准信息,电器仪表,12.0
415,600876.SH,600876,洛阳玻璃,玻璃,12.0
416,002315.SZ,002315,焦点科技,互联网,12.0
417,002987.SZ,002987,京北方,软件服务,11.0
418,000078.SZ,000078,海王生物,医药商业,11.0
419,300176.SZ,300176,派生科技,汽车配件,11.0
420,300192.SZ,300192,科斯伍德,文教休闲,11.0
421,300185.SZ,300185,通裕重工,工程机械,11.0
422,300221.SZ,300221,银禧科技,塑料,11.0
423,000428.SZ,000428,华天酒店,酒店餐饮,11.0
424,000612.SZ,000612,焦作万方,铝,11.0
425,603322.SH,603322,超讯通信,通信设备,11.0
426,003000.SZ,003000,华文食品,食品,11.0
427,002993.SZ,002993,奥海科技,元器件,11.0
428,603690.SH,603690,至纯科技,专用机械,11.0
429,300208.SZ,300208,青岛中程,电气设备,11.0
430,300010.SZ,300010,豆神教育,软件服务,11.0
431,300447.SZ,300447,全信股份,电气设备,11.0
432,603396.SH,603396,金辰股份,专用机械,11.0
433,603603.SH,603603,博天环境,环境保护,11.0
434,002134.SZ,002134,天津普林,元器件,11.0
435,000153.SZ,000153,丰原药业,化学制药,11.0
436,300074.SZ,300074,华平股份,通信设备,11.0
437,300080.SZ,300080,易成新能,电气设备,11.0
438,300334.SZ,300334,津膜科技,专用机械,11.0
439,300370.SZ,300370,安控科技,电器仪表,11.0
440,002062.SZ,002062,宏润建设,建筑工程,11.0
441,300314.SZ,300314,戴维医疗,医疗保健,11.0
442,603557.SH,603557,起步股份,服饰,11.0
443,300108.SZ,300108,吉药控股,中成药,11.0
444,300397.SZ,300397,天和防务,通信设备,11.0
445,002074.SZ,002074,国轩高科,电气设备,11.0
446,002075.SZ,002075,沙钢股份,特种钢,11.0
447,603157.SH,603157,*ST拉夏,服饰,11.0
448,000501.SZ,000501,鄂武商A,百货,11.0
449,300402.SZ,300402,宝色股份,专用机械,11.0
450,600303.SH,600303,曙光股份,汽车整车,11.0
451,603488.SH,603488,展鹏科技,电气设备,11.0
452,300139.SZ,300139,晓程科技,元器件,11.0
453,002076.SZ,002076,*ST雪莱,家用电器,11.0
454,300141.SZ,300141,和顺电气,电气设备,11.0
455,300147.SZ,300147,香雪制药,中成药,11.0
456,300279.SZ,300279,和晶科技,元器件,11.0
457,300152.SZ,300152,科融环境,环境保护,11.0
458,600172.SH,600172,黄河旋风,矿物制品,11.0
459,300603.SZ,300603,立昂技术,通信设备,11.0
460,002982.SZ,002982,湘佳股份,农业综合,11.0
461,002492.SZ,002492,恒基达鑫,仓储物流,11.0
462,002515.SZ,002515,金字火腿,食品,11.0
463,600855.SH,600855,航天长峰,专用机械,11.0
464,002536.SZ,002536,飞龙股份,汽车配件,11.0
465,002227.SZ,002227,奥特迅,电气设备,11.0
466,600415.SH,600415,小商品城,商品城,11.0
467,300790.SZ,300790,宇瞳光学,电器仪表,11.0
468,300789.SZ,300789,唐源电气,软件服务,11.0
469,605338.SH,605338,巴比食品,食品,11.0
470,300781.SZ,300781,因赛集团,广告包装,11.0
471,605198.SH,605198,德利股份,软饮料,11.0
472,605188.SH,605188,国光连锁,超市连锁,11.0
473,300466.SZ,300466,赛摩智能,电器仪表,11.0
474,002605.SZ,002605,姚记科技,互联网,11.0
475,600986.SH,600986,科达股份,互联网,11.0
476,002622.SZ,002622,融钰集团,综合类,11.0
477,600988.SH,600988,赤峰黄金,黄金,11.0
478,000026.SZ,000026,飞亚达,其他商业,11.0
479,300738.SZ,300738,奥飞数据,电信运营,11.0
480,601038.SH,601038,一拖股份,农用机械,11.0
481,002505.SZ,002505,大康农业,农业综合,11.0
482,300815.SZ,300815,玉禾田,环境保护,11.0
483,300713.SZ,300713,英可瑞,电气设备,11.0
484,002483.SZ,002483,润邦股份,工程机械,11.0
485,600152.SH,600152,维科技术,电气设备,11.0
486,002288.SZ,002288,超华科技,元器件,11.0
487,600662.SH,600662,强生控股,公共交通,11.0
488,002334.SZ,002334,英威腾,电气设备,11.0
489,600191.SH,600191,华资实业,食品,11.0
490,002348.SZ,002348,高乐股份,文教休闲,11.0
491,002255.SZ,002255,*ST海陆,专用机械,11.0
492,600707.SH,600707,彩虹股份,元器件,11.0
493,688278.SH,688278,特宝生物,生物制药,11.0
494,002371.SZ,002371,北方华创,半导体,11.0
495,002382.SZ,002382,蓝帆医疗,医疗保健,11.0
496,300856.SZ,300856,科思股份,化工原料,11.0
497,300852.SZ,300852,四会富仕,元器件,11.0
498,002459.SZ,002459,晶澳科技,电气设备,11.0
499,002464.SZ,002464,众应互联,互联网,11.0
500,300823.SZ,300823,建科机械,专用机械,11.0
501,000716.SZ,000716,黑芝麻,食品,11.0
502,002480.SZ,002480,新筑股份,机械基件,11.0
503,002481.SZ,002481,双塔食品,食品,11.0
504,300716.SZ,300716,国立科技,塑料,11.0
505,000816.SZ,000816,智慧农业,农用机械,11.0
506,300573.SZ,300573,兴齐眼药,化学制药,11.0
507,603755.SH,603755,日辰股份,食品,11.0
508,002897.SZ,002897,意华股份,元器件,11.0
509,300555.SZ,300555,路通视信,通信设备,11.0
510,605006.SH,605006,山东玻纤,玻璃,11.0
511,002866.SZ,002866,传艺科技,IT设备,11.0
512,603920.SH,603920,世运电路,元器件,11.0
513,002845.SZ,002845,同兴达,元器件,11.0
514,603348.SH,603348,文灿股份,汽车配件,11.0
515,300621.SZ,300621,维业股份,装修装饰,11.0
516,300623.SZ,300623,捷捷微电,半导体,11.0
517,603009.SH,603009,北特科技,汽车配件,11.0
518,002770.SZ,002770,ST科迪,乳制品,11.0
519,300648.SZ,300648,星云股份,电器仪表,11.0
520,300489.SZ,300489,中飞股份,铝,11.0
521,000526.SZ,000526,紫光学大,文教休闲,11.0
522,002971.SZ,002971,和远气体,化工原料,11.0
523,603078.SH,603078,江化微,化工原料,11.0
524,300674.SZ,300674,宇信科技,软件服务,11.0
525,300565.SZ,300565,科信技术,通信设备,11.0
526,002269.SZ,002269,美邦服饰,服饰,11.0
