,ts_code,symbol,name,industry,COL_LASTPRICE,concept
71,000687.SZ,000687,华讯方舟,通信设备,7.56,"碳纤维, 军工, 军民融合, 无人机, 雄安-智慧城市, 太赫兹, 燃料电池, 3D打印, 智能制造, 雄安新区, 京津冀, 大数据, VR&AR, 创投, "
72,002300.SZ,002300,太阳电缆,电气设备,7.71,"业绩预增, 军工, 军民融合, "
73,002297.SZ,002297,博云新材,矿物制品,7.8,"碳纤维, 大飞机, 通用航空, 军工, 军民融合, 股权转让, 高校系, "
74,000026.SZ,000026,飞亚达A,其他商业,7.87,"央企改革, 军工研究所, 社保重仓, 军工, "
75,600463.SH,600463,空港股份,园区开发,7.91,"机场, 北京城市规划, 军工, 军民融合, 房地产, 雄安新区, 雄安-工程基建, 京津冀, 科创板概念股, "
76,000625.SZ,000625,长安汽车,汽车整车,8.0,"安邦系, 高股息, MSCI, 阿里巴巴概念股, 新能源整车, 汽车整车, 混改, 军工混改, 央企改革, 华为产业链, 蔚来汽车概念股, 军工研究所, 破净股, 军工, 百度概念股, 宁德时代概念股, 无人驾驶, 新能源汽车, 人工智能, 腾讯概念股, 共享经济, 独角兽, "
77,002520.SZ,002520,日发精机,机床制造,8.04,"大飞机, 通用航空, 军工, 军民融合, 工业自动化, 智能制造, 资产重组, "
78,002246.SZ,002246,北化股份,化工原料,8.08,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 定增破发, "
79,000021.SZ,000021,深科技,电脑设备,8.12,"央企改革, 华为产业链, 军工研究所, 军工, 物联网, 工业自动化, 智能制造, 区块链, 半导体, 3D感应, LED, "
80,300077.SZ,300077,国民技术,半导体,8.2,"军工研究所, 军工, 物联网, 网络安全, 锂电池, 新能源汽车, 移动支付, 半导体, 国产芯片, "
81,300099.SZ,300099,精准信息,电器仪表,8.21,"特高压, 空铁WiFi, 军工, 军民融合, 燃料电池, 区块链, 高铁轨交, 强势人气股, "
82,600135.SH,600135,乐凯胶片,化工原料,8.3,"央企改革, 军工研究所, 军工, 锂电池, 雄安新区, 新能源汽车, 京津冀, 雄安-周边, "
83,300265.SZ,300265,通光线缆,电气设备,8.34,"5G, 特高压, 光通信, 军工, 军民融合, "
84,600501.SH,600501,航天晨光,汽车配件,8.68,"央企改革, 军工研究所, 军工, 军民融合, "
85,000032.SZ,000032,深桑达A,元器件,8.77,"央企改革, 军工研究所, 业绩预增, 军工, 无线充电, 无人商店, 智慧城市, 高铁轨交, 智慧安防, "
86,300411.SZ,300411,金盾股份,专用机械,8.86,"核电, 军工, 定增破发, 高质押率, 高铁轨交, "
87,002465.SZ,002465,海格通信,通信设备,8.93,"MSCI, 国家队重仓, 军工, 军民融合, 无人机, 物联网, 北斗导航, 人工智能, VR&AR, 国产芯片, 国产操作系统, "
88,002214.SZ,002214,大立科技,电器仪表,8.97,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, "
89,300114.SZ,300114,中航电测,元器件,9.22,"央企改革, 军工研究所, 大飞机, 军工, 军民融合, 物联网, 工业自动化, 智能制造, "
90,300045.SZ,300045,华力创通,电脑设备,9.22,"军工, 军民融合, 无人机, 北斗导航, VR&AR, 独角兽, "
91,600435.SH,600435,北方导航,专用机械,9.22,"混改, 军工混改, 国家队重仓, 央企改革, 军工研究所, 航母, 军工, 北斗导航, 股权转让, "
92,002402.SZ,002402,和而泰,元器件,9.24,"5G, 华为产业链, 军工, 物联网, 大数据, 人工智能, 智能音箱, 国产芯片, 国资入股, LED, "
93,000066.SZ,000066,中国长城,电脑设备,9.33,"MSCI, 海工装备, 央企改革, 军工研究所, 航母, 军工, 军民融合, 百度概念股, 网络安全, 数字中国, 大数据, 云计算, 人工智能, 互联网医疗, 区块链, 国产操作系统, "
94,600862.SH,600862,中航高科,航空,9.38,"央企改革, 军工研究所, 大飞机, 业绩预增, 军工, 创投, "
95,600765.SH,600765,中航重机,机械基件,9.42,"央企改革, 军工研究所, 大飞机, 航母, 业绩预增, 军工, 军民融合, "
96,300342.SZ,300342,天银机电,元器件,9.53,"军工, 军民融合, 太赫兹, 白色家电, 家电, 股权转让, 国资入股, "
97,600480.SH,600480,凌云股份,汽车配件,9.59,"特斯拉, 混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, 雄安-建材, 雄安新区, 京津冀, "
98,002625.SZ,002625,光启技术,汽车配件,9.64,"混改, 军工, 军民融合, 汽车零部件, 雄安-智慧城市, 高质押率, 雄安新区, "
99,000576.SZ,000576,广东甘化,造纸,9.69,"军工研究所, 业绩预增, 军工, 军民融合, 食品, 白糖, 资产重组, "
100,000534.SZ,000534,万泽股份,生物制药,9.85,"大飞机, 军工, 军民融合, 互联网金融, 股权转让, 资产重组, "
101,300351.SZ,300351,永贵电器,元器件,9.89,"一带一路, 特斯拉, 军工, 军民融合, 高铁轨交, "
102,000065.SZ,000065,北方国际,建筑施工,9.93,"混改, 军工混改, 央企改革, 军工研究所, 风电, 军工, 人民币贬值受益, "
103,600592.SH,600592,龙溪股份,机械基件,9.96,"军工, 军民融合, 高铁轨交, "
104,002446.SZ,002446,盛路通信,通信设备,10.02,"5G, 华为产业链, 军工, 军民融合, 物联网, 无人驾驶, 北斗导航, "
105,000547.SZ,000547,航天发展,通信设备,10.05,"央企改革, 军工研究所, 业绩预增, 军工, 军民融合, 脑科学, 网络安全, 大数据, VR&AR, 资产重组, "
106,002331.SZ,002331,皖通科技,软件服务,10.22,"军工, 军民融合, 无人驾驶, 智慧安防, "
107,600343.SH,600343,航天动力,航空,10.25,"央企改革, 军工研究所, 军工, 军民融合, 高铁轨交, "
108,600071.SH,600071,凤凰光学,元器件,10.3,"央企改革, 军工研究所, 军工, 智能制造, 智慧安防, "
109,002423.SZ,002423,中原特钢,特种钢,10.5,"钢铁, 金改, 混改, 军工混改, 央企改革, 军工研究所, 军工, 河南自贸区, 自贸区, 复牌股, 资产重组, "
110,601177.SH,601177,杭齿前进,机械基件,10.54,"军工, 浙江国企改革, 债转股-AMC, 股权转让, "
111,300227.SZ,300227,光韵达,元器件,10.55,"PCB板, 军工, 军民融合, 定增破发, 工业自动化, 3D打印, 智能制造, 机器视觉, "
112,300447.SZ,300447,全信股份,电气设备,10.64,"大飞机, 回购, 军工, 军民融合, 定增破发, "
113,600967.SH,600967,内蒙一机,运输设备,10.87,"MSCI, 内蒙古, 混改, 军工混改, 央企改革, 军工研究所, 军工, "
114,002254.SZ,002254,泰和新材,化纤,10.88,"军工, 军民融合, 石油化工, 山东国企改革, "
115,300101.SZ,300101,振芯科技,通信设备,10.97,"军工, 军民融合, 物联网, 北斗导航, 人工智能, 智慧安防, "
116,600410.SH,600410,华胜天成,软件服务,10.97,"阿里巴巴概念股, 国家队重仓, 回购, 业绩预增, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, "
117,300252.SZ,300252,金信诺,电气设备,10.99,"5G, 光通信, PCB板, 大飞机, 航母, 军工, 军民融合, 国产芯片, 高铁轨交, "
118,002383.SZ,002383,合众思壮,通信设备,11.12,"军工, 军民融合, 物联网, 无人驾驶, 北斗导航, 股权转让, 共享经济, 国资入股, "
119,600184.SH,600184,光电股份,专用机械,11.16,"混改, 军工混改, 央企改革, 军工研究所, 航母, 军工, "
120,000697.SZ,000697,炼石航空,航空,11.25,"通用航空, 有色金属, 军工, 军民融合, 无人机, 有色-钼, 定增破发, 股权转让, "
121,300490.SZ,300490,华自科技,电气设备,11.46,"军工, 军民融合, 宁德时代概念股, 工业自动化, 水利, 智能制造, "
122,002265.SZ,002265,西仪股份,汽车配件,11.47,"混改, 军工混改, 央企改革, 军工研究所, 军工, 军民融合, 汽车零部件, "
123,300719.SZ,300719,安达维尔,航空,11.61,"通用航空, 空铁WiFi, 军工, 军民融合, "
124,002389.SZ,002389,航天彩虹,元器件,11.67,"被动元件, 特斯拉, 央企改革, 军工研究所, 军工, 军民融合, 无人机, 锂电池, 新能源汽车, 石墨烯, "
125,002023.SZ,002023,海特高新,航空,11.79,"5G, 大飞机, 通用航空, 空铁WiFi, 业绩预增, 军工, 军民融合, 半导体, 国产芯片, "
126,000818.SZ,000818,航锦科技,化工原料,11.93,"烧碱, 环氧丙烷, 军工, 军民融合, 兜底式增持, 半导体, 国产芯片, 创投, "
127,300480.SZ,300480,光力科技,电器仪表,11.95,"军工, 军民融合, 定增破发, 半导体, "
128,000043.SZ,000043,中航善达,房产服务,12.18,"央企改革, 军工研究所, 业绩预增, 军工, 房地产, 复牌股, "
129,300589.SZ,300589,江龙船艇,船舶,12.25,"军工, 军民融合, "
130,002683.SZ,002683,宏大爆破,化工原料,12.42,"军工, 军民融合, 民爆, "
131,600031.SH,600031,三一重工,工程机械,12.45,"MSCI, 一带一路, 社保重仓, 回购, 业绩预增, 军工, 军民融合, 工业自动化, 机械, 智能制造, "
132,002419.SZ,002419,天虹股份,百货,12.51,"高股息, 央企改革, 军工研究所, 新零售, 宝能系, 军工, 无人商店, 彩票, "
133,300034.SZ,300034,钢研高纳,小金属,12.55,"央企改革, 大飞机, 航母, 业绩预增, 军工, 军民融合, 京津冀, "
134,000901.SZ,000901,航天科技,航空,12.72,"央企改革, 军工研究所, 军工, 军民融合, 物联网, 无人驾驶, 北斗导航, 网络安全, 工业互联网, 手势识别, "
135,002669.SZ,002669,康达新材,化工原料,12.83,"业绩预增, 军工, 军民融合, 股权转让, 国资入股, "
136,600523.SH,600523,贵航股份,汽车配件,12.93,"央企改革, 军工研究所, 大飞机, 军工, 汽车零部件, "
137,002338.SZ,002338,奥普光电,电器仪表,13.04,"中科院系, 军工, 军民融合, 智能制造, 机器视觉, "
138,300527.SZ,300527,中国应急,专用机械,13.08,"南北船合并, 中字头, 央企改革, 军工研究所, 核电, 回购, 军工, 军民融合, "
139,002544.SZ,002544,杰赛科技,软件服务,13.22,"5G, PCB板, 央企改革, 华为产业链, 军工研究所, 社保重仓, 军工, 军民融合, 物联网, 定增破发, 网络安全, 云计算, 高铁轨交, 知识产权, "
140,002664.SZ,002664,长鹰信质,汽车配件,13.42,"特斯拉, 军工, 军民融合, 无人机, 汽车零部件, "
141,002771.SZ,002771,真视通,软件服务,13.48,"军工, 军民融合, 云计算, 独角兽, "
142,600171.SH,600171,上海贝岭,半导体,13.6,"央企改革, 军工研究所, 军工, 物联网, 上海国企改革, 半导体, 无人商店, 国产芯片, "
143,600855.SH,600855,航天长峰,专用机械,13.62,"央企改革, 军工研究所, 业绩预增, 军工, 军民融合, 脑科学, 定增破发, 智慧城市, 智慧安防, "
144,000050.SZ,000050,深天马A,元器件,13.75,"OLED, MSCI, 央企改革, 华为产业链, 军工研究所, 军工, 汽车零部件, 定增破发, 小米概念股, VR&AR, "
145,300581.SZ,300581,晨曦航空,航空,13.77,"军工, 军民融合, 无人机, "
146,600072.SH,600072,中船科技,船舶,13.89,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 业绩预增, 军工, 军民融合, 机械, PPP, "
147,000738.SZ,000738,航发控制,航空,14.15,"MSCI, 央企改革, 军工研究所, 大飞机, 通用航空, 航母, 军工, "
148,600685.SH,600685,中船防务,船舶,14.29,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 军工, 债转股-AMC, 工业互联网, 资产重组, "
149,300065.SZ,300065,海兰信,软件服务,14.29,"海工装备, 回购, 航母, 军工, 军民融合, 兜底式增持, 人工智能, 资产重组, "
150,000070.SZ,000070,特发信息,通信设备,14.5,"5G, 光通信, 军工, 军民融合, 深圳本地股/深汕合作, 创投, "
151,600316.SH,600316,洪都航空,航空,14.57,"央企改革, 军工研究所, 大飞机, 通用航空, 业绩预增, 军工, 无人机, "
152,601606.SH,601606,长城军工,专用机械,14.6,"安徽国企改革, 军工, 军民融合, "
153,600391.SH,600391,航发科技,航空,14.84,"央企改革, 军工研究所, 大飞机, 军工, "
154,002783.SZ,002783,凯龙股份,化工原料,14.92,"军工, 军民融合, 化肥, 燃料电池, 民爆, "
155,002756.SZ,002756,永兴特钢,特种钢,15.06,"钢铁, 核电, 军工, 锂电池, 新能源汽车, "
156,600775.SH,600775,南京熊猫,通信设备,15.09,"5G, 央企改革, 军工研究所, 业绩预增, 军工, 工业自动化, 北斗导航, 智能制造, 机器人, "
157,600372.SH,600372,中航电子,航空,15.3,"MSCI, 央企改革, 军工研究所, 大飞机, 回购, 航母, 军工, 军民融合, "
158,300353.SZ,300353,东土科技,通信设备,15.44,"军工, 军民融合, 兜底式增持, 物联网, 大数据, 工业互联网, 半导体, 智慧城市, 国产芯片, 国产操作系统, "
159,002427.SZ,002427,*ST尤夫,化纤,15.68,"涤纶, 军工, 军民融合, 锂电池, 燃料电池, 新能源汽车, 举牌股, 股权转让, 国资入股, ST股, "
160,000768.SZ,000768,中航飞机,航空,15.77,"MSCI, 央企改革, 军工研究所, 大飞机, 通用航空, 军工, "
161,300427.SZ,300427,红相股份,电气设备,15.81,"电改, 业绩预增, 军工, 军民融合, 股权转让, "
162,600148.SH,600148,长春一东,汽车配件,15.83,"混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 汽车零部件, 资产重组, "
163,600562.SH,600562,国睿科技,通信设备,15.85,"央企改革, 军工研究所, 大飞机, 通用航空, 航母, 军工, 军民融合, 高铁轨交, 资产重组, "
164,300424.SZ,300424,航新科技,航空,15.94,"大飞机, 通用航空, 军工, 军民融合, 股权转让, "
165,300123.SZ,300123,亚光科技,船舶,16.12,"5G, 回购, 业绩预增, 军工, 军民融合, 高送转, 半导体, 股权转让, 国产芯片, 智慧安防, "
166,002837.SZ,002837,英维克,专用机械,16.47,"5G, 军工, 军民融合, 定增破发, 新能源汽车, 腾讯概念股, 充电桩, "
167,300489.SZ,300489,中飞股份,铝,16.72,"有色-铝, 核电, 有色金属, 军工, 军民融合, 股权转让, "
168,000733.SZ,000733,振华科技,元器件,16.73,"被动元件, 央企改革, 军工研究所, 大飞机, 军工, 军民融合, 半导体, "
169,603698.SH,603698,航天工程,专用机械,16.85,"国家队重仓, 央企改革, 军工研究所, 军工, 煤化工, "
170,002414.SZ,002414,高德红外,电器仪表,17.56,"业绩预增, 军工, 军民融合, 无人驾驶, 高送转, 智慧安防, "
171,300629.SZ,300629,新劲刚,矿物制品,17.76,"5G, 军工, 军民融合, 国产芯片, "
172,600677.SH,600677,航天通信,通信设备,17.79,"央企改革, 军工研究所, 业绩预增, 军工, 军民融合, 无人机, "
173,300560.SZ,300560,中富通,通信设备,17.89,"5G, 华为产业链, 军工, 军民融合, 数字中国, "
174,002335.SZ,002335,科华恒盛,电气设备,18.23,"阿里巴巴概念股, 核电, 军工, 军民融合, 宁德时代概念股, 光伏, 储能, 量子通信, 新能源汽车, 大数据, 云计算, 充电桩, 透明工厂, "
175,300593.SZ,300593,新雷能,电气设备,18.75,"5G, 高送转-预期, 军工, 军民融合, "
176,300711.SZ,300711,广哈通信,通信设备,18.76,"5G, 军工, 军民融合, "
177,002190.SZ,002190,*ST集成,汽车配件,19.0,"央企改革, 军工研究所, 军工, 汽车零部件, 定增破发, 锂电池, 新能源汽车, ST股, "
178,600260.SH,600260,凯乐科技,通信设备,19.21,"5G, 光通信, MSCI, 回购, 军工, 军民融合, 定增破发, 量子通信, 互联网医疗, 智慧安防, 创投, "
179,300395.SZ,300395,菲利华,玻璃,19.25,"5G, 光通信, OLED, 军工, 军民融合, 半导体, "
180,300726.SZ,300726,宏达电子,元器件,19.36,"5G, 被动元件, 军工, 军民融合, 半导体, "
181,300627.SZ,300627,华测导航,通信设备,19.6,"军工, 军民融合, 无人机, 北斗导航, 智慧城市, "
182,300600.SZ,300600,瑞特股份,电气设备,19.66,"海工装备, 社保重仓, 航母, 军工, 军民融合, 高送转, "
183,300397.SZ,300397,天和防务,通信设备,19.69,"5G, 军工, 军民融合, 太赫兹, 智慧安防, "
184,603712.SH,603712,七一二,通信设备,19.93,"新进指数成份股, 军工, 军民融合, 北斗导航, 天津国企改革, 高铁轨交, "
185,603678.SH,603678,火炬电子,元器件,20.0,"5G, 被动元件, 大飞机, 回购, 军工, 军民融合, 小米概念股, "
186,600262.SH,600262,北方股份,汽车整车,20.01,"内蒙古, 混改, 军工混改, 央企改革, 军工研究所, 业绩预增, 军工, 无人驾驶, "
187,002829.SZ,002829,星网宇达,通信设备,20.55,"海工装备, 军工, 军民融合, 无人机, 物联网, 百度概念股, 无人驾驶, 北斗导航, "
188,603129.SH,603129,春风动力,摩托车,20.68,"军工, 智能制造, 机器人, "
189,603859.SH,603859,能科股份,软件服务,21.25,"军工, 军民融合, 智能制造, 工业互联网, 资产重组, "
190,300414.SZ,300414,中光防雷,元器件,21.38,"5G, 军工, 军民融合, 高送转, 资产重组, "
191,600150.SH,600150,中国船舶,船舶,21.52,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, ST摘帽, "
192,603131.SH,603131,上海沪工,专用机械,21.61,"军工, 军民融合, 智能制造, 资产重组, 机器人, "
193,600850.SH,600850,华东电脑,软件服务,21.63,"央企改革, 军工研究所, 军工, 云计算, "
194,300467.SZ,300467,迅游科技,互联网,21.74,"华为产业链, 军工, 军民融合, 无人机, 谷歌概念股, 定增破发, 腾讯概念股, 游戏, 手游, "
