,ts_code,name,industry,COL_WEIGHT_RISE_EFFICIENCY,COL_CURRENT_PRICE,circ_mv
1733,300345.SZ,红宇新材,钢加工,3.15,5.11,188373.6838
1102,002642.SZ,荣之联,软件服务,3.15,8.51,438877.1124
3336,603396.SH,金辰股份,专用机械,3.15,47.01,148406.6823
887,002426.SZ,胜利精密,元器件,3.15,3.99,860955.269
1888,300502.SZ,新易盛,通信设备,3.14,29.3,461767.8271
3058,601615.SH,明阳智能,机械基件,3.13,17.45,481445.5
2976,601106.SH,中国一重,工程机械,3.13,3.9,2549820.0
1823,300437.SZ,清水源,化工原料,3.12,16.58,219891.363
1650,300262.SZ,巴安水务,环境保护,3.12,8.41,350576.6008
74,000401.SZ,冀东水泥,水泥,3.12,16.39,2208088.3778
1585,300197.SZ,铁汉生态,环境保护,3.12,4.67,771062.6586
1296,002848.SZ,高斯贝尔,通信设备,3.11,16.4,143741.654
1504,300115.SZ,长盈精密,元器件,3.1,13.13,1189036.784
2541,600503.SH,华丽家族,区域地产,3.1,4.75,761087.75
3191,603083.SH,剑桥科技,通信设备,3.1,35.5,196141.3731
2911,600958.SH,东方证券,证券,3.09,12.03,6829864.7296
2611,600584.SH,长电科技,半导体,3.09,15.07,1561123.6202
195,000622.SZ,恒立实业,汽车配件,3.09,8.3,352937.58
890,002429.SZ,兆驰股份,家用电器,3.08,3.33,1322986.2355
1604,300216.SZ,千山药机,医疗保健,3.07,4.55,128141.0458
2569,600535.SH,天士力,中成药,3.07,23.9,3615272.2873
1736,300348.SZ,长亮科技,软件服务,3.07,25.8,569812.5951
2041,300662.SZ,科锐国际,综合类,3.07,38.65,350198.8571
1547,300158.SZ,振东制药,中成药,3.06,5.42,461041.0692
441,000977.SZ,浪潮信息,电脑设备,3.06,25.3,3261807.9926
693,002231.SZ,奥维通信,通信设备,3.06,7.85,240115.172
1508,300119.SZ,瑞普生物,生物制药,3.06,12.53,256543.702
1047,002587.SZ,奥拓电子,元器件,3.05,6.72,268277.2411
1338,002892.SZ,科力尔,电气设备,3.04,43.78,115299.008
1770,300384.SZ,三联虹普,纺织机械,3.04,16.74,304451.1534
2324,600226.SH,瀚叶股份,农药化肥,3.04,4.57,910741.1357
978,002517.SZ,恺英网络,互联网,3.03,5.16,624756.2952
231,000677.SZ,恒天海龙,化纤,3.03,3.36,290296.5905
2380,600291.SH,西水股份,保险,3.03,14.55,1590408.67
1497,300108.SZ,吉药控股,中成药,3.03,8.09,368196.1007
760,002299.SZ,圣农发展,农业综合,3.02,30.1,3343809.0
1739,300351.SZ,永贵电器,元器件,3.01,11.19,267933.2492
2158,600030.SH,中信证券,证券,3.01,23.92,23476670.7864
2621,600595.SH,中孚实业,铝,3.01,2.9,505046.7169
1809,300423.SZ,鲁亿通,电气设备,3.01,28.26,307742.8316
1615,300227.SZ,光韵达,元器件,3.01,13.55,205664.0937
312,000793.SZ,华闻传媒,出版业,3.0,4.65,901625.1694
1167,002708.SZ,光洋股份,汽车配件,2.99,10.33,384583.9466
1740,300352.SZ,北信源,软件服务,2.99,5.99,655045.6147
236,000682.SZ,东方电子,电气设备,2.99,6.03,589744.3234
3098,601878.SH,浙商证券,证券,2.99,11.58,1399452.5431
3569,603963.SH,大理药业,化学制药,2.99,14.96,114257.0
1960,300578.SZ,会畅通讯,通信设备,2.98,22.17,134128.4557
1611,300223.SZ,北京君正,半导体,2.97,29.08,348721.5644
1586,300198.SZ,纳川股份,塑料,2.97,4.45,333086.1463
2957,601012.SH,隆基股份,半导体,2.97,27.61,7680356.7398
3282,603300.SH,华铁科技,钢加工,2.97,7.35,334091.5658
1378,002937.SZ,兴瑞科技,元器件,2.96,34.3,157780.0
2979,601111.SH,中国国航,空运,2.96,9.21,8702209.4158
753,002292.SZ,奥飞娱乐,影视音像,2.96,8.78,714211.8078
132,000540.SZ,中天金融,多元金融,2.95,4.69,3051093.8688
331,000818.SZ,航锦科技,化工原料,2.95,12.69,850735.0861
1069,002609.SZ,捷顺科技,软件服务,2.94,8.83,346585.847
1015,002555.SZ,三七互娱,互联网,2.94,15.95,2539593.1553
113,000518.SZ,四环生物,生物制药,2.94,4.33,445788.9551
2902,600909.SH,华安证券,证券,2.93,7.11,1921122.0
2445,600369.SH,西南证券,证券,2.93,5.41,3054004.0361
1910,300525.SZ,博思软件,软件服务,2.93,33.51,262829.3483
2560,600525.SH,长园集团,电气设备,2.93,6.99,912736.8312
2496,600438.SH,通威股份,饲料,2.92,12.63,3737811.3564
979,002518.SZ,科士达,电器仪表,2.92,12.28,685163.8599
261,000715.SZ,中兴商业,百货,2.92,8.82,245694.8539
48,000063.SZ,中兴通讯,通信设备,2.92,28.68,9849068.6157
2228,600115.SH,东方航空,空运,2.92,5.82,5708538.6669
1681,300293.SZ,蓝英装备,专用机械,2.91,9.89,267030.0
3034,601377.SH,兴业证券,证券,2.91,7.11,4761333.5602
1159,002699.SZ,美盛文化,服饰,2.91,7.68,607163.5162
1728,300340.SZ,科恒股份,元器件,2.9,22.62,346198.7087
1125,002665.SZ,首航节能,电气设备,2.9,3.8,857452.3163
3517,603859.SH,能科股份,软件服务,2.9,26.9,134204.1
3350,603499.SH,翔港科技,广告包装,2.9,31.21,78025.0
2434,600356.SH,恒丰纸业,造纸,2.89,9.54,284989.7346
471,002009.SZ,天奇股份,工程机械,2.89,11.46,339313.9165
1294,002846.SZ,英联股份,广告包装,2.88,12.12,64187.9078
112,000517.SZ,荣安地产,区域地产,2.88,3.15,956259.617
452,000993.SZ,闽东电力,水力发电,2.87,6.2,231260.0
219,000662.SZ,天夏智慧,软件服务,2.87,8.19,306523.7516
1695,300307.SZ,慈星股份,纺织机械,2.87,6.56,520354.4658
3207,603111.SH,康尼机电,运输设备,2.87,5.56,464806.687
1678,300290.SZ,荣科科技,软件服务,2.86,10.07,323679.6596
889,002428.SZ,云南锗业,小金属,2.86,7.73,497927.2682
1712,300324.SZ,旋极信息,软件服务,2.86,8.69,901050.0626
1848,300462.SZ,华铭智能,专用机械,2.86,19.66,152114.1384
1202,002746.SZ,仙坛股份,农业综合,2.85,29.5,714846.6285
1007,002547.SZ,春兴精工,通信设备,2.85,8.11,646917.197
1864,300478.SZ,杭州高新,橡胶,2.84,16.09,203816.857
834,002373.SZ,千方科技,软件服务,2.84,18.29,1535056.693
3116,601949.SH,中国出版,出版业,2.84,5.79,232182.2082
535,002073.SZ,软控股份,软件服务,2.83,6.78,555242.2692
